　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2021-04-01,5197,15452,41899,47414,27603,15883,12673,4873,3841,15156,2851,4870,6865,8836,11624,17598,19539,6421,10639,3827,8442,9122,6464,31176,3629,14986,12968,18422,26469,16873,11212,27098,18364,33494,28780,10241,37475,27669,28031,22385,23375,136195,44250,20160,25897,28264,28467,29501,25509,14250,33888,7866,9813,20307,5372,4079,3413,15966,10023,13187,33320,10195,14445,8670,23736,27254,32064,39798,42634,27366,27918,63488,23843,34467,35678,21055,67140,22120,17460,15678,21105,15246,27083,20409,9539,12066,39199,24511,24643,24634,9348,12216,6422,5408,7484,10680,10281,15463,18263,29016,23989,15867,12921,13069,13391,12466,12446,11219,1672,2585,3729,4997,2331,3518,2888,9133,2372,3956,4727
2021-04-02,3775,8474,19343,40867,13158,8269,7961,5643,2382,8548,1981,3684,13276,5273,9301,5290,6287,3931,8405,4260,5155,5715,2256,21176,3947,16132,9843,12658,16513,13064,8548,23011,13451,21294,15795,3981,28297,19753,20182,16296,8176,126733,40243,16072,15617,24185,26154,24947,18334,9862,22034,6138,6427,15623,6222,2891,2234,9250,8077,11998,41785,6377,10131,6533,16956,16962,25778,34045,29514,19351,26384,65873,11901,25969,27473,13979,51036,14478,12911,8132,15958,10304,23721,12672,8378,8816,15927,11696,12564,16057,6341,8889,4351,2185,6598,6794,8639,11610,11685,16464,17605,11034,9318,9470,9267,9498,7515,7772,769,2285,2948,4180,1017,1247,1842,7203,1874,3164,2699
2021-04-03,3323,7641,17230,38038,12400,7568,7230,5704,2283,6799,1990,3672,15383,5101,9669,4350,5363,3494,7937,4184,4906,5456,1993,20445,3935,17411,9060,12111,14656,12148,7678,21638,12081,18901,15726,3599,25971,17732,18248,15389,7688,117897,37887,13680,14534,25469,25111,23748,17478,7563,20317,5680,6139,14699,6293,2741,1588,8479,7538,13621,44399,6171,10424,6211,15589,15282,24957,32328,26408,17243,26189,65937,12061,24462,23964,13531,48805,13299,11887,7187,17227,9941,22821,11274,10469,8858,13963,10646,11272,14435,5393,6889,3913,1966,6810,6145,8338,10936,10419,14712,17192,10332,8494,8587,8746,8638,7182,7395,744,2103,2482,4132,905,1100,1636,7154,1711,2824,2769
2021-04-04,2838,6735,14694,32000,10205,6590,5987,5063,2155,5697,1682,2756,11913,4223,8516,3657,5293,3061,6625,3118,4279,4464,1886,16858,3830,14174,7856,10365,12501,10994,6884,19000,10773,16374,13773,2955,22775,15307,15714,13598,6657,127554,33075,10804,13649,21744,21302,20247,15053,6785,16999,4979,4853,12791,5777,2530,1294,6482,6333,10573,35109,5812,8706,5206,13201,11897,21129,30750,22796,15117,22525,58269,10904,22619,20733,11850,45992,11239,10287,6375,14961,8209,19491,9281,8797,7581,11948,9400,9679,13185,4536,5835,3715,1743,6222,5573,7286,9739,9172,12582,14750,8817,7154,7433,7352,7659,6382,6368,555,1839,2394,3711,770,989,1528,9092,1538,2606,2676
2021-04-05,3925,6868,16061,33149,10611,7534,6501,4173,2138,6976,1697,3304,10466,4622,7850,4043,5070,3249,7514,4101,4631,4802,2132,17791,3528,13590,7859,11079,14183,10885,6821,19249,10202,16823,12031,3293,23271,16544,16666,13593,6725,145160,32701,10573,13738,22050,20984,21409,16490,8530,18446,5093,5384,13473,5512,2556,1816,7380,6706,9767,37553,5523,9541,5400,14202,14868,21170,31631,23945,15799,21865,55299,8967,21019,20978,10520,44971,11317,11134,6668,17208,8975,18360,9614,7565,7499,13137,10161,10432,12834,5123,6365,3877,1784,6163,5839,7270,10414,9288,14062,14208,9220,7579,7631,7645,8041,6306,6627,620,1878,2311,3664,855,1104,1518,10204,1559,2690,2506
2021-04-06,5072,14580,40449,39831,26919,13593,11948,4373,3353,13503,2781,4744,5312,10064,10100,18519,19151,6123,9416,3539,7864,8740,6315,29758,3035,13668,12129,16445,24616,15134,9916,22417,16358,31304,25358,9839,34499,25718,26084,20401,24345,143932,37701,19187,23855,26223,22682,25220,23639,13883,31011,7447,9586,18215,5282,3894,2584,13771,9564,11728,32704,9699,13009,7865,22473,25811,29941,35579,38236,25557,26217,54740,19844,26888,31660,18981,57680,20500,16091,14140,19874,14950,24743,19161,8857,11386,38297,22764,23655,23374,7726,11389,6025,5250,6512,10370,9423,13831,17284,28822,22271,15103,12205,12260,12725,11737,11706,10443,1719,2242,3333,4616,2275,3397,2840,8663,2013,3620,4291
2021-04-07,4679,15039,41658,40869,27326,15502,12184,4563,3551,13844,2767,4728,5602,10604,10537,18798,19371,6190,9736,3764,8215,8813,6498,30658,3155,14289,12776,16767,24917,17473,10354,27818,17511,34705,26158,10108,35823,26451,27134,21846,24363,126145,39030,19644,25179,26584,25520,26125,24226,14031,32426,7558,9986,18677,5495,4002,3602,15004,9642,11984,34185,9963,13167,8229,22762,27140,30633,35312,39277,26391,26983,56607,23388,28410,32509,19766,58374,20980,16641,14831,19378,15347,25071,19684,8848,11912,39185,23347,24889,24034,8246,11664,6143,5400,6661,10537,9789,14132,17785,29454,23225,15441,12684,12288,12981,11941,12291,10735,1597,2382,3382,4527,2371,3550,2916,8528,2049,3692,4380
2021-04-08,4353,15684,42893,42125,27758,15886,12439,4331,3601,13857,2747,4769,5174,10714,11345,19093,19725,6153,9846,3565,9044,8931,7034,30321,3305,13711,12542,16807,25496,17534,10725,27909,17691,35133,25943,11460,36095,26752,27230,21489,23907,120297,39480,19477,25438,26266,25179,27275,24238,13757,31253,7603,9751,18749,5046,4118,3484,14594,9388,12090,32857,9821,12995,7992,22776,26975,30677,35194,39271,26730,26371,56164,23589,31818,32752,20019,60079,21213,16832,15028,19422,15048,25870,19809,8546,11699,39795,23488,24769,24033,14134,11693,6454,5570,6765,10730,9744,14090,18012,29685,23452,15417,12575,12583,13117,11920,12398,10672,1749,2342,3508,4682,2304,3566,2937,7867,2145,3705,4381
2021-04-09,4891,16152,44141,48508,28899,16824,13105,4765,3889,14953,2792,4806,5196,11081,12999,19517,20335,6958,10689,3739,9805,9556,6940,31838,3451,14129,13513,18446,27172,18647,11444,31942,19509,37069,27797,12081,38108,28371,28910,22710,25059,141550,46007,20754,26564,28632,27215,29610,27052,14429,33826,7972,10311,20794,5873,4138,3492,15728,9908,12802,35955,10328,14031,8713,23864,27746,33459,39718,41666,28074,28361,66159,24392,34452,37137,22275,67983,22948,17931,15763,21845,15220,31189,21289,8993,12635,40923,24746,25724,25142,15107,11882,6759,5598,7076,11145,10588,15999,18744,30580,25650,16171,13383,13312,13846,12649,13197,11375,1768,2625,3662,5068,2539,3716,3120,9136,2193,4049,4776
2021-04-10,2960,10078,25032,45710,17843,11936,8879,4207,2691,9097,1991,3355,5914,7649,10930,5828,9149,4405,9278,3550,6696,6641,2359,18165,3995,14645,10390,13982,19492,15521,9667,30163,16722,28831,20240,5852,32907,22569,21946,17833,11189,139350,46459,17245,19038,29634,25099,25893,21711,10165,24689,6700,7642,17220,7101,3356,1890,10197,8445,10507,32818,6819,11726,6850,18479,18260,30101,35575,33403,22137,27638,72131,15689,28766,30006,16964,56722,16227,14772,9127,15716,10790,26544,14698,10750,10507,21175,19189,15203,17863,10102,9627,5003,2619,6251,8344,9485,13499,13917,20608,21332,12271,10420,10555,10381,10537,8444,8772,2045,2337,2925,4580,1197,1459,2146,8413,2126,3370,3045
