　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2021-08-01,757,2244,4735,10793,3441,2251,2161,1122,737,2151,441,844,934,1706,2203,1460,2004,1011,2193,826,1442,1714,594,4416,1059,3236,2780,3728,4187,4280,2700,5451,3804,5880,3592,1002,8452,5523,5639,4976,2231,25365,10284,3783,4326,5514,5210,5739,5400,2556,5949,1883,1473,4824,991,963,615,2639,2582,3254,8208,2040,2577,1838,4825,4118,5923,8277,8257,5837,5218,11967,2356,6680,5977,3047,12738,4633,3960,2795,4068,2174,4470,3367,2953,1963,3854,2679,3704,3995,1903,2142,1529,783,1545,2174,2931,2644,3541,5147,5200,2655,2693,2730,2728,3142,2201,2275,266,726,1059,1556,385,451,581,2220,635,1065,1112
2021-08-02,1834,7117,21686,18544,10890,6396,5839,2163,1757,6626,1170,1953,1619,3713,4563,9298,8780,2225,4407,1425,3898,3812,2837,14526,1633,5584,7058,8138,12050,7498,5318,9941,7904,15245,11132,4504,18262,13372,14182,10783,14196,47046,16815,10851,11390,11690,9538,11249,11782,6158,15457,3757,4460,8845,1572,2138,2225,6335,5203,6618,14038,4959,6638,4524,12116,12768,12871,18707,19877,14084,10403,22665,8921,14416,14301,9127,27656,9937,8415,8419,8720,6034,11669,10369,3652,5971,20947,11013,12542,12450,5004,5758,3269,3312,3483,5580,5309,5749,8495,16448,9857,7026,6766,6747,6845,6913,5684,5461,719,1406,2202,2764,1431,2248,1677,3906,1275,2066,2580
2021-08-03,1874,7487,22961,20363,11076,6754,6101,2188,1766,6670,1173,2102,1647,3749,4905,9735,9009,2476,4666,1467,4158,3953,2935,14823,1867,5657,7497,8673,12399,7848,5523,10603,8207,16223,11839,4659,19122,14091,14582,11317,14488,49068,18958,11362,11592,12880,9917,11897,12297,6500,15773,3878,4535,9083,1675,2202,2222,6535,5302,6867,14320,5211,6922,4607,12550,13371,13645,19666,20677,14607,10777,24110,9622,15156,15631,9914,29534,10575,8646,8757,9203,6208,12354,10694,3650,6223,22105,11509,13117,12821,5023,5898,3280,3356,3545,5701,5568,5756,8843,15468,10876,7416,6682,7078,6983,7043,5704,5575,687,1423,2268,2844,1522,2307,1622,3950,1253,2087,2616
2021-08-04,1905,7634,23343,21301,11375,6817,6072,2217,1878,7062,1227,2092,1722,3870,5159,9922,9200,2519,4768,1609,4134,4145,2968,15257,1922,6003,7513,8914,12558,8285,5618,10858,8368,16213,11917,4667,19368,14189,14933,11492,14320,50970,20090,11521,11825,13136,10197,12093,12910,6758,16483,3974,4696,9227,1815,2213,2297,6837,5496,7042,14967,5268,6978,4662,12634,13244,13888,20147,21182,15022,10958,24574,9758,15693,16504,10364,30348,10748,8999,8910,9400,6511,11350,11095,3919,6368,22303,11848,13509,13142,5124,5994,3377,3311,3646,5770,5670,6040,8910,15732,11306,7456,6767,7139,6995,7045,5856,5649,644,1471,2375,2774,1522,2357,1669,4003,1316,2186,2721
2021-08-05,1845,7548,23422,21699,11402,6737,6074,2263,1814,6873,1161,2044,1717,3817,5030,9844,8998,2361,4777,1583,4093,4057,2969,15094,1796,6290,7420,8761,12627,8168,5419,10839,8426,16392,11990,4626,19366,14227,14598,11440,14399,52875,20380,11476,11752,13367,10140,12055,12769,6429,16098,3954,4639,9224,1698,2172,2218,6593,5343,6989,14530,5174,6870,4529,12387,13587,13885,19882,21032,14852,10916,25108,9770,15608,16436,10286,30347,10691,8859,8768,9665,6383,12262,11032,3844,6366,22206,11640,13405,12853,5064,6013,3353,3365,3697,5902,5595,6148,8946,15631,11128,7426,6771,7066,6953,7010,5771,5588,638,1451,2357,2774,1474,2407,1649,4083,1346,2148,2664
2021-08-06,1846,7668,23255,23403,11344,7047,6146,2344,1741,6927,1157,2050,1542,3762,5331,9613,8852,2387,4931,1451,4162,4181,2878,14840,1902,5803,7309,8697,12893,8289,5694,11031,8797,16408,11780,4540,19287,14105,14388,11353,14412,64815,22598,11514,11577,12733,10008,12071,12596,6565,16202,3849,4492,9202,1869,2196,2178,6483,5325,6769,13892,5066,7064,4545,12318,13154,13755,21342,20846,14635,10851,26433,9891,15785,17426,10711,33188,10915,9149,8781,10763,6203,12475,11281,3816,6457,22138,11581,13208,13137,4799,5899,3377,3274,3578,5905,5776,6145,9252,15421,11441,7192,6705,7105,6939,6895,5592,5420,614,1456,2350,2910,1515,2316,1678,4843,1380,2310,2690
2021-08-07,687,3168,6839,15962,4735,3080,2661,1331,775,2884,486,987,613,1746,2924,1815,2334,1308,2694,778,1871,1995,663,5568,1384,3292,3461,4505,5885,4577,3105,6061,4755,7876,4378,991,10177,6858,7005,5922,2751,34085,14089,6138,5014,6012,5336,6618,6360,3145,6777,2195,1864,4955,1268,1069,619,2689,3016,3362,7593,2261,3067,2210,5931,5569,7325,11264,10105,7255,6284,15291,3380,8019,9672,4869,17457,5881,4838,3096,5480,2049,5755,4535,2255,2352,5906,3730,4913,4641,2302,2852,1825,931,1932,3061,3539,3252,4776,6204,6335,3458,3285,3619,3562,3954,2749,2718,303,787,1227,1806,507,560,800,2658,736,1264,1055
2021-08-08,840,2832,5946,13633,3982,2818,2580,1301,806,2509,496,939,1084,1889,2941,1703,2141,1184,2615,1066,1728,1980,741,5177,1452,3944,3416,4580,5422,4969,3288,6779,4610,7228,4350,1163,10449,6779,6737,5874,2497,31022,13505,4564,5295,6677,6484,6916,6805,2811,7214,2193,1893,5860,1200,1188,668,3021,3138,4044,11084,2495,3108,2086,5644,4697,7058,10455,9806,7220,6409,16626,3119,8369,7806,4004,16684,5575,4849,3205,5156,2625,5953,3993,3244,2498,4852,3171,4250,4612,2328,2641,1782,985,1982,2562,3243,3127,4284,5474,6324,3077,2929,3328,3085,3733,2693,2591,287,882,1282,1919,506,531,650,2744,726,1254,1175
2021-08-09,2019,7728,23647,21279,11964,7006,6326,2246,1903,7205,1234,2149,1762,3918,5304,10248,9466,2480,5034,1558,4229,4472,3439,16022,1831,5995,7639,9073,13050,8270,5618,11210,8677,16764,12203,4721,19605,14439,15091,11788,14850,53474,19913,11788,12121,15026,10782,12126,12879,6776,16732,4002,4859,9522,1787,2348,2230,6767,5624,7169,15307,5210,7235,4810,13063,13811,14209,20517,21422,15223,11287,26123,10074,16004,16730,10357,31305,10641,8987,9082,9800,6559,13153,11410,3972,6548,22849,11966,13600,13391,5353,6154,3511,3458,3731,5989,5689,6140,9389,15916,11117,7621,7037,7325,7152,7168,5985,5664,666,1539,2347,2954,1570,2389,1676,4248,1398,2263,2856
2021-08-10,2047,8125,24833,22829,12455,7439,6687,2287,1953,7704,1330,2236,1929,4108,5685,10643,9764,2618,5244,1683,4419,4448,3580,16710,1933,6408,7879,9254,13765,8766,5892,11893,9202,17496,13257,4954,20515,15273,15626,12102,15387,55983,22051,12450,12511,15643,11248,13039,13475,6910,17084,4130,5049,9933,1815,2292,2320,6867,5698,7455,15720,5368,7609,4968,13427,14166,14954,21473,22179,15867,11826,27471,10869,16545,17797,11194,32955,11173,9250,9414,10042,6932,13922,11890,4144,6754,23691,12350,14255,13901,5479,6440,3620,3532,3875,6133,5956,6315,9928,16775,11887,7859,7188,7675,7377,7351,6253,5919,709,1480,2442,3016,1623,2470,1727,4326,1419,2357,2817
