　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2021-10-01,3037,10867,30075,33312,20331,10555,9240,3445,2870,10740,2157,3797,3492,6726,8649,13298,15028,5035,7541,2584,7367,6921,5111,22508,2905,10393,9798,12436,19355,12647,8290,18725,13056,24087,18934,7024,26607,20343,20467,16354,17831,90424,32235,14798,16589,20048,18935,19708,18227,9921,24045,5969,7198,15066,3812,3049,2732,10548,7616,9436,26957,7223,9694,6378,16815,19846,22013,26405,29311,20075,18150,39712,15237,23549,24177,14541,46971,16213,12656,11396,15486,11121,21141,14677,6497,8869,29808,15759,17725,18151,6687,8655,4875,4191,5325,8360,7590,11308,13373,21381,16856,11671,9839,9434,10287,9300,8996,8318,1057,1794,2778,3647,1930,2834,2216,6063,1648,2802,3410
2021-10-02,1687,5687,13406,30049,10751,6227,5315,2816,1665,5709,1396,2251,3855,4112,6968,3741,4664,2704,6106,2592,3813,4150,1514,11706,3049,8593,6549,9166,11455,10440,6260,16101,10104,17615,11118,2531,19691,13979,13535,11308,5920,78294,31379,10862,10754,16620,16719,17176,12583,6522,15088,4521,4157,11373,4233,2226,1272,6407,6043,6996,27430,4155,5999,4246,11528,11864,17307,20082,20214,14274,14257,39229,7944,19398,18203,9651,36425,10486,9555,5999,10394,6863,16324,8562,7094,6217,11252,7287,9024,10366,5052,5587,3534,1694,4042,5045,5919,7786,8182,11882,13060,7362,6284,6417,6569,6508,5180,5279,607,1567,1880,2900,819,1003,1259,4833,1297,2055,1799
2021-10-03,1733,4677,10041,22707,8048,5515,4253,2478,1380,3999,1141,1949,3253,3325,5993,2919,3999,2189,4806,2607,2996,3171,1394,9300,2821,8153,5409,7421,9163,8647,5187,13940,7737,13029,8949,1920,15791,10817,10587,9423,4757,80735,25462,7702,9690,14987,14343,14186,10438,4698,12247,3584,3251,9097,3070,1782,1019,5189,4648,6181,25526,3742,5464,3329,9304,8276,13656,18684,15930,11309,12211,32584,5988,15617,13080,7082,30504,8247,7443,4493,9969,6047,14424,6403,6688,4981,8030,5202,6821,9012,4501,4247,3044,1340,3412,4018,4871,6846,6486,9651,10677,5794,4951,5122,5350,5426,4392,4238,500,1250,1566,2434,586,781,1022,5547,1016,1613,1598
2021-10-04,2910,10612,30064,27648,20373,10215,8837,3305,2696,10386,2057,3665,3086,6122,7621,14127,15406,4920,6968,2444,6778,6602,5182,22942,2614,9997,9355,11880,19169,13448,7805,16397,11739,23019,18206,7067,26354,19409,20095,16344,19120,83500,27600,14611,17588,19359,19037,19138,17513,10201,23078,5653,7137,13590,3485,2986,2818,11459,7248,8892,25431,7335,9718,6333,17806,20864,21564,24796,28861,19792,17460,35088,14157,21818,21161,13023,42069,15505,12038,11046,14403,11131,20361,14186,6148,8350,29268,16536,18291,18002,12310,9106,5179,4323,5375,8490,7321,10217,13057,21411,15784,11775,9928,9533,10209,9141,9108,8440,1409,1842,2787,3636,2068,2820,2310,5986,1638,2775,3381
2021-10-05,2950,11241,30868,29220,20823,10542,9040,3344,2795,10705,2135,3742,3467,6346,7860,14945,15902,5016,7463,2561,7131,6888,5399,23510,2685,10501,9835,12315,19570,14033,8137,17135,12557,23783,19754,7085,27235,20425,20521,16916,19123,81094,29380,14756,17883,20361,20096,19864,18112,10838,23242,5903,7334,14271,3690,3109,2716,10974,7656,9005,25947,7464,9693,6336,18238,20406,21918,24801,29412,20036,18146,36450,14841,22553,22603,13784,43304,16298,12495,11584,14636,11493,18924,14700,6426,8581,30374,16883,18771,18648,12588,9107,5229,4394,5384,8808,7491,10309,13493,21981,16845,12196,10135,9771,10365,9399,9349,8520,1411,1909,2819,3570,2130,2915,2432,5639,1651,2846,3587
2021-10-06,2947,11283,31697,30298,21122,10603,9144,3445,2875,10203,2163,3724,3491,6615,8313,14910,16084,5075,7436,2640,7154,6915,5381,23619,2828,10791,9850,12556,20086,14243,8382,18218,12805,24639,19118,8477,27657,20669,21171,17292,19140,83283,30893,15426,18464,21033,20358,22752,18567,11317,24652,6127,7572,14682,3757,3212,2923,12028,7769,9190,27765,7594,10016,6572,18772,20679,22523,25849,30280,20655,18981,39027,15492,23198,23566,14269,44097,16395,12690,11620,14915,11834,19403,14947,6481,8801,30769,17342,19132,19109,13114,9305,5267,4493,5540,8931,7806,10187,13747,23199,17334,12381,10244,10015,10619,9586,9374,8705,1410,1881,2948,3797,2092,2942,2382,5745,1708,2845,3552
2021-10-07,3083,11232,31609,31010,21307,10691,9183,3520,2900,10297,2209,3756,3645,6520,8853,14654,15905,5133,7575,2698,7198,7029,5261,23764,2737,10528,10089,12820,20191,14146,8418,19031,12922,24800,20351,8746,27931,20494,21294,17200,20181,86280,34591,15537,18775,23355,20925,23205,19023,11218,24856,6015,7498,14469,3243,3164,2880,12411,7747,9417,28370,7583,9972,6644,18645,21084,22791,26548,30538,20692,18849,40532,15599,23516,23623,14608,46294,16540,12751,11771,15135,11903,20003,14998,6545,8963,30750,17304,19375,18883,13274,9258,5524,4422,5633,8844,7724,10261,13679,22559,17509,12249,10180,10015,10684,9520,9596,8756,1399,1885,2827,3743,1982,2974,2378,5864,1631,2909,3511
2021-10-08,3395,11882,31970,35901,21853,11262,9793,3778,3046,12312,2311,4083,4282,7151,9669,14988,16314,5783,8231,2943,8070,7433,5277,24439,3012,11334,10830,14194,21669,15992,9196,22742,14246,26264,20524,8454,30120,21775,22537,18124,19350,106807,40023,16151,19784,24366,23237,25669,20400,11746,26585,6436,7918,16967,4110,3344,3011,12711,8359,10626,33907,8015,10832,7011,19789,21779,24883,30499,32926,22085,19842,46189,16173,26841,28262,15785,52702,17939,13797,12615,16878,12264,23897,15865,7054,9809,31001,17475,19874,19984,14819,10018,5627,4585,5872,9241,8391,12455,14283,23139,18829,12888,10882,10705,11279,10245,10087,9386,1549,2116,3216,4193,2138,3088,2550,7349,1885,3177,3948
2021-10-09,1799,6159,14128,32567,10103,6291,5793,3109,1797,6401,1494,2497,5097,4173,7872,3867,4876,2835,6777,2883,4215,4488,1638,12807,3085,9723,7523,9904,12504,11452,7003,17537,10372,17355,11704,2695,22670,15581,15437,13164,7407,92584,38705,12039,11886,18555,19601,19358,14209,6999,16286,4999,4630,11945,3726,2412,1524,7244,6781,10398,37523,4901,7102,4806,13204,12755,19701,24266,22259,15871,16347,47611,8340,23238,22642,10217,42034,11220,10279,6519,11728,7787,20212,9250,7639,7442,11844,7694,9636,11462,6560,6508,3827,1850,4601,5613,6832,8833,8955,12483,13497,9160,7092,7768,8405,7297,5917,6168,712,1940,2299,3568,861,1136,1436,5679,1378,2342,2205
2021-10-10,1661,5243,11584,28538,7859,5459,4775,2592,1640,4652,1294,2109,5920,3430,7969,3039,3709,2457,5318,2848,3378,3895,1644,11129,3403,10482,6515,8530,10811,10220,6161,15471,8606,14232,14726,2476,19994,13132,13390,11654,7747,98741,35295,9357,11313,17771,18359,17879,12777,5473,13347,4329,3955,10810,3982,2034,1219,6812,5832,9952,40997,4772,6761,4175,11524,9645,17449,24433,19054,13646,15175,50461,7419,20712,19555,9213,41542,9385,8588,5289,12013,7679,20359,7906,7378,7175,9396,5946,8006,11199,4463,5761,3583,1473,4552,4861,6021,7904,7586,10308,12343,8144,6189,6787,7273,6474,5645,5609,572,1590,1957,3312,774,1026,1296,6403,1353,2125,2230
