　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2019-11-01,6757,16707,48022,53421,30311,16517,12900,4221,3304,16209,2348,5087,7455,11545,13223,20276,18371,6325,10148,3552,9698,9473,6181,39044,3460,12532,13357,18523,23484,19518,10792,31290,19905,37141,32335,12569,41371,30114,27592,23784,27733,177362,47903,26687,26903,31599,36644,32108,26226,13723,35480,7318,9521,22044,9368,4039,3721,14883,10900,12012,37591,9405,15664,8190,24573,26161,31826,48712,46341,28683,32397,80706,26929,37400,41407,26564,72799,22891,18462,16446,23378,15203,36582,21835,8930,14959,45744,26513,28062,28538,14846,12629,5713,5428,7234,10934,10831,13371,19665,33577,29860,15067,13843,14290,13213,13075,11378,10087
2019-11-02,4907,11258,27176,51985,19040,12192,8988,4226,2666,10401,1866,3777,11814,7578,14497,6504,8482,4314,8865,3885,6461,9165,2785,29189,3899,16524,10841,16459,18150,17792,9509,32126,18394,30249,29783,6492,34780,24996,21617,19902,17592,176129,50685,22530,19851,41288,38141,31266,21812,10311,28085,6717,6614,18872,14262,3317,2141,10313,9725,11515,42860,7167,13511,6801,19458,18306,30914,45495,36258,23696,34534,92155,17633,35221,35483,23337,61061,16520,15442,9867,18564,11938,31546,15386,11263,13140,23711,19664,18986,22996,9406,10889,5209,3144,7077,8425,10185,11672,14843,23103,27365,12053,11181,12381,10463,11390,8687,8316
2019-11-03,4886,8475,20062,39443,14735,9043,7086,3649,2245,8365,1521,2968,8846,7045,10437,5239,7802,3724,7323,4590,5431,5759,2288,22169,3552,12041,9146,12256,15099,14622,8237,25562,15157,22641,25848,5083,29030,20338,17918,16537,12162,153056,41937,15899,18303,35616,28851,23767,21154,8242,22361,5837,5260,17325,14891,2970,1804,9484,8002,10328,37524,6194,10673,5418,16379,14740,23645,38363,28862,19286,28279,73518,16100,28917,26686,17243,49731,13827,13416,8402,17211,9400,27724,11434,10620,10763,17410,12991,14637,16708,7262,8291,3548,2317,5956,7203,8284,9488,12083,18233,24144,9687,9304,9931,8587,9513,7231,6753
2019-11-04,5840,15393,44305,43779,27943,14924,12026,4064,3056,16028,2099,5181,5930,10800,10460,19553,17916,5885,9140,3292,9135,8013,5559,29132,3242,11309,12788,17631,22476,17918,9867,26944,17414,34210,28752,11945,38764,28044,26742,22970,27778,137069,39028,24954,24805,27292,31271,29139,23460,13505,34294,6862,8424,20552,6522,3829,3720,14628,10318,11401,35266,8860,13776,7708,23139,25351,27817,42563,43101,27103,30012,65229,24241,32361,33984,21993,60987,21153,16769,16068,18331,14056,30490,19218,7633,13511,42016,24373,25894,25170,14717,11909,5267,5091,6521,10667,9748,12459,18000,31184,25754,14205,13112,13356,12911,12474,11014,9429
2019-11-05,5698,15827,45986,45662,28175,15888,12671,4288,3122,16261,2229,5217,6603,11101,10967,20215,18629,6036,9579,3324,9238,9114,6316,31106,3247,11764,12836,17940,23204,18484,10179,28341,18426,35316,30119,12401,39729,29462,27310,23220,28292,134970,40585,25422,25371,28391,32689,29598,25311,13638,34420,7080,8815,21201,6330,3872,3832,14898,10431,11421,34198,8860,14085,7669,23563,25992,29101,43093,44300,27983,30067,66518,26396,33256,35951,22815,62075,22093,17101,15814,18833,13883,30262,19942,7867,13490,43310,25035,26747,25716,15168,12148,5343,5242,6685,10934,10031,12636,18884,31701,27329,14466,13310,13798,12984,12628,11106,9718
2019-11-06,5663,16139,46412,48076,28690,15852,12496,4343,3089,16498,2234,5260,7746,11736,11715,20410,18792,6026,9828,3653,9764,9035,6222,31615,3220,12199,13288,18180,23117,18746,10361,28751,18877,36127,29967,12576,40083,29676,27527,23149,28539,137744,42332,26107,25597,29022,33660,30348,25313,14194,35253,7359,8951,21334,6445,3983,3919,15125,10663,11966,36845,9122,14646,7849,23909,26391,29595,43613,44661,28109,31413,71765,26605,33968,36764,24401,64116,22188,17553,16159,19289,14557,32299,20352,8301,13944,44225,29913,26945,26377,14797,12333,5524,5249,6940,10760,10269,12845,18637,31803,28364,14604,13472,13965,12982,12871,11236,9675
2019-11-07,5873,16253,47571,65991,29066,16017,12765,4210,3257,16380,2294,5249,7419,11486,11884,20254,18591,6135,9706,3644,9414,9075,6769,31913,3339,11966,13009,17835,23173,18309,10367,28954,18949,35995,30356,12449,40294,29774,27374,23022,27404,144152,42626,25213,25436,29114,32973,30827,25030,13866,34428,7443,8977,20970,6644,4045,3830,14939,10549,11594,35907,9119,14613,7740,23880,26110,29727,44742,44557,28195,31215,72222,27149,33913,37912,23766,65058,22280,17577,16673,19651,14425,33740,20329,7992,13653,44271,30837,27028,26482,15135,12234,5618,5274,6785,11017,9925,12869,18783,32451,28896,14573,13556,13672,13061,12829,11025,9661
2019-11-08,6428,17158,49134,76143,31067,17135,13416,4632,3329,16977,2398,5343,8250,11710,12893,20509,19135,6705,10308,3630,9788,9847,6102,46865,4049,12889,13637,18627,24264,19664,10944,32648,20967,37370,32109,13164,42197,31332,28696,24072,28257,188478,49605,26858,26473,31582,37017,33074,27035,14014,35875,8000,9242,22545,7801,4159,3860,14676,11024,12189,38878,9704,16260,8364,25137,26561,32866,50500,46532,29510,33033,85733,28020,38814,43504,26663,76757,23609,18843,17066,25211,15293,39731,22181,9235,15280,46168,27123,28950,28467,15515,12969,5845,5413,7216,11338,11224,13844,20314,34086,30316,15627,14116,14897,13824,13671,11611,10139
2019-11-09,4780,11874,28558,75728,21089,12044,10194,4213,2790,12227,2277,5217,14056,9146,13786,6920,8669,9000,9266,4786,6854,8019,2837,40199,5299,14947,11409,15769,17757,17529,10165,35715,19991,30943,27040,5925,36532,25997,22845,20987,15458,183515,53422,22832,23091,39918,40088,33325,23833,12359,27907,7585,6795,19645,8970,3494,2098,10402,9853,11771,44976,7586,14177,7345,20663,19121,32281,50841,37940,24404,34324,99580,19955,41767,40596,23521,69804,18420,16859,11325,20872,12466,35328,16329,12699,14060,25815,16315,20232,23320,11332,11112,5065,3036,7716,9060,10859,12380,15597,24375,28368,13253,13255,13402,11449,12284,9200,8887
2019-11-10,4823,9103,21153,58472,15912,9904,7925,3936,2427,10007,1906,3537,13740,7165,11339,5932,7336,4105,7754,3954,5938,6588,2614,36317,3644,14149,9970,13769,16118,15368,8684,29920,16627,24487,24673,5424,31566,22525,19582,18182,12543,169780,42785,16170,20138,33645,33998,29173,22326,8282,23639,6650,6169,17468,7902,2916,1898,10053,8313,10986,43784,7008,11986,6488,17555,15325,26223,42561,33024,21317,30394,82274,16625,28884,29655,17707,55099,14817,14879,9060,17050,11136,33770,12635,11166,11606,18313,13521,15463,18076,9001,9229,4146,2485,6769,7416,8977,10020,12815,18760,23618,10516,9563,10319,9641,9762,8146,7442
