　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2019-06-01,4923,10745,26936,52319,20756,14006,9453,4277,2645,11086,1676,3556,6860,7830,13989,6651,8405,4131,8735,3136,6335,7719,2787,31765,5999,11877,11383,15865,17655,18815,10044,39584,19645,30818,47070,6586,35654,25194,22204,20104,47274,190407,50039,22415,20782,30133,37507,30260,22483,9924,28798,6231,6213,17852,5894,3313,1942,9792,9247,11730,38271,6982,13798,6775,19069,18375,30259,46049,36780,24339,30141,99223,19873,41067,36955,24705,61184,16674,16086,10000,18433,9938,31431,15808,10049,12047,23543,17761,19022,20186,9553,10360,4581,2554,6348,9794,10027,11221,14862,21689,26572,11645,11066,11882,10766,11196,8664,8280
2019-06-02,5182,8385,21013,40072,18053,10487,7532,3783,2392,9783,1500,3097,6985,6718,12488,5314,7144,3710,7235,3158,5262,6039,2328,14881,5567,10707,9173,13117,14267,16308,8276,30937,16349,23738,23926,5092,29449,21180,17981,17073,11360,157670,40919,15699,16900,25879,29645,24972,21785,8083,23161,5479,4987,15639,5517,2989,1673,8837,7594,9144,37947,6077,10571,5409,15868,13837,23827,39612,29556,19573,26681,77454,16465,31604,27657,17916,48632,14354,12976,8641,13822,8723,24474,11615,9747,10403,16936,17405,15065,17369,8071,9762,4522,2148,5638,6802,8094,9316,11896,18874,22370,9502,8967,9495,8867,9279,7826,7072
2019-06-03,5933,15365,43854,42899,27701,16084,11934,4056,3014,15596,2191,4948,5865,10455,11654,19042,17323,5806,9062,3204,8957,8674,5475,28747,3733,11236,12556,17771,21139,17891,9795,28047,17826,34101,28843,12367,38233,27867,26034,21872,27434,137669,39057,24611,24408,26972,32039,29235,23641,13284,33440,7190,8442,20029,4446,3781,3601,13562,9989,9999,35126,8322,13803,7588,22572,24450,27703,41796,41892,27072,30129,70264,23226,31942,35370,22372,60708,20612,17268,15698,18037,12853,29200,19464,7357,12942,42099,24797,25696,25027,14489,12257,5400,5066,6297,10294,9826,11932,17947,30705,24960,13591,12891,12710,12517,12241,10444,9255
2019-06-04,5355,15654,45001,44780,27703,16434,12428,4098,3266,15298,2147,4742,5784,10800,11408,19985,17714,6006,9614,3064,9022,8910,5619,29158,3757,10863,12808,18094,22137,18059,10084,28488,18224,35224,32618,12422,38965,28757,26489,22391,28467,137539,40173,25033,24982,28418,32781,29109,24186,13403,33858,7255,8534,19769,4961,3912,3704,13866,10008,9967,33561,8350,13710,7431,23067,25190,29035,42588,42985,27447,28577,68838,25049,32678,36139,23199,61230,21595,17029,15240,17850,13193,30491,20149,7811,12957,43371,26084,25859,25345,14426,11649,5051,5025,6449,10432,10240,11850,18458,30675,25636,13915,13051,13022,12672,12469,10385,9142
2019-06-05,6084,15846,45031,46419,28413,15741,12291,4351,3172,15456,2191,4653,7725,11042,12069,19478,17670,5662,9646,3293,9128,8687,5551,29553,3528,11357,12948,18174,22484,18714,9974,28561,19393,35933,32262,12235,39761,28884,26844,22716,28637,150471,42215,25801,25284,29121,33640,29743,24893,13566,35032,7276,8738,20338,5149,4155,3876,14032,10295,10389,35177,8629,14239,7808,23227,25528,29717,43294,43015,27921,29606,71029,25491,33577,38117,24022,63286,21687,17235,15805,18602,13516,30971,20356,8897,13165,43768,25229,27104,25838,14519,12088,5225,5234,6702,10390,10497,12096,18154,30812,26557,13912,13030,13093,12688,12374,10702,9232
2019-06-06,6842,15785,46218,53276,28104,17275,12396,4370,3073,15614,2210,4638,7183,10306,12445,19322,17300,5612,9834,3230,9212,8887,5549,32194,3918,11617,13129,18545,22958,18972,10190,30500,19065,35745,32493,11977,39829,28841,27022,23223,27982,195857,45654,26245,25942,30268,36305,31303,25210,13116,34585,7296,8883,20817,5528,3920,3598,13694,10233,10370,36460,9137,16274,8085,23956,25666,31389,49661,43704,28634,30410,80381,25476,36085,40003,25028,71821,21691,17404,15795,25931,13763,32977,20716,7892,14023,44012,25685,27278,26516,14495,12662,5250,5171,6960,10495,11124,12599,18462,30895,27320,14593,13136,13683,12915,12975,10960,9819
2019-06-07,4703,7152,18536,41548,12038,9728,6697,3326,1607,6946,1300,2657,8307,6956,9567,4100,5124,3021,6298,2526,4355,5147,2455,16218,5042,10834,8263,11194,11581,11903,6947,21934,12899,17977,18439,3907,25876,17737,15905,15030,8760,158502,38818,14714,13569,22854,29674,21722,16474,6494,19562,4706,4563,13687,4832,2539,1584,7427,7880,11956,40580,5715,9485,5266,14157,12013,21517,36595,24656,16691,24343,78077,11305,23095,28408,16433,50106,11528,11685,7029,16820,8188,25824,11374,6425,9671,16670,10744,13275,17023,5860,6858,3476,1905,4804,5737,8304,8112,11049,15081,19420,9582,8043,8555,7959,8583,6398,6048
2019-06-08,4144,8767,21834,48897,15162,10682,7393,3686,2240,8585,1559,3115,11568,6463,11471,4854,5805,3647,7727,3364,5111,6584,2380,18590,5848,12347,9591,13115,13760,13652,7874,26410,15059,22300,22433,5163,30039,21109,18435,17610,11477,159487,44508,19610,16668,26061,35243,26880,19153,7935,24390,5554,5531,16422,6703,3116,1954,8978,9786,15260,50847,6455,11440,5939,16336,14316,26327,38727,29413,20091,28402,90346,13585,28635,32469,20126,54108,13278,13764,8196,15262,9702,31853,12947,11590,11117,18494,16840,15718,19459,7440,8278,3989,2108,5516,7138,9544,10036,12155,18272,22828,10750,9934,10212,9210,9863,7466,6985
2019-06-09,5206,8125,18592,39670,12591,10381,6935,3635,2204,8853,1372,2896,9714,6543,11323,4979,6023,3961,7499,3340,5249,5719,2431,16616,5334,12136,9104,13234,13202,14350,7900,26822,14665,20732,26760,5044,29044,20130,17204,16306,10515,174018,37722,14847,16617,24227,29071,23928,20562,7512,22442,5268,4712,15415,4935,2706,1501,8465,7456,10035,42965,6413,10937,5423,15475,13414,22826,38097,28171,18709,25805,73679,11866,24862,25357,16801,47904,13425,13116,8312,14530,8891,26844,11187,15483,10102,15591,16070,14049,16171,7566,7684,3450,2090,5258,6359,7963,8473,11254,16290,20020,9140,8615,8987,8341,8878,7059,6547
2019-06-10,6462,15181,43920,43748,26278,15339,11964,4336,3024,15500,2057,4673,5997,10289,10809,19523,17452,5425,9197,3050,9080,8530,5489,28018,3629,11222,12682,17853,22313,17770,9897,28361,17991,34941,26327,11722,38802,28006,26549,21965,28064,142641,38541,24635,24508,26512,30745,28128,23069,13497,34064,7171,8161,18584,4565,3834,2854,12389,10016,10029,34091,8406,13638,7397,22387,25237,28060,42725,42434,26932,27993,66207,23509,31569,35292,22579,62094,20649,16842,15264,18091,12042,30070,19566,7257,12635,41717,24425,25908,23745,14815,11316,4885,4837,6484,10441,10046,11920,18016,30054,24778,13785,12719,13189,12776,12538,10266,9207
2019-06-11,6058,15921,45585,45286,27458,16180,12263,4318,3124,15771,2028,4620,5457,10384,11062,20158,17998,5511,9580,2874,9197,8737,6092,28030,3451,10461,12684,17610,22211,17689,10048,27132,18220,35772,28340,11905,39151,28780,27191,22176,27564,137338,39394,24517,24495,26567,29367,27546,23207,13106,32531,7149,8290,18126,4720,3815,3631,13286,9702,9701,30609,8343,13382,7191,22334,25096,27759,43414,43163,27148,27111,64981,25363,32036,35694,22789,62191,21265,16663,15376,17845,11724,29160,19938,7452,12728,43711,25205,26842,24020,14010,11328,4812,5182,6385,11062,10215,12206,18465,30522,25036,13878,12475,13464,12999,12794,10356,9036
2019-06-12,5969,16262,46274,47892,27866,16228,12555,4434,3113,18947,2166,4649,6448,10643,11828,19970,18116,5821,10069,3109,9493,8995,5713,28743,3597,10981,13070,17933,22601,18026,10227,28231,19278,36314,30128,11986,39703,29046,27121,22719,28190,143251,41835,25159,25047,27649,31164,28621,24190,13486,33889,7332,8460,19575,5211,3921,3843,13651,9959,9657,33521,8405,13653,7416,22369,25193,28644,44237,43329,27876,28752,70792,26602,33082,38171,23700,65130,21811,17442,15608,18667,12292,31608,20209,7905,13075,43967,25809,27089,24750,14224,11633,5083,5204,6671,10885,10422,11994,18566,31168,26520,13990,12840,13482,12902,12764,10478,9237
2019-06-13,6656,16382,47143,46937,27933,16265,12423,4305,3163,15979,2099,4702,6017,10576,11281,20443,18129,5827,9765,2995,9410,8748,6041,28983,3783,10917,13020,17775,22642,18051,10181,28773,19049,36366,30003,12113,39916,28934,27273,22974,27985,143471,42674,25547,25192,27035,29715,29096,23974,13009,33246,7346,8639,18746,4983,3922,3731,13461,9819,9692,32451,8263,13588,7334,22343,25257,28381,44407,43066,27659,29108,71038,25950,33898,38274,23940,65844,21633,17188,15906,18915,12636,35626,20637,7680,13094,45268,26233,27217,25013,14440,11478,5035,5326,6706,10926,10213,12495,19229,31697,26814,14064,12673,13505,13229,12844,10193,9232
