　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2019-09-01,5132,8194,20521,39615,13708,9048,6665,3879,2098,8649,1432,2677,8089,6074,9590,5262,6579,3603,7089,2985,4924,5664,2405,14235,4107,10809,8912,11929,13793,13734,7759,27121,15085,22442,20097,4386,28066,20100,17043,16454,10760,153794,39954,15170,16924,23290,27994,22373,19137,7647,21653,5459,5263,14765,5239,2756,1550,7977,7239,9298,35056,5964,10672,5224,15752,13745,22593,36627,28936,18739,26270,69036,13330,30433,27156,17288,49430,13165,12635,8172,13820,8486,31827,11390,9204,10319,16321,13095,14274,15504,7580,8119,3353,2179,5160,6712,8030,8680,11648,18895,21809,9117,8598,9176,8632,8805,6916,6296
2019-09-02,6084,14650,44049,43201,27875,13622,11623,4141,2976,14133,2230,4771,5639,8824,10318,17748,17872,5804,8870,3145,8116,8603,5666,28102,3490,11007,12085,16857,21668,16421,9758,26830,17994,33845,26979,11900,38044,27422,25737,21497,27106,142643,39734,24599,23804,26481,28900,27328,22826,13463,32434,6998,8207,19172,4409,3554,3433,11471,9987,10135,31032,8600,13516,7357,22194,23725,27552,41978,40826,26735,28977,65340,21883,31906,35683,22390,60961,20759,16492,15549,18234,13286,34992,19330,7489,13211,42241,23196,25519,24671,9596,11482,4871,4946,6465,10194,9634,11882,18052,30415,25739,13930,12777,12773,12280,12218,9539,9178
2019-09-03,5773,15220,45550,45058,28639,14663,12152,4083,3048,14412,2258,4858,6598,9520,10771,18945,18107,5864,9330,3717,8884,8860,5743,29408,3704,11553,12667,17315,22593,17127,10193,27579,18114,34562,28283,10795,38371,28421,26141,22211,27692,142809,41917,24699,24354,28196,29056,28752,23900,13658,33106,6949,8524,20705,4929,3744,3737,11895,10148,10502,31845,8680,14291,7485,22764,24574,28534,43403,41704,27437,29741,65931,23490,33226,36530,23550,63086,21512,16843,15340,18874,13778,29668,20138,7799,13474,43637,26339,26078,25423,9819,11871,5102,4978,6419,10360,9907,12059,18012,31862,26962,13861,12843,12926,12457,12185,9678,9438
2019-09-04,5952,15253,45317,44650,28782,14836,11936,4261,3045,14657,2120,4814,5537,9560,10405,18810,18406,5881,9290,3145,8724,8821,6012,28650,3906,11019,12539,17239,22100,16803,10045,26641,18396,34945,27966,10331,38936,28353,26436,22044,27128,139587,41896,25221,24215,27343,28152,27934,23968,13381,33394,7146,8384,19526,4754,3677,3623,11458,9747,10560,29970,8462,13595,7416,22404,23925,28129,42799,41734,27350,28749,63719,23713,32234,36796,23301,63226,21621,16782,15272,18591,12760,30577,19771,7444,13294,44056,27244,26447,24759,10073,11672,5112,5087,6571,10511,9870,12029,18404,31476,26957,14043,13034,13196,12690,12405,9741,9328
2019-09-05,5717,15743,47315,47587,29274,15186,12488,4171,3010,14826,2103,4817,5106,9474,10901,18007,18476,5962,9391,3110,8592,8760,6334,28656,3961,10973,12551,17471,22761,17079,10210,27736,18856,35549,28519,10818,39109,28533,26410,22340,26823,146053,42921,24844,25061,27564,29236,27791,23385,13373,33212,7139,8638,19211,4864,3683,3693,11934,9671,10406,30337,8530,13511,7315,22619,24353,28544,43714,41306,27647,28708,68199,25104,33198,37914,24170,64326,21932,16851,15854,18933,12790,31548,20386,7435,13490,45024,29237,27313,25043,10718,11613,5019,5085,6302,10718,10029,12450,18885,31506,27360,13942,13069,13415,13091,12454,9946,9212
2019-09-06,6471,16446,48749,54009,30422,15509,12775,4304,3141,15522,2278,5027,6699,9604,12543,18427,18707,6195,9939,3394,8818,9267,6117,29722,3667,11764,13150,18363,24093,18192,10659,31745,20630,36880,32143,11608,41385,30128,27253,23513,28591,178270,49838,27310,26222,29833,33755,30023,25200,13802,34089,7384,9212,21083,5764,3912,3821,12428,10328,11312,35298,8951,15371,7958,23924,25168,31521,48448,45474,28772,31947,80991,26896,37395,43187,26949,72042,23149,17847,16152,22020,14467,38867,22338,8542,14845,46927,28576,28416,27267,12877,12552,5762,5338,7196,10708,10769,13098,20217,34081,30089,14919,13560,13942,13452,13213,10729,9691
2019-09-07,4734,10353,27549,51843,18174,11605,8853,4180,2598,10807,1860,3217,9082,8333,12526,6389,7559,4145,8429,3240,6019,6949,2809,17435,4182,11064,10256,14762,17505,17218,9393,33238,19285,29926,26765,5155,34693,24124,21028,19440,13998,178045,49978,22174,19157,31362,35051,29204,21319,10104,25274,6367,6264,17243,6397,3317,1992,9814,9044,10800,38295,6715,13005,6691,18390,17823,29381,44881,35439,22969,31265,89645,17229,37023,37783,23725,60616,16407,15121,9687,16159,10023,39390,15684,9775,13191,23491,19798,18291,20655,9834,13049,4852,2731,10150,8475,10652,11745,15161,26521,26885,13131,10554,11642,10612,11299,8312,8042
2019-09-08,4602,8374,20889,40725,14556,9594,7352,4021,2372,9187,1571,3098,8755,7439,10156,5557,6275,3864,7271,3333,5345,5846,2354,14866,4214,10653,9765,13398,14739,15907,8539,29984,16603,24957,22487,4635,31100,21988,19159,18101,11712,167231,40898,16019,18869,27156,30627,24937,21677,7907,22034,5504,5252,15971,5488,2966,1673,9265,8052,10474,38040,6398,11630,5548,16147,14394,24646,39298,29474,19917,27414,74285,14007,31254,28347,18868,49918,14164,13561,8865,14221,9213,33879,11976,9136,11739,18388,15702,15095,17226,9959,8762,4679,2604,48787,7153,8650,10270,12922,19778,23233,9899,9172,10080,8662,9655,8324,7057
2019-09-09,5909,15335,44934,43820,28295,15761,11999,4152,3032,15995,2237,4967,5793,11338,11998,19641,17871,5892,9108,3243,9365,8734,5664,29280,3317,11024,12870,17771,22331,18599,10022,29822,18082,35180,27375,12826,39372,28267,26776,22926,27749,140968,39414,24973,25135,27378,32874,29805,24028,13747,33897,6952,8341,19899,4559,3678,3744,14826,10271,10908,35059,8669,14048,7566,23035,25558,28360,43144,43505,27434,29239,64655,24479,34101,34641,22019,61066,21062,16682,15816,18474,13185,32621,19429,7499,13190,42875,24655,26360,24478,15836,12110,5236,5015,6679,10789,9849,12280,18307,31104,25619,14358,13234,13327,12854,12358,11246,9427
2019-09-10,5342,15830,46411,46090,29327,16309,12423,4235,3062,16309,2273,5027,6581,11774,11612,20153,18322,6092,9488,3269,9609,8987,5743,29651,3393,11415,13050,18096,23207,19252,10443,30538,18398,36300,30449,12802,39896,29180,27416,23228,28364,141827,41352,25550,25684,29303,33827,30829,24892,14039,34014,7337,8673,20817,4900,3787,3788,14729,10395,11332,34823,8937,14326,7761,23617,26145,29750,43248,44559,27791,29880,66192,26490,34867,36659,23358,62330,22113,16981,15885,18621,13673,29761,20356,7920,13338,44213,27048,27228,25298,15963,12372,5361,5183,6711,11036,9981,12478,18930,31971,27145,14565,13444,13408,13018,12747,11463,9663
