　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2019-02-01,6035,16179,44552,60894,23600,13278,11655,4029,2773,12596,2013,3507,6065,7805,12840,17140,15656,4901,9131,2916,7759,8493,5371,29158,2312,10238,11829,16286,20668,16123,10039,25491,18997,33219,34443,8449,37641,27475,25623,21554,25853,180139,49628,26173,23015,25330,29817,28249,25225,12087,30557,7123,8561,18951,5989,3495,3215,11056,9523,9464,29544,9353,14324,7809,21966,22489,30929,47745,40230,27688,31229,82243,21874,34842,44613,27812,73332,20637,17561,14764,22658,12057,34696,20678,9055,17174,41965,28285,25915,25908,8101,11195,5130,5029,6470,9227,10704,13321,17888,31683,26846,12835,12354,12783,11917,12269,8704,8881
2019-02-02,4592,8725,19903,49308,13257,7291,6844,3376,1972,7522,1367,2529,7985,4916,9547,4419,5443,3185,6628,2685,4660,6079,1885,27808,1764,8886,7889,11080,12225,11843,7586,20676,13204,19545,25330,3533,26564,18696,16573,15703,8675,151550,40043,17970,14420,19499,28219,23345,17861,7569,19932,5228,4721,14513,5880,2684,1821,7289,7300,9084,31136,6304,9986,5900,15703,13970,22991,37036,27275,18304,26886,70244,12360,27436,31922,18038,52596,14281,13010,7472,18735,8158,26296,12370,10101,15055,16551,16504,14232,16872,5266,7681,3368,2097,5032,6059,8571,11746,11469,17463,20755,8743,8740,8846,8289,8943,6516,6293
2019-02-03,3847,6065,13701,38831,9167,5422,5077,2871,1579,5359,1179,2136,9102,3708,7748,3253,4130,2486,4829,2136,3398,4789,1446,10575,1629,7828,6562,8890,9420,9773,5908,15604,10521,13976,22895,2838,21048,13963,13144,12772,5946,126175,31321,12497,11835,15803,24790,19714,15049,5473,14740,4184,3882,11968,4746,2127,1617,5938,5718,8579,29843,5014,7841,4566,12007,9901,17921,29813,20752,14110,22990,59594,9356,21465,23761,13848,41936,10663,10201,5902,12741,6978,23263,8829,9179,12463,11996,8018,10515,12850,4109,5786,2518,1694,4268,4780,6806,9008,8443,13270,17607,6598,6549,6829,6358,7044,4967,4991
2019-02-04,2925,4138,9009,20198,5837,3624,3726,2215,1093,3960,831,1287,1695,2293,5448,2190,2500,1616,3556,1209,2311,3086,941,7161,933,5543,5079,6153,7160,6540,4498,7151,5282,9031,13602,1682,14828,9794,9161,9393,4093,82207,15198,7386,6350,9534,13920,11918,9878,4032,10382,3078,2782,8332,3315,1762,877,4077,4043,5703,18805,3727,5330,3294,8032,6901,9783,20245,13124,9372,18497,34810,6015,8517,11110,5941,23269,7784,7204,3867,8079,4075,16415,6006,4396,5311,7339,4889,7451,8172,2519,3871,1678,1211,3004,3510,4642,4817,6315,9114,10184,4410,4420,5051,4339,5248,3836,3450
2019-02-05,3411,5679,11071,33059,7125,4220,4493,2816,1351,5135,1448,2384,16689,2956,8587,2589,3068,2175,4737,3018,3029,5556,1298,9868,1419,10467,7031,9341,9103,9219,5304,12877,7200,11087,16967,2623,21537,14940,13758,15999,5085,123387,26787,12631,11117,22682,30689,22772,13961,5419,14864,4900,8143,12015,6849,2854,2994,20532,6220,14537,61227,5401,9181,5201,13303,10011,21458,32069,20985,14128,63207,70773,6337,16809,15880,13014,51794,7932,11242,5596,12358,9238,37529,7737,5830,7880,9968,6797,9270,21611,3871,6763,2834,1655,4996,5022,7084,7030,7295,37952,12217,6612,8595,7002,7169,7918,5506,5184
2019-02-06,4169,6320,13410,34116,8593,4936,5293,3048,1564,5785,1367,2982,20530,3206,9318,3090,3746,2741,5648,3710,3460,6877,1682,11374,1755,12548,8201,10050,10210,9845,5981,14463,8004,12079,22133,2721,24025,16576,15416,17108,6071,139270,27858,12581,11589,23113,33758,26400,16174,6111,16690,5150,7242,13949,8570,2746,1955,14996,7145,16027,73255,6051,10408,5172,13937,11061,20766,34629,22083,15011,42455,70139,6507,18313,18191,16813,54699,9297,11976,6569,13832,10439,38426,9264,6630,8569,11550,7210,9727,18512,4417,7007,2980,1868,5014,5571,8095,7238,8425,20798,14453,7656,8374,8374,8015,8931,6572,5877
2019-02-07,4134,7314,16225,42236,10476,5637,5898,3105,1795,7023,2256,3849,28979,3796,11070,3734,4204,3212,6826,4812,4202,8951,2162,12885,2115,14796,8914,11040,11208,11158,6427,18747,9761,13227,23877,3159,26113,17998,17124,18218,8014,160571,35383,15241,13570,26885,41579,32019,17774,6518,18984,5567,8009,15121,10368,2875,2209,16602,7751,18821,89029,6673,11992,5808,15577,12237,24024,38585,25441,16475,45569,83393,7969,25825,24393,24407,67320,10240,12648,7091,15147,13104,45229,10759,7935,10107,13601,8307,11288,21982,5006,7850,3290,1959,5819,5962,8710,8599,9536,22154,16838,8722,9448,9153,8359,9205,7029,6426
2019-02-08,3823,7943,18824,44294,11540,6171,6209,3188,1865,7739,1728,3272,19243,4470,11608,4184,4861,3359,6947,3591,4528,8251,2133,13048,1794,11900,9174,10968,12087,9126,7199,19488,11241,15605,22547,3424,27567,19240,17702,18394,10975,151285,38137,17478,13590,24086,37168,30490,18694,7100,20631,5429,6429,15908,10788,3034,2376,13821,7660,15301,63700,6639,11600,5731,15899,14460,25547,37590,26246,17988,42454,87182,8830,28036,27925,25575,67086,11892,13452,7498,13993,10981,42606,12246,7870,10397,15691,14900,12760,21665,5219,7904,3612,2049,5538,6323,9177,8881,11268,22262,18527,8995,9765,9581,8608,9552,7051,6424
2019-02-09,3807,8452,19910,47263,12666,7089,6851,3538,2020,8044,1575,3178,13037,4806,11206,4669,5614,3622,7627,3222,4932,8407,2160,14007,2044,11526,9468,12238,13478,12568,7614,21376,12557,18237,20742,3412,30016,20988,18938,19421,7896,149612,40037,16792,14248,23631,32296,27855,19064,7587,20641,5611,5910,15663,9453,3068,1873,11178,7548,12629,47819,6576,11823,5931,17094,14675,26507,38195,28196,19107,37854,84627,9992,31705,31106,25626,65906,13222,13609,8061,14646,8839,36580,12873,6989,10192,17262,16888,14730,20098,5711,8046,3626,2073,5513,6574,9590,8991,11681,21532,19537,9706,9598,10158,8846,9809,7286,6786
2019-02-10,4462,8109,18031,40852,11848,6962,6857,3584,2146,7262,1476,2658,10618,5191,9914,4897,5890,3725,7215,3475,4959,9332,2097,14593,2066,10842,9004,11541,12807,12774,7920,21523,13362,18489,21198,3502,28798,20203,17558,17441,7886,135167,35765,13903,15961,23704,27830,25087,20338,7525,20142,5710,5262,16443,8008,2804,1767,10491,7579,10902,43466,6497,11177,5481,15542,13205,23243,34555,27422,18938,33374,72184,10186,26679,26894,20882,54387,13628,13279,8180,13458,9001,29657,11488,7428,8805,15683,10868,14114,16203,5681,7551,3240,2181,5283,6353,8154,8065,11018,21087,18828,9032,8961,9264,8601,9434,6341,6488
