　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2019-03-01,5061,9548,22581,50231,16429,9704,8402,3692,2663,10454,2206,4094,24455,6054,11470,5890,6418,3791,8127,4379,5268,8912,2382,16329,2224,13571,9893,13257,14980,14178,8342,27170,15736,23845,29125,4928,32620,22516,21162,19584,19475,185195,46630,22697,18172,29292,47076,57752,22102,8390,26284,6201,6524,17924,11176,3163,2712,10890,9393,17463,65486,6874,12868,6329,17954,17890,29349,42391,31759,20676,33074,95152,13775,37547,33501,26205,56745,14486,14682,8797,15360,13576,35225,14588,9898,12139,20406,14647,17009,21631,7656,9986,4599,2313,12207,8330,10667,10878,13481,21020,24511,10959,10523,10529,10163,10644,8171,8110
2019-03-02,4132,9680,23570,49822,16360,9821,8331,3700,2653,9894,2133,4072,22805,6816,11484,6043,6632,3942,8885,5049,5598,9075,2409,17551,2298,14653,10434,13662,15980,15137,8506,31538,17866,24574,30911,5234,33595,23797,21070,19960,12243,179499,45468,20804,18109,33623,45899,55300,21822,8596,25853,6360,6429,17833,9867,3143,2309,10776,9658,16715,65421,6746,13028,6643,18493,16701,28940,42210,32924,21241,33114,93849,15565,38260,35931,25551,55625,14581,14532,8832,14683,13232,35463,14731,12484,11582,19371,15272,17012,21289,8296,10441,4436,2464,13909,8366,10633,11153,13305,20755,25287,11324,10792,11020,10307,10786,8912,8169
2019-03-03,4408,7690,18208,37650,12461,9030,6709,3307,2118,9146,1330,2413,6697,6233,9623,5652,6222,3588,6836,2585,5036,5920,2142,15482,2084,8893,8522,11680,13157,12905,7691,25207,15677,22096,20736,3661,27388,19271,16542,15705,9566,152785,36076,13700,15855,19893,26251,27009,19028,7117,20576,5077,4302,14404,5823,2385,1482,7545,6550,8802,32110,5501,9072,4888,14323,12628,21319,35161,26468,17552,23597,64894,12191,27193,26772,18370,44373,13024,12342,7866,13309,6612,26170,11054,7655,9174,15473,17615,13718,14038,7610,6850,3142,2045,5828,6322,7861,7848,11040,16823,19749,8501,7732,8782,7986,8692,6446,6260
2019-03-04,5681,15548,43295,43051,27261,15515,12203,3987,3095,16126,2256,4781,6728,10986,10429,19654,17932,5796,9013,3355,8950,9247,5172,34265,2412,11074,12442,17279,22244,18222,9840,28603,17850,34384,28044,12027,38791,27806,26461,22396,27292,134254,37559,24189,24856,27064,34080,30722,23739,13890,34682,7392,8602,20124,5268,3709,3671,14328,10277,10973,37530,8419,13804,7607,23002,25050,27718,40511,41781,26955,29453,63374,23896,34015,35185,22067,60232,20938,17296,15421,18658,12996,30491,19164,7869,12116,40984,25831,25494,24470,15022,11824,4867,4992,6552,10309,9627,12165,18262,29962,24984,13496,13230,13031,12769,12362,10570,9258
2019-03-05,5354,16259,44250,44769,28874,16011,12525,4109,3208,16411,2266,4857,7537,11007,11890,20472,18460,5863,9308,3473,9127,9713,5329,36128,2530,11623,12619,17815,22971,18381,10142,28711,18611,36131,30764,12622,39958,28904,27178,22935,28355,134443,39733,24547,25386,29137,35439,31266,24731,13805,34308,7457,8846,21022,5778,3857,3807,14458,10561,11170,36713,8621,14278,7680,23492,25548,28798,41988,43632,27543,29666,64902,26191,34479,36688,23052,60946,22067,17512,15526,19907,13239,31650,19518,7921,12265,42160,26784,26329,25122,14787,12091,5124,5106,6608,10599,9895,12269,18798,31677,26935,13731,13301,13160,12800,12899,10843,9506
2019-03-06,5233,16727,45212,47166,28878,16730,12795,4327,3183,16379,2082,4761,5888,11203,11735,20717,18884,6024,9620,3268,9543,9652,5630,36721,2620,11330,12964,17715,22905,18798,10471,28985,18848,36854,30722,12029,40200,29095,27347,23050,27902,137714,42030,24895,25751,28719,32973,29596,24383,13273,34736,7551,8705,20106,5855,3905,3825,14292,10209,10238,33794,8548,14119,7720,23465,25477,28723,44511,43477,27818,29916,68728,27446,34812,37411,24067,62933,22317,17903,15831,20696,12251,33300,20459,7908,12366,43810,27126,27014,24762,14957,12083,4955,5230,6664,10916,10247,12855,19341,31752,27039,14120,13516,13706,13170,13111,10705,9477
2019-03-07,5289,16885,47265,48385,30187,17275,12964,4419,3220,16568,2157,4903,5208,11187,11930,21049,18967,6085,9623,3021,9515,9388,5921,36951,2643,10998,12967,18402,23483,18496,10522,29846,19598,37095,30239,12493,40746,29727,27953,23081,28422,144521,42547,24870,25682,28270,33099,29059,24097,13198,33935,7675,8868,19689,5673,3839,3842,13903,10022,9598,31783,8396,13629,7384,23541,25396,28490,45275,43938,28014,30103,69037,28060,35020,37696,24448,64568,22995,18413,16244,21294,12621,35816,21013,7722,12584,45542,28272,27867,24841,15065,12156,5023,5496,6779,11413,10350,12947,20397,33255,27698,14279,13278,14026,13618,13512,10543,9667
2019-03-08,5910,18230,50967,56349,33085,17696,14009,4329,3442,17094,2277,5197,5760,11356,13577,21601,19787,6534,10504,3340,9736,10497,5989,38918,2787,12184,13585,19043,24494,19783,11331,33474,21395,39730,34252,13046,42969,31089,28817,24371,29912,179189,50382,26813,27869,30604,37059,32179,26439,13731,36027,7944,9477,21468,6689,4066,3878,14327,10816,10044,34957,9107,15618,8235,24769,25915,31578,50205,46010,29157,32583,85134,29715,40686,43943,27783,74481,24245,19642,16510,24519,13496,38784,23174,8842,14161,48491,30088,29703,27350,15742,12996,5409,5657,7139,11550,11380,14149,21665,34855,30959,15013,14377,14720,14058,14048,10906,10067
2019-03-09,4051,11511,29536,55462,22691,12924,9570,3895,2681,12448,1649,3141,5144,8325,12928,6609,7822,4156,8752,2555,6191,7590,2557,26779,2392,10755,10673,14706,17528,16990,9762,44874,20098,31862,27453,5909,35228,24641,22176,19048,14354,181483,52925,22019,19530,32331,30156,27019,21515,9791,26636,6227,5852,16081,7725,3109,1801,8570,8645,8874,29520,6385,11749,6416,18166,17446,29261,46534,35158,22801,29374,95499,19202,37913,38267,23798,60217,17005,15483,9861,19215,8880,34782,15673,8910,11867,24848,23351,19432,18869,9779,9779,4294,2711,6109,9356,10271,10859,16215,22947,27465,11646,10423,12183,10958,11632,8021,7945
2019-03-10,4263,8590,21224,43449,15264,9474,7693,3818,2243,10566,1461,2557,6022,6946,10990,5538,6156,3849,7451,2468,5348,6374,2110,14665,2221,10668,9057,12485,14339,15627,8079,27482,15651,23493,25475,4348,29470,20825,17885,16611,11684,163612,44140,15863,17404,23557,29423,25591,21790,7734,22521,5390,4956,15628,6898,2693,1594,8265,7330,8770,32864,5997,10154,5601,15473,13724,23878,39161,29038,19414,27337,80868,15931,32819,28994,18425,49732,14580,14059,8363,13965,7362,26865,11740,8623,10481,18422,14437,15329,15796,8257,8259,4186,2289,5409,6904,8543,8928,12757,18983,23444,9434,8768,9875,8676,9668,6719,6771
