　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2019-08-01,6102,15553,47031,48666,26062,14268,11851,4457,3072,13656,2147,4258,7772,8542,12112,17895,17108,5234,9254,3275,8791,8206,6091,29703,3791,11086,12579,17435,21597,16197,10151,26981,19038,35396,30623,10096,38595,28459,26108,22010,28092,159098,44938,26128,23888,27266,29624,28830,24344,12789,32258,7249,8535,18899,4997,3698,3531,11329,9914,10646,32117,8402,16831,7545,21923,24002,28929,45091,42073,28188,31189,75129,23484,34310,39884,25335,68031,20858,17039,16038,18838,13698,48956,20224,8112,13831,44366,26105,27042,26983,9411,11862,4876,4993,6475,9895,10204,11860,17988,31283,27644,13796,12515,13126,12487,12365,9276,9141
2019-08-02,7102,16168,48149,54960,26825,14735,12286,4566,3041,13329,2173,4063,7995,8343,13786,17866,17195,5422,9598,3541,8575,8717,6093,29608,3885,11225,12798,17844,22307,17044,10436,29168,19626,36175,31091,9693,39334,28821,26680,22266,28883,191305,49750,27482,24633,28476,31674,30771,24847,12693,32577,7304,8784,19725,5559,3893,3475,11495,10115,11170,33884,8692,16975,7763,22439,23937,31681,50448,42467,28723,30942,85509,23677,36777,43745,27886,78223,21308,17789,15756,22262,14348,54410,21795,8958,14853,45695,26896,27561,27884,8701,12306,5201,5202,6904,10462,10721,12294,19064,32085,29619,14280,12668,13800,12623,12594,9693,9156
2019-08-03,4862,10363,27761,52299,17553,9732,8852,5011,2573,9259,1708,3153,10654,6273,14019,5871,7315,4066,8273,3719,5962,6889,3194,29073,4278,11411,10352,14508,16329,16173,9184,29249,17659,27827,26129,5254,33368,24056,21459,19503,14258,192846,52012,25561,19161,29419,34091,30028,20350,9633,24267,6135,6367,16553,6802,3223,1838,8477,8645,11283,37486,6976,15019,7329,19015,17799,29665,46831,35371,23256,30708,95022,15597,36332,37834,24234,70221,15916,15401,9816,18979,10318,59547,15980,12011,41392,24168,19762,18231,21419,7296,10618,4309,2480,6975,8857,13048,16794,14854,21684,26829,11883,10785,11794,10830,11353,8486,8164
2019-08-04,4671,8394,21118,42400,14031,8509,7428,4658,2234,7567,1493,2785,9389,5923,11174,5071,6865,3734,7062,3521,5124,5958,2851,26085,4254,10184,9494,12663,13414,13157,8418,26648,15590,21890,22064,4507,29021,20495,17893,16891,10982,174164,41585,16741,17532,22676,28888,24192,20310,7882,21039,5537,7699,14598,5660,2841,1707,7321,7553,10433,39497,6420,12560,6022,16359,14678,24313,43507,30645,20033,27032,77327,13455,29664,29087,18926,56546,14025,13489,8845,16915,9186,49388,12234,8625,14126,18283,16757,14767,16780,6512,8187,3562,2180,5607,7146,8826,9617,12165,17798,22910,9937,8828,9841,9083,9477,6900,6723
2019-08-05,6156,15310,44801,47049,24794,13944,11833,4202,3042,13644,2117,3927,6417,8380,10994,17432,16589,5221,9050,3186,8195,7933,5772,28291,3590,10650,12284,17289,21211,15701,10021,26577,18052,34596,27327,10050,38108,27475,25868,21469,27676,158883,42860,26348,23954,26254,28855,27974,23327,12770,31915,7090,10486,18411,4863,3606,3409,12092,9770,10704,33163,8644,15148,7502,21657,23849,28207,44582,40547,27112,29287,74792,21451,33626,38015,25155,67280,19961,17027,15568,18215,13554,42434,20100,8086,13587,42924,23723,26077,25823,9729,11120,4857,4938,6312,9800,10289,11587,17496,30312,27088,13541,12296,13063,12205,12071,9328,8884
2019-08-06,5990,15980,46503,48993,26423,14318,12276,4660,3205,13939,2278,4241,8541,8893,12108,18033,17237,5337,9425,3243,8603,8319,6118,29016,3619,11045,12553,18095,21775,16359,10172,27390,18878,35683,30133,10045,38997,28656,26800,22192,29441,156825,45700,27081,24565,28244,30529,29410,24434,13351,32524,7116,10760,19428,5364,3783,3526,11542,10200,10876,33776,8757,15322,7662,22449,24521,29567,45955,42034,28012,30166,75302,23232,34437,40109,25911,69582,20983,17429,15509,18833,13545,35063,20931,7964,14092,44381,24589,26740,26140,9766,11735,5056,5160,6641,9976,10256,11682,17801,31491,28336,13980,12413,13289,12397,12396,9386,9125
2019-08-07,6166,16430,48224,52649,27156,15063,12515,4867,3123,14292,2212,4118,7110,9233,12723,18309,17417,5451,9679,3255,8798,8424,6161,29229,3657,11047,12995,17984,22400,16763,10637,27706,19307,37165,29265,10224,39719,28872,27142,22007,28625,162832,47474,26818,24835,27592,28169,29037,24804,13241,33323,7443,10756,19141,5537,3866,3527,11654,9981,10944,32111,8856,15059,7473,22094,24013,29472,48592,42957,28449,30446,77390,23345,34638,41759,26946,72915,21907,17847,15826,20018,13399,35191,21225,7989,14290,46330,25265,27620,26129,10035,11449,5096,5245,6750,10011,10388,11891,18458,31994,28399,14038,12597,13718,12766,12697,9511,9172
2019-08-08,5773,15091,44836,46414,24933,14222,11713,4435,2932,13283,1979,3717,4693,8066,10950,17602,16608,4795,8756,2668,8097,7899,5992,27556,3297,9246,11765,16778,20695,14856,9776,23523,17110,34044,27015,9461,36648,27003,25450,20962,26571,153822,40028,23904,22667,24618,22919,25162,21933,11653,29318,6889,9850,16510,4488,3386,3399,10496,8826,9308,25721,8143,13501,6963,20765,22334,25956,44862,39514,26307,27054,65563,22032,30555,35477,23265,64232,20669,16345,15098,19579,11883,32423,19412,7155,12593,43021,22728,25922,23756,9505,10621,4396,4941,6190,9655,9540,11090,17197,29928,26269,12949,11517,12652,12015,11771,8840,8581
2019-08-09,1541,3963,11499,26703,6900,3532,3432,1747,1008,3625,619,1017,896,2310,5435,2208,2780,1655,3286,983,2184,2413,1157,7040,2198,4326,4391,6306,6719,6634,4320,11119,6735,9800,7966,1881,14449,9849,8727,8828,6677,75650,23385,9808,7693,7214,11964,9017,8372,3701,9504,2507,2626,5808,2142,1338,773,2939,3263,2984,11003,2969,4653,2743,7894,7488,11237,19279,14906,9993,14804,45895,6156,11836,16449,7799,31459,7319,6835,4158,8678,3567,18533,6340,2852,5150,10806,6289,7115,8533,2979,3342,1671,1107,2483,3347,4953,4323,7550,8985,11789,4398,4291,5076,4454,4880,2972,3074
2019-08-10,5446,10545,27358,53179,18873,9944,8506,4750,2575,9583,1602,3193,10131,6637,12815,5543,7049,4413,8127,3031,5935,6714,3000,17852,4266,10962,10202,14503,15969,16170,9185,39926,19678,28378,25549,5079,32529,23276,20597,18488,13157,175801,50355,21731,18489,28271,32883,28435,22421,9412,25222,6169,8348,15705,6272,3166,1921,9074,8668,10874,35978,6756,13856,7056,18049,17267,28748,45080,34020,22412,31019,91221,17398,34737,37578,22866,65277,15726,16035,9282,16863,9265,32917,15597,8966,13043,23519,18317,17940,20953,7569,9097,4024,2621,6252,7541,10064,10486,14678,20687,26134,11154,10148,11508,10330,10625,7860,7360
2019-08-11,5200,8597,20643,42433,15667,8336,7163,4666,2128,7654,1488,2885,10017,6379,11150,5114,6033,3642,7305,3248,5140,5915,2799,21488,4297,10650,9302,12867,13714,14416,8421,34329,17498,21900,23939,4291,29121,20239,18245,16944,10353,172792,42285,16612,17929,25900,30285,25067,22436,7609,22561,5525,5023,14349,5429,2738,1737,7829,7114,10325,36849,6357,12419,6300,15419,14019,24241,39099,29007,19263,27570,79755,15517,30497,29113,18803,54905,14063,14061,8684,15414,8789,29572,12123,9918,11173,18405,13017,15167,17360,6613,7913,3469,2189,5547,6632,8599,8794,12346,17363,23445,9699,8816,9866,9013,9252,7173,6606
2019-08-12,6611,15408,46661,48571,25723,14275,11982,4366,3085,14070,2206,4028,6321,8717,12058,17872,16880,5185,9070,3235,8119,8138,5691,29067,3483,11016,12620,17371,21840,16586,9894,27450,18902,35480,29385,10528,38184,28158,26266,21929,29478,162597,44975,27426,24331,26657,31268,29006,23854,12953,32837,7150,8492,19034,5296,3711,3478,11834,10002,10776,33417,8645,15213,7672,21862,24024,29301,44708,41128,27324,31622,76870,22728,34641,38693,25531,67861,20242,17573,15776,18617,13446,34255,20435,7750,14569,44549,24797,26470,26811,9466,11253,4940,5065,6497,9984,10282,11931,18311,31035,28133,13832,12381,13066,12344,12151,9334,8915
