　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2019-07-01,6551,14973,44025,45260,25382,14023,11717,4166,2980,14247,2182,3964,5997,8298,11493,17952,16933,4878,9074,3366,8195,8296,5581,27883,3702,11113,12215,17419,21381,15820,9614,27591,17620,33879,27957,9883,37705,27123,25930,21400,27188,148541,40767,25632,22832,25789,27801,27158,23063,12121,32022,7025,8384,18277,4282,3631,3380,11357,9707,10591,33031,8392,13863,7493,22191,23602,28068,43222,40118,26863,28341,72138,22141,32521,37005,23492,64592,19253,16912,15425,17679,13042,32343,19691,7542,13445,42713,24697,25223,25380,9557,10724,4849,4938,6257,9635,9750,11531,17483,30032,24977,13026,11945,12584,11990,11839,9007,8854
2019-07-02,5802,15020,44530,45969,26712,14846,11840,4252,3003,14298,2170,3970,6464,8504,12349,18041,17102,4708,9356,3106,8291,8071,5675,28328,3682,10741,12307,17326,21581,15959,10275,26845,17889,34706,28635,9752,37943,28108,26433,21446,27522,145434,40721,24553,22990,26494,24990,27331,22794,12075,31278,6837,8269,17421,4717,3658,3335,10832,9364,10385,29197,8188,13711,7167,21947,23449,27754,45131,40559,26341,26803,67474,23731,31710,36710,23909,64168,19370,16422,15094,18317,12213,31139,19521,7421,12740,43410,26325,25754,24515,9662,10659,4567,4927,6321,9828,9811,11412,17732,29875,25381,13249,11872,13039,12116,11990,9016,8731
2019-07-03,6032,15734,46412,47304,26058,14710,12079,4314,3157,14290,2223,3770,5763,9008,13179,18830,17328,5116,9719,3252,8383,8204,6020,28781,3914,10992,12850,17793,21841,16671,9947,28942,19329,36269,29041,9944,38666,28175,26702,21960,27679,148177,43157,26075,23955,26930,28069,28542,24003,12152,33192,7233,8652,18357,4592,3894,3561,11382,9741,10436,30699,8377,14109,7510,22022,23712,29011,44953,41396,27719,29871,78267,23323,34278,38689,25452,66669,20043,17192,14945,18300,12902,31984,20422,7716,13662,45741,28382,26928,26322,9836,11094,5019,5110,6385,9824,10135,11673,17923,32214,26267,13501,12280,12990,12252,11995,9129,8780
2019-07-04,6192,15656,46430,48283,25606,14580,12115,4363,3064,13410,2194,3851,6799,8729,12710,18374,17268,5012,9159,3340,8487,8325,5798,28978,4006,11110,12381,17669,21793,16422,10126,28933,19250,35258,29026,9670,38547,28855,26249,22077,27928,153031,43825,25670,23823,26732,29272,27784,23942,12253,32433,7032,8565,18019,4646,3877,3451,11224,9763,10667,31402,8472,14176,7468,21952,23731,28812,44915,41152,27392,29260,76204,22913,34222,39197,25389,66770,20238,17362,15627,18431,13332,33360,20230,7645,13246,44508,25643,26604,25849,9620,11285,4933,4998,6517,9908,10249,11696,18049,31670,26282,13619,12093,13015,12319,12130,9154,8851
2019-07-05,6869,15948,47630,54484,27244,15059,12501,4308,3106,13507,2213,4002,7397,8729,13526,18858,18455,5230,9912,3581,8480,8587,5940,35922,4218,11405,12787,18227,22590,18408,10581,31233,19876,36501,31601,9851,39658,29075,26862,22793,28071,184204,49861,27087,24617,28538,31654,29286,25742,12541,34446,7150,9296,19523,5564,3949,3490,11581,10049,11589,35492,8792,15380,7809,23640,24014,31516,49491,43148,28655,31419,86303,23603,37239,43645,27820,75684,21267,18116,15778,22895,14006,42821,21967,8594,14493,46086,25696,27106,27654,9520,12944,5137,5188,6888,9954,10864,12090,19156,32753,28954,14025,12609,13579,12618,12709,9391,9104
2019-07-06,5161,10135,25886,50855,18088,9944,8457,3929,2540,9404,1639,3145,9915,7188,13498,5998,8220,4036,8420,3270,5966,6799,3023,29182,4514,11504,10287,14423,16194,15999,9121,29930,17958,27177,26810,5300,33025,23725,21014,19200,13595,178266,48535,21606,18544,28530,34326,27925,20916,9307,26186,5941,6351,16568,6022,3326,1825,8657,9192,11151,38635,6968,13518,6516,19072,17172,29463,45306,33985,23281,31231,92826,15419,34085,36597,23616,61513,15804,15254,9570,18807,10623,46817,14947,9651,12854,22580,17147,17364,20578,7480,11551,4371,2498,6266,7919,9934,10697,14638,22438,25433,11684,10885,11298,10272,10768,7998,7635
2019-07-07,4916,9222,20145,41651,14896,9053,7038,3789,2244,8023,1492,2791,9173,6302,12029,4987,7905,3703,7298,3415,5564,6223,2750,25657,4429,11365,9414,12752,13940,14828,8153,32534,15737,24100,23531,4622,29626,21014,19110,17295,13087,168969,40110,16011,17999,23996,28529,24120,20881,7702,22534,5521,5041,15016,5377,2955,1697,7543,7467,9788,36261,6544,12108,5963,17201,14186,24401,41433,31461,19975,27657,79833,14083,30522,28380,17736,52450,14125,13554,8519,16719,8958,42611,12117,8672,11163,18096,12473,14478,16593,7347,9053,3970,2301,5716,7271,8355,9003,12166,19056,22459,10136,9359,9851,9116,9599,7197,6826
2019-07-08,6379,14896,44200,46009,25733,14364,11908,4233,3046,13699,2298,3849,5713,8524,11320,17837,17423,4802,9165,3404,8354,7676,5651,34614,3727,11208,12499,17858,21224,17065,9977,27967,18078,34459,26013,9489,37494,27637,26599,22050,27236,156282,40959,25496,23770,26010,28341,26797,23049,12116,33710,6990,8590,18209,4272,3857,3397,11298,9594,10666,31775,8433,14140,7556,22609,23774,28720,45135,40708,27355,28978,73228,21567,33287,37297,24740,65240,19032,17320,15462,19378,13059,39323,20156,7762,13382,43169,23773,25595,25334,11476,10949,4798,4898,6329,9799,10013,11205,17200,30272,25207,13556,12093,12928,12146,12230,9221,8911
2019-07-09,6203,15456,46287,47450,26568,14830,12030,4374,3181,14637,2327,4032,8218,8932,11894,18298,18175,4746,9472,3310,8510,8158,5724,28623,3841,10977,12571,17796,21727,18121,10192,28651,19110,35611,28028,9885,38468,28239,26884,22134,28935,152689,42918,25863,24320,27992,29829,28114,24781,12630,34049,7052,8626,18414,4851,4091,3375,11365,9691,10848,31780,8470,14409,7518,22823,24322,29620,44799,41187,27461,29148,74271,22945,34029,39054,25473,65623,20033,17171,15381,18031,13351,32662,20637,8147,13338,43484,23960,25854,25677,9999,11613,4904,5054,6283,10189,9921,11436,17895,30999,26490,13683,12058,12951,12274,12147,9133,9038
2019-07-10,6310,15711,45991,48567,25752,14760,11867,4409,3395,14373,2240,3982,8381,8830,11929,18186,16873,5280,9643,3504,8887,8349,5843,28891,3980,11300,12863,18111,22432,16881,10296,28603,19219,36589,28362,9983,39005,28494,26771,22548,28509,156987,43462,26362,24039,27624,30453,28350,24484,12603,33781,7077,8946,18347,4671,4239,3540,11752,9810,10878,31698,8603,14308,7626,22701,24021,30018,47210,42184,28447,29517,77534,25123,34853,40176,26600,67891,20241,17473,15372,19624,13167,32390,20800,8370,14007,44424,23875,26474,26109,10368,11932,5057,5057,6607,10058,10573,11648,18264,31975,26342,13788,12619,13159,12398,12471,9438,9048
2019-07-11,6181,16021,46383,48284,25482,14554,12164,4217,3238,13551,2243,4206,7165,8676,11970,18088,17121,5178,9501,3354,8365,7973,5968,28764,4060,11240,12747,17752,22096,16364,9989,28752,18859,35848,28739,9916,39245,28361,26807,21994,28125,158150,43989,25794,23901,27606,29825,27890,23923,12167,32749,7223,8759,18278,4911,4050,3614,11193,10017,10686,31421,8646,14329,7379,22219,23782,29603,45530,41317,27862,29242,76436,23610,33891,39659,26216,67454,20077,17303,15859,19256,13075,33650,20745,8271,13554,44259,24201,26586,25620,9622,11217,4848,4901,6519,10159,10049,11742,18449,30784,26218,13889,12098,12848,12144,12156,9231,9093
