　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2019-12-01,5155,9781,21284,40222,15318,10403,7639,3643,2511,7884,2104,3341,11437,6051,12290,5013,6824,3966,7674,3952,5636,6104,2305,17205,4103,14209,9332,14359,15435,15349,8847,34468,17021,26163,24097,4833,29947,21994,20386,18007,12649,188551,43018,16942,20093,34604,35351,41366,24841,8554,22737,6089,6612,16173,7928,3110,1761,8954,7953,9691,46964,7065,12591,6562,18003,16787,30523,58236,34295,20571,32281,82961,15954,31290,28084,16675,58274,14422,13726,8418,16427,12145,35403,12477,11560,12669,17992,13009,13943,19434,8225,8141,4755,2337,6618,7088,8710,13737,12646,19409,24278,11392,9435,9893,9832,9757,8010,7869
2019-12-02,5666,15647,43131,42508,28636,15875,12281,4347,3350,14709,2855,5021,5902,10622,10889,19253,18496,6212,9385,3412,9142,8743,6020,30981,3125,13145,11919,17800,22389,17848,10350,28465,17798,34780,28177,11757,37217,27535,27193,23667,26643,150311,39631,23571,26106,27235,34123,33457,25867,14033,33291,7378,9835,18911,6689,3655,3539,13888,9592,10614,36037,9585,14009,7775,23082,27990,32158,44531,44302,26380,31788,69060,23601,32677,33623,20199,62008,21121,17041,15260,18924,15338,32985,19035,8012,13825,41920,24198,25144,26854,14442,11268,6206,5213,6562,10901,9873,14669,18386,30633,25496,15562,12828,12718,13566,12451,11709,10313
2019-12-03,5606,16108,44287,44304,29876,16863,13142,4589,3435,15174,2925,5020,7614,11228,12046,20107,18916,6233,9627,3586,9208,8950,6110,33833,3264,13500,12023,17893,23014,18851,10549,29985,18822,36330,31788,12577,38440,28764,28221,24132,27128,143611,40723,23579,26885,28735,36076,38144,27916,14400,34086,7895,10146,19719,7796,3904,3776,14892,9973,10650,37602,9769,13848,7727,23458,28610,33398,44249,45993,27203,32393,70168,24986,34071,34835,21948,62391,22275,17492,15690,19149,15742,33880,19833,8488,14139,43170,26174,25997,27594,14572,11805,6382,5440,6833,11331,9902,14477,18979,31930,27218,15879,13007,12949,13823,12822,12063,10749
2019-12-04,5676,16404,44693,45156,30312,17073,12875,4559,3577,15453,2931,4892,6779,11619,12002,19944,19102,6374,9745,3478,9507,9085,6365,32884,3051,13513,12225,18299,23584,18789,10907,30785,19623,36859,32086,12472,38588,29571,28306,24016,27548,144598,42275,23930,26792,28135,35276,35439,27207,14354,34472,7753,9967,20047,7950,3932,3789,14567,10007,10511,37211,9671,14153,7919,23638,28746,33366,44067,46327,27331,32188,73914,26031,35465,36044,23775,64126,21840,17609,15562,19296,15614,37733,19996,8326,14296,44134,25634,26073,27586,14514,12045,6386,5502,6901,11277,9900,14503,18988,31865,28768,16029,13168,13135,13913,12743,12072,10608
2019-12-05,6203,16861,47174,48155,30758,18553,13357,4853,3560,15618,2771,4856,5676,11484,11970,20986,19884,6333,9930,3370,9555,9055,7100,37587,3665,13123,12227,18369,24446,18612,11120,32113,19520,38372,32710,12629,39624,29328,28707,24220,26801,151535,43894,23840,26481,26894,32955,31268,25942,14202,33337,7901,10135,18239,6857,3831,3625,14733,9504,10589,34157,9481,13387,8001,23346,28908,33670,43286,46986,27451,31044,71866,27385,35253,37718,24245,66282,22951,17512,16213,21440,14845,39629,20410,7918,14275,46249,26928,27066,26541,14932,11537,6599,5719,7152,11976,10656,14751,19798,32448,28677,16187,13129,13526,14349,12949,11733,10957
2019-12-06,6973,18069,49726,54749,32527,19466,14158,5082,3555,17014,2912,5091,6360,12325,13592,22019,20708,7124,10830,3482,10652,9771,7398,40407,3729,13761,13128,20329,26354,20363,12165,37215,22035,40177,35449,13637,42453,31522,30639,25211,26687,186862,50394,25563,28124,30437,36812,34371,29748,14512,35181,8311,10584,20799,7947,4136,3785,15156,9971,11911,39068,9889,14719,8238,24579,29656,36826,53941,50394,29084,33620,83830,28953,41749,42893,26167,75654,24408,19329,16880,24611,15072,46704,22230,8790,16611,48857,27976,29048,28759,16074,12265,6919,6028,7937,12949,11596,17399,21481,35357,31444,17149,13604,14738,15511,14200,12668,11810
2019-12-07,5468,11618,29108,53274,19345,12987,9469,4187,2667,10266,2098,3300,7175,8369,15429,6261,7993,4711,9142,2885,7103,7558,2923,29805,3749,12166,11121,16988,19495,17776,10325,35924,20372,31906,31035,6852,36459,25649,23985,21299,14727,199181,53375,23867,20855,32720,38651,32976,25599,10271,26872,7381,7858,17788,9655,3398,2043,9764,8825,9178,36995,7436,13398,7734,20460,21064,37990,77683,40941,25155,37275,102813,19486,39765,39470,22466,73076,18396,16588,10389,20773,10838,47387,15957,10714,14435,28174,21373,19291,24144,13435,10661,5780,3120,7030,10070,10893,14484,16118,24169,28532,13880,11326,13309,12961,12189,9393,9907
2019-12-08,5254,10049,22832,44098,15965,9776,7912,3861,2580,7977,2001,3381,11547,6799,12269,5121,6447,4027,8065,3788,5952,6400,2421,22898,3644,14370,9414,14623,15745,15558,9222,30322,17093,25343,28893,5089,32196,22624,20617,19141,12384,202458,47057,18057,21319,36069,36017,36251,25807,8451,23601,6412,6808,17174,9805,2964,1882,8569,7976,9674,45103,7517,13325,6809,18762,17275,34425,70736,35701,21734,34575,91753,16359,34764,30806,18584,66431,15238,14528,9122,19385,11850,47341,12836,11373,12853,19549,17380,14271,21919,7660,8456,4814,2497,6235,7504,9117,13959,13273,20279,25594,11881,10352,10800,10465,10317,8035,8142
2019-12-09,5483,16049,43176,43780,29020,16100,12345,4479,3270,14955,2815,4849,6476,10610,11239,19126,18742,6334,9422,3580,9471,9028,6042,31547,3130,12992,12022,18002,23293,17876,10534,29583,18212,35493,29420,12389,37805,28000,27870,23634,26819,157126,41416,25014,26631,29753,35113,31596,24987,14168,33602,7718,9912,19490,6830,3714,3529,14105,9853,10643,38380,9770,14249,8020,23820,28147,33681,48064,45567,26595,33292,74063,24524,34003,34908,21038,65372,21452,17157,15457,20101,16172,34551,19098,8508,14382,41478,24517,24821,27974,8951,11130,6080,5340,6793,10832,9909,14712,18880,31422,26213,15980,12915,13068,13912,12373,11227,10607
2019-12-10,5579,16441,44367,44951,30486,16742,13195,4511,3475,15099,2888,4969,7767,11197,12248,19825,19077,6292,9854,3799,9280,9084,6144,32439,3174,14108,12331,18227,24067,18773,10788,31330,19218,36729,31997,12712,39068,28967,28325,24410,27776,147843,42414,24783,27127,29278,35449,32301,25402,14302,34275,7695,10813,20240,7445,4010,3883,14807,10121,10919,38885,9974,14165,8108,23985,28705,34584,46451,46613,27467,33970,73618,25613,35276,36178,22365,63361,22313,17589,15528,19676,15924,34113,20231,9187,14228,43367,25782,26450,28293,14196,11684,6285,5455,7071,11278,9938,14796,19459,32562,27964,16023,13147,13200,13898,12964,12168,10792
