　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2019-10-01,5554,16027,47157,45910,29004,16538,12514,4234,3149,16681,2205,5077,6181,11977,11362,21156,18998,5981,9640,3154,9681,9177,6381,29914,3254,11399,12969,18143,23160,18689,10563,30736,18795,37062,30174,13256,40443,29672,27574,23386,29131,136312,41896,26007,26000,30144,33724,30840,24552,14090,34835,7095,8885,20965,5076,3855,3847,14988,10499,11336,35541,8954,14286,7690,23839,26511,29108,43582,44634,28162,30509,68053,27209,35085,36666,22652,63916,22453,17111,15829,18810,14258,32595,20790,7878,13839,45101,25629,26937,25622,16210,12284,5424,5426,6651,11471,10099,12545,19135,32635,26950,14450,13287,13895,13275,12893,11372,9804
2019-10-02,5527,16350,46661,46792,29406,16462,12548,4323,3137,16712,2313,5132,7168,12012,12179,20696,18746,6038,9765,3403,9768,9088,5959,30220,3308,12033,13363,17969,23176,19288,10439,30053,19121,37275,31641,13019,40321,29710,27230,23406,29473,139667,42852,26203,26050,30482,34079,31136,25108,14263,35859,7291,8784,21804,5472,3841,3896,15008,10773,11646,36729,8981,14547,7906,24028,26715,29768,44604,45044,28431,30695,69567,27810,35080,37171,23743,65886,22361,17077,15864,19241,14608,32660,20559,8108,13627,45253,25500,27320,25826,15729,12347,5554,5280,6907,11132,10149,12595,19008,32886,28185,14613,13464,13946,13028,12979,11554,9879
2019-10-03,6217,16263,47450,47432,29432,16221,12731,4495,3154,16456,2360,4960,7253,11701,12020,20530,18500,6062,9713,3441,9521,9150,6010,30111,3409,12244,13272,18138,23303,18876,10467,30270,19129,36906,31133,13077,40510,29754,27696,23423,28720,144662,51416,25940,26135,29714,35578,31849,25209,14270,35721,7404,9005,21422,5675,3774,3835,14545,10498,12108,37507,9086,14629,7806,23696,26351,29511,43969,44945,28436,30619,70434,27226,35069,37724,23731,66452,22009,17081,16332,19238,14503,32677,20843,8254,14260,45400,25933,27461,26321,15779,13016,5630,5286,18024,11314,10530,12891,19267,32717,27971,14619,13412,13883,13363,12832,11462,9840
2019-10-04,6087,16734,49166,51879,30253,16461,13078,4374,3328,16510,2370,5237,7567,11513,12859,20593,18680,6376,10072,3444,9810,9392,6033,30623,3576,12570,13562,18621,23721,19542,10968,33185,20509,37986,34854,12919,41464,30852,27913,23534,28733,164606,55070,26874,27022,30706,37624,32600,26258,14313,36222,7536,9336,21696,6227,4003,3782,14443,10703,12056,38538,9206,15199,8250,24404,26527,31441,47044,45668,28723,31983,79981,28009,38549,41600,26127,72176,22786,17941,16293,21195,14727,37096,21965,8637,15231,46699,26712,28586,27543,15932,12825,5899,5482,21333,11588,11019,13619,20283,33802,29717,15104,13733,14222,13522,13434,11631,10197
2019-10-05,6035,15486,45379,58694,27701,14895,12306,4404,3118,14867,2061,4879,9186,14726,41062,16412,15728,6222,10070,3896,8844,9243,5355,26165,4193,13657,12356,17487,20836,18183,10616,34309,20132,33101,37031,9731,40000,28904,25629,22224,19161,171944,63083,25028,25593,33767,37479,30698,24100,12461,30990,7291,7289,21144,6776,3800,2138,10761,10158,12255,41866,8960,14749,8161,22622,21842,31600,48716,41293,27362,33199,95591,24690,36617,42327,27594,73990,21754,16886,14565,20579,14647,39183,20706,10961,16367,41692,30427,26578,27087,11564,12887,6043,5048,33154,11559,11520,14096,19544,31296,31336,13850,13098,13801,12755,12801,10944,9742
2019-10-06,5106,8867,21912,41525,14954,8920,7286,3715,2301,9553,1631,3184,10033,6938,12184,5610,7017,3683,7171,3991,5503,5895,2364,15758,3469,13219,9629,12990,14875,14491,8536,29522,16086,23813,29050,4842,30101,21674,18548,17446,12483,162346,51013,16035,19561,27020,32477,25664,21409,7934,23519,5610,5204,16979,6460,2879,1824,9418,8122,11374,43425,6443,10896,6443,16151,14384,24509,39624,29585,19823,28677,80766,15044,31377,28669,17114,51802,14275,12766,8799,14120,9861,30738,12206,11348,11703,19072,18958,15725,18310,8968,9268,4758,2727,37465,7642,9252,10241,12952,19696,23991,9797,8875,9838,8897,9441,9459,7484
2019-10-07,6379,15441,44979,44186,28257,15534,12326,4463,2999,15822,2213,5047,7566,11063,10939,19936,18056,5856,9179,3288,9606,8722,5697,33040,3276,11910,12946,17829,22816,18395,10022,29084,17876,35156,28209,12360,39497,28402,26897,22964,28479,141399,43641,24954,25222,27617,32318,29133,23675,13808,34759,6983,8331,20487,5019,3621,3744,14411,10187,12100,37802,9065,14187,7718,23178,25620,28066,43308,43333,27379,29979,65651,25433,33993,35175,22203,63863,20987,16871,15911,19418,13504,32110,19479,7804,14016,42938,24381,26211,24572,15571,12006,5322,5018,6771,10757,9777,12071,18069,30942,25836,14400,13106,13313,13097,12524,11376,9525
2019-10-08,6327,15777,46237,46144,28733,16074,12556,4263,3193,16772,2282,5382,8068,11510,11302,20336,18517,5898,9541,3318,9612,9013,5678,34713,3254,12209,13054,17775,23103,18852,10615,29654,18432,36197,30830,12643,40173,29196,27383,23435,30403,144358,43972,25427,25735,29331,33010,29944,24773,13946,35254,7190,8735,21122,5460,3699,4008,14825,10312,11570,35811,9099,14635,7808,23742,26600,29328,45348,44393,27970,30771,68659,26125,34544,36914,23589,64310,21706,17258,15683,20432,13684,29926,20269,8128,14149,43605,25194,26839,24714,15832,12433,5429,5287,6833,11349,10163,12416,18722,31602,26746,14483,13399,13601,13108,12837,11274,9602
2019-10-09,7357,16083,46637,49857,29187,16699,12655,4348,3567,16628,2366,5280,7074,11319,12913,19865,18549,6078,10188,3356,9614,9360,5773,33967,3425,12613,13852,18623,23731,19370,10734,31697,18992,36126,29741,12857,41311,30089,27824,23924,30506,197071,48767,26545,26486,31118,36182,31223,25783,14371,36335,7390,8619,21567,5880,3884,3867,14735,10544,11767,37718,9670,16499,8127,24951,26817,31404,50365,45383,28792,31219,78224,26902,36051,39773,24941,75785,22232,17609,16059,27901,13913,32694,21018,8311,15164,44708,25603,27401,27045,15386,12882,5686,5291,7333,11157,10828,12781,19135,32406,27613,15381,14132,14365,13535,13444,11654,10004
2019-10-10,6000,8650,22380,47112,14276,8249,7431,3744,2828,8100,1854,3669,18102,5702,12765,5427,6008,3667,7429,3739,5074,6272,2496,15603,4256,17443,9981,13480,14324,14283,8191,26557,14750,20213,39585,5088,30821,21255,19193,18167,19681,194531,52021,18316,17240,26847,38385,28176,19294,7617,22271,5743,5575,16080,8597,2811,2658,9278,8161,13360,56705,6600,12420,5965,17337,14639,26995,45714,30352,19726,30252,99145,11867,29754,32391,23061,64077,13065,13429,8438,21955,12648,40670,13679,8114,12826,20586,13326,16496,20838,7117,8714,3976,2244,6465,7258,9572,10385,12627,19060,23156,10818,10081,10561,9680,10030,7745,7201
