　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2019-07-01,6804,15157,41508,45576,25042,14655,11690,4476,3275,13268,2713,3787,6113,8118,11172,17162,17066,4809,9061,3446,8269,8332,5702,29681,3541,12842,11567,17128,21566,15661,10076,27703,17601,33639,28066,9746,35996,26507,26293,22116,25964,154686,40310,23791,23616,25475,29324,26146,22934,12352,30273,7582,9835,16506,4383,3690,3217,11170,9143,9854,34835,8900,13631,7603,21869,25904,31121,39425,41368,26024,30001,72484,21911,32893,35570,22061,62272,19040,16979,14620,17906,14267,32438,18691,7804,13635,40649,23546,24130,26515,8588,10276,5253,4952,6224,9616,9696,13428,17594,29443,24051,14574,11743,12180,12668,11725,9729,9699
2019-07-02,6273,15476,43214,47001,26592,15236,11939,4390,3256,13473,2736,3722,6612,8401,11988,17671,17159,4698,9470,3266,8222,7860,6304,30021,3408,12267,11271,17182,22187,15482,10329,27828,17849,34899,29206,9668,35937,26994,26441,21758,27034,149653,39952,23462,23569,25686,26540,26222,22741,12325,29972,7340,9693,16417,4531,3655,3152,10811,8712,9706,30874,8909,13158,7343,21682,25617,30703,39981,41441,25777,27922,68378,24029,32110,35442,22799,62227,18845,16438,14297,17870,13598,30768,18757,7442,12968,42555,25921,24739,25473,8586,9960,5098,5149,6247,9726,9487,12919,17874,29231,24508,14557,11707,12281,12506,11505,9582,9568
2019-07-03,6358,15776,43718,47577,25446,15362,12329,4675,3555,13632,2789,3747,5973,9018,12727,18151,17370,5228,9882,3411,8608,8198,6133,30922,3690,12958,12182,17745,22681,16619,10671,29336,19511,36568,28819,9617,37596,27831,27646,22896,26735,150418,42471,24105,24426,26152,29684,27491,23819,12621,31661,7952,10082,16924,4631,3989,3470,11316,9325,9734,32805,9058,13759,7718,21843,26336,32316,41041,43155,27236,31437,78059,22226,34803,36986,23416,64091,20002,17444,14376,17977,14097,31218,19123,7960,13659,43808,26864,25555,27371,8854,10488,5510,5158,6489,10208,10082,13204,18278,31298,25302,15261,12113,12677,13038,12099,9885,9844
2019-07-04,6293,16042,43634,48391,24745,14993,12309,4745,3314,12617,2803,3733,6823,8718,12252,17854,17403,5098,9636,3344,8545,8195,6093,31169,3844,12994,11714,17620,22417,16368,10593,29738,19395,35307,29058,9510,37392,28344,27034,22995,26613,154641,42970,23610,24305,26585,30512,27058,23669,12770,31269,7649,10051,17078,4652,3880,3333,11149,9216,9863,34194,9057,13755,7557,21852,26069,31973,40821,43014,26796,30702,76081,22105,34604,37679,23665,64285,20299,17571,14907,18415,14565,32484,19353,7870,13594,42302,24777,25195,27038,8941,10722,5338,5119,6457,10034,10002,13574,18161,31191,25151,15123,12003,12540,13126,12177,9987,9752
2019-07-05,7361,16231,44350,53994,26559,15800,12801,4845,3514,13380,2904,3882,7482,8853,13165,18593,19055,5574,10419,3917,8988,8663,6105,38748,3953,13709,12528,18497,23668,18678,11384,32258,20423,36705,31975,9708,39529,29293,28408,24159,26725,175022,48152,24756,25449,27963,33532,28292,25668,13119,33713,8049,10896,18866,5645,4084,3488,11618,9928,10779,38865,9333,14858,8066,23983,27136,34853,45170,45588,28305,33114,84212,22633,38010,41296,25759,71859,21287,18580,15480,21370,15289,41607,20685,9032,14872,43328,24682,25833,29021,8922,12004,5655,5241,7091,10480,10973,14783,18980,31460,28057,15989,12799,13429,13622,12761,10380,10470
2019-07-06,5398,10428,24062,51194,17345,10113,8726,4189,2694,9406,2041,3165,9343,7037,12967,5998,8412,4210,8809,3210,6525,6681,3164,30753,4281,12196,9834,15249,16803,16385,9665,30675,18376,27469,27217,5060,33363,23683,22024,19818,13269,177197,46458,20497,19338,28579,35421,27109,20845,9696,25860,6641,7398,16067,6064,3323,1888,8490,9209,9734,41696,7180,12834,6890,19634,18872,32507,42616,36168,23109,32988,89411,14917,34554,33779,21256,60789,16498,15386,9244,17841,11260,43059,14288,9915,13188,21208,16364,16652,21294,7392,10689,4522,2568,5988,8020,9544,13265,14269,21815,24842,12739,10923,11024,10759,10962,8433,8410
2019-07-07,5469,9339,19718,42152,14409,9132,7018,3720,2343,7362,1730,2702,8798,5501,11593,4624,7535,3489,7482,3215,5259,5736,2771,26881,4317,12129,8393,12942,13970,14219,8218,32585,15733,23601,23254,4290,28273,20108,19275,16715,13165,177633,39267,15287,19187,24510,29632,23259,19471,7641,20725,5552,5987,13772,5636,2827,1659,7132,7048,8382,38802,6561,12502,5985,16812,15144,26884,41079,32412,19372,28997,79869,13678,30727,27416,16109,54378,13714,13097,7924,17265,9490,40774,11302,8664,11687,17432,11607,13670,17751,6653,8518,4027,2281,5377,7078,8219,12058,12256,18453,21848,10629,9222,9440,9169,9307,7292,7409
2019-07-08,6618,15253,42122,46474,25316,14985,12026,4478,3251,12708,2852,3684,5820,8194,11088,17228,17593,4974,9274,3454,8382,7504,5876,36709,3512,12925,11678,17683,21652,16868,10271,27711,17761,34669,25904,9232,35913,26861,27102,22603,26357,162368,40159,23850,24431,25667,28958,25697,22916,12485,31890,7527,9923,16672,4342,3889,3302,11129,9078,9967,33516,9066,14135,7798,22420,25936,31652,41163,42112,26377,30284,73884,20898,33740,35829,23260,63832,18762,17377,14564,19223,14411,38336,19140,8261,13727,41131,22770,24535,26680,10666,10435,5415,4955,6263,9995,9763,13065,17514,29572,24229,14960,12008,12433,12863,11982,10117,9729
2019-07-09,6365,15657,43611,47705,26374,15143,12275,4801,3411,13853,2883,3846,8068,8607,11686,17527,18171,4769,9622,3578,8472,7976,5908,31040,3649,13012,11914,17717,22202,18042,10749,29572,19132,35747,27960,9696,37272,27688,27692,22905,27731,155674,41995,23901,24964,27335,31126,27203,24840,12861,32728,7582,9910,17140,4951,4122,3360,11356,9312,9922,34000,9087,14006,7656,22673,26711,32667,40816,42713,26793,30311,74417,21858,34607,37524,23704,62792,19657,17503,14671,17863,14626,32558,19709,8584,13419,41483,22939,24672,27339,9219,10941,5437,5103,6376,10522,9877,13166,18091,30049,25673,15287,11838,12603,12986,12111,9896,9985
2019-07-10,6496,16089,43405,49179,25539,15287,12302,4780,3589,13679,2860,3764,7986,8592,11839,17498,17078,5391,9641,3706,9074,8206,5865,31485,3775,13145,12272,17888,22947,16764,10791,29680,19569,36683,28258,9795,37950,27933,27629,23047,27475,159334,42901,24271,24866,27415,31440,27218,24271,13007,32349,7679,10343,17167,4877,4171,3419,11836,9274,9953,33908,9392,13990,7768,22461,26637,33029,43150,44336,27663,31203,77580,24462,35357,38193,24717,65003,20126,17625,14911,19078,14433,31870,19576,8560,13773,42653,23005,25243,27277,9691,11246,5561,5034,6714,10552,10242,13378,18283,31037,25422,15414,12400,12638,13203,12363,10174,9889
2019-07-11,6361,16124,43658,49025,25160,15076,12322,4578,3454,12732,2835,4164,7089,8487,11630,17529,17155,5177,9664,3500,8634,7750,6098,31077,3769,13155,11997,17871,22568,16389,10576,29801,18996,36092,28927,9730,37838,28130,27455,22853,27286,158553,42985,23912,24722,27402,31375,26748,23753,12509,31611,7832,10234,17259,4948,4112,3460,11206,9383,9933,33613,9222,14038,7566,22023,26347,32594,41623,43118,27067,30591,75803,22572,34852,38067,24238,64992,20056,17574,14937,19142,14239,32915,19721,8643,13873,42029,23644,25341,27127,9211,10534,5429,4993,6448,10379,9897,13599,18455,30343,25162,15187,12045,12428,12937,12083,10008,9931
2019-07-12,7256,16212,44788,54883,29070,15488,12906,4882,3583,13667,2843,4278,7723,9032,12472,18980,18854,6119,10130,3631,9133,8998,6294,32187,4213,13553,12500,18814,23717,16681,11307,31959,20237,37326,30930,9765,39374,29164,28376,23656,27354,180141,47836,25115,26048,31463,33193,28431,25501,13237,31822,8130,10523,18562,5211,4071,3349,11593,9726,10588,35826,9729,14795,8097,23673,26904,34516,45363,45588,28399,32079,83245,24176,36453,41234,25644,71566,22042,18153,15787,21477,14462,38885,20490,9089,14983,43535,23692,26488,28224,9165,11219,5581,5211,6919,10613,10559,14833,18668,31416,27182,16033,12975,13352,13796,12780,10840,10616
2019-07-13,5508,10242,25640,53283,17329,10412,9083,4282,2760,9173,2133,3339,11371,7271,11925,6014,7932,4090,9043,3488,6259,6718,2755,19939,4208,12707,10005,15222,16343,14921,10119,33231,18233,28490,24793,5074,33745,23758,22191,19481,13410,183087,47885,20819,19869,32941,37319,28329,20999,9739,23697,6653,7343,15799,5764,3212,2155,8742,8787,9587,41645,7376,12841,6811,18579,19197,31462,43928,35943,22319,32837,90223,15932,36904,35934,21705,63353,16522,15422,9532,16461,11468,38114,14585,9682,13260,22229,15218,16744,22119,7725,8806,4360,2678,6076,8804,9749,13022,14304,21361,25833,12538,10883,10953,10861,10774,8117,8461
2019-07-14,5581,8141,20029,43635,13385,8195,6993,3948,2148,6958,1836,2769,10312,5699,12034,4788,6360,3450,7071,3133,5065,5548,2575,16581,4181,11773,8402,12940,13342,13411,8021,25865,14728,21583,22968,4505,27630,19710,18416,16128,10884,180574,39648,15482,18263,29193,30685,23661,18940,7398,19321,5352,5795,13410,5280,2785,1647,6677,7208,8467,38214,6681,11533,5833,15367,15141,26468,39454,29943,18855,28792,77878,15142,31212,27615,16426,53818,13536,13011,8502,15908,9513,33298,11264,9230,11313,17646,12162,13940,18171,6079,7301,3522,2313,5211,6870,8028,11860,12024,17519,21796,10162,8864,8955,9050,9131,7040,7192
