　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
2019-02-01,6148,16786,41251,59752,22455,14047,12443,4772,3271,13408,2654,3401,6520,8147,12591,17138,16386,5232,10005,3245,8541,8582,5749,31858,2235,12348,11893,17449,21850,16642,11301,27757,20208,34524,34837,8236,38773,28631,27936,23170,23998,156382,47134,24406,24138,25494,31736,28310,25579,12764,31023,7997,10088,18847,6026,3624,3171,11066,9881,9406,33184,9838,14095,8138,22794,25385,34107,43538,43922,28062,32722,79814,20477,35592,42378,25480,69720,21143,18837,14890,18223,13226,34406,19515,9358,16012,39174,26158,24911,26390,7799,10843,5492,5037,6569,9989,10686,15608,17546,30311,26251,14939,12609,12781,13160,12605,9592,10347
2019-02-02,3968,9422,19165,48229,12994,7729,7505,3935,2197,7829,1779,2649,7705,5087,9237,4754,5863,3493,7469,2897,5396,6291,2097,29707,1644,9916,8085,12306,13420,12818,8628,23280,14284,20899,25404,3377,28798,20329,18575,16943,8632,122612,38528,17254,15137,19986,29557,23499,18344,8464,20279,5800,5789,14407,5766,2667,1902,7340,7509,8290,35198,6638,9544,6295,16776,16150,25521,32214,30442,19207,28497,68108,11898,27531,30365,16179,50835,15422,13711,7926,13956,8629,25693,12075,10425,13105,15880,15407,14144,16992,5400,7171,3437,2139,4872,6406,8682,13196,11612,17183,20637,9983,9288,9024,9221,9307,6873,7168
2019-02-03,3541,6523,13406,38551,9250,5868,5454,3191,1850,5482,1531,2135,8942,3725,7545,3337,4500,2661,5472,2241,3895,4839,1498,11992,1492,8964,6530,10018,10132,10640,6741,16754,11536,15235,22483,2751,22783,15255,14577,13797,6232,98452,30185,12564,12798,16065,25908,19431,15460,6117,15112,4583,4629,12088,4950,2249,1673,6062,5884,7880,33765,5410,7308,4923,12873,11565,19815,25380,22966,15053,24040,58516,9238,21900,23142,12444,40704,11654,10854,6227,9130,7170,22680,8910,9211,10897,11776,7961,10499,13257,4153,5728,2614,1761,4152,5031,6904,9947,8859,12971,17770,7752,7030,7139,7020,7291,5219,5600
2019-02-04,2647,4423,8768,20176,5903,3812,3860,2490,1227,4070,965,1206,1666,2448,5135,2244,2618,1799,3893,1282,2510,3005,1079,7574,941,5992,4942,6981,7588,7063,4915,7759,6066,9922,13716,1755,15981,10520,10115,10211,4262,64695,14688,7607,7263,9711,14605,12111,9812,4453,10689,3338,3431,8000,3299,1647,851,4008,4368,5198,20470,3849,4777,3412,8852,7774,11324,16498,14684,10095,18497,34489,5801,8856,11024,5714,21821,8418,7577,4332,5797,4410,16762,6136,4426,5341,7465,4684,7480,8299,2504,3582,1736,1233,3060,3719,4811,5534,6869,8810,10080,4885,4931,4971,4820,5373,3829,3811
2019-02-05,3668,6213,10641,31774,6730,4535,4776,2925,1513,5091,1791,2473,15989,2771,8311,2541,3234,2254,5197,2989,3315,5116,1277,10976,1333,11605,6824,9909,9534,9054,5673,12991,7200,11477,17104,2580,21575,15188,14638,16395,5342,117162,25645,12091,11756,23412,32080,21319,13889,5912,14579,5345,8608,11771,6996,3241,2748,20502,6653,12649,63788,5683,9423,5394,13813,10974,22283,29761,22606,14463,63009,68423,6333,17042,15107,13519,52127,8640,11060,5695,10781,9290,33909,8099,5980,7772,9980,6409,9074,22059,3553,6388,3121,1772,5856,5249,6828,8036,7569,37410,11985,7206,8931,7023,7722,8183,5630,5705
2019-02-06,4519,6639,12763,33209,7955,5353,5449,3098,1601,5375,1691,3402,19118,3263,8739,3050,3779,2720,5943,3731,3877,6098,1592,12745,1600,13530,7698,10462,10360,9816,6341,14420,8125,12426,21472,2744,23773,16369,15916,16941,6340,141252,26637,12226,12153,23525,35188,24862,15901,6411,16709,5493,8056,13409,8603,2859,1922,14485,7518,13429,76269,6297,10351,5363,13820,11999,22081,33946,23207,15059,43148,68179,6303,18774,17458,17772,52874,9836,11715,6221,12573,10490,35167,9178,6781,8815,11056,6783,9618,19860,4013,6409,3121,1855,5070,5713,7885,8872,8481,20261,14586,8137,8432,8133,8098,8898,6638,6356
2019-02-07,4661,7799,14985,40544,9559,5927,6148,3157,1871,6610,2491,4164,27022,3649,10561,3455,4361,3162,6941,4643,4433,7771,2276,14594,1911,15588,8113,11457,11388,10474,6643,18641,9593,13207,23004,2994,25076,17386,17516,17773,8084,175859,33954,14587,14223,27238,41697,30478,17391,6587,18189,5680,8743,14454,10451,2974,2122,16466,8137,17074,89738,6716,11912,5814,15044,13002,25292,40438,25788,15813,46602,80995,7826,25767,23127,25336,66639,10071,11969,6818,16278,12528,41190,10227,7968,10485,12603,7935,10557,24329,4420,7302,3554,1910,5810,6211,8162,10257,9251,21616,16663,9244,9183,8665,8502,9266,7093,6892
2019-02-08,4706,8246,17477,42773,10576,6457,6385,3193,1931,7125,1946,3439,18323,4302,11005,3828,4818,3197,6671,3491,4793,7363,2155,14257,1647,12587,8035,11013,11800,10551,6978,19116,10814,15367,21297,3391,25797,17479,17879,17141,10820,179411,36734,16527,14606,24888,37994,28184,17298,7092,19435,5516,7094,14748,10571,2897,2124,13400,7494,13036,65809,6468,11668,5681,15153,15151,26734,40907,26794,16928,42528,84134,8518,27526,26327,25604,65992,11384,12560,7094,16234,10713,38902,11309,7984,11055,14788,13724,11826,22665,4620,7368,3734,2110,5524,6177,8804,10758,10819,21595,17439,9299,9326,9056,8685,9308,7154,6676
2019-02-09,4611,8435,18652,46930,11665,7152,6797,3414,2008,7457,1819,3198,12433,4571,10792,4319,5262,3433,7273,2968,5006,7410,2248,15341,1729,11907,8518,12310,13259,11853,7402,20502,12086,17648,20108,3234,27770,18983,18763,18264,7978,179494,38792,15867,15376,24072,33218,26024,17543,7474,19291,5591,6657,14688,9279,2996,1812,10674,7117,10385,49346,6505,11531,5924,16369,15833,27884,41442,28486,18168,38910,82904,9630,31347,29011,24888,65206,12602,12843,7432,17002,8822,34507,11424,6877,10845,16852,15241,13497,21242,5166,7398,3908,2142,5400,6499,8916,11171,10874,20558,18943,9861,9179,9495,8950,9432,7235,7153
2019-02-10,4976,8107,17041,41124,11031,6974,6430,3324,2107,6566,1722,2605,9927,4584,9442,4465,5183,3473,7126,3333,5046,8085,2078,15995,1918,11673,7975,11341,12360,11837,7386,20401,12575,17617,19639,3185,26155,18535,17310,16381,8065,166736,34675,13054,16704,23956,28208,23668,18999,7311,18331,5601,6221,14569,7816,2608,1695,9902,7200,9289,45987,6880,11298,5415,14844,13839,24805,36594,27421,18249,34101,71066,9608,26178,26124,20855,53317,12886,12751,7265,15604,8707,27731,10651,7340,9640,14764,9707,12804,17185,4885,6954,3277,2221,5204,6215,7725,10396,10800,19875,18074,9493,8672,8707,8635,9012,6607,6913
