　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2023-09-01,5122,14416,44380,47897,27691,13690,11372,4264,3738,12422,2647,4284,4680,8593,11759,16622,19886,6738,10180,3264,8318,9099,7894,29877,3486,12259,12340,15164,21919,15065,10331,28120,17505,32882,26768,10208,34542,24591,23131,19456,24066,144028,48903,21730,23198,24738,25153,26171,23723,13425,29192,7483,9081,18521,5464,3803,3284,11713,9482,11934,30696,9701,14326,8659,22551,25047,29903,38920,38984,27477,26790,63471,22557,33941,35707,22281,64535,22136,16803,14965,23694,13598,36016,20496,8728,15113,41258,23277,25366,26384,6539,10476,5167,5085,7546,10328,10244,13964,18238,28230,25785,15232,12189,12342,12960,12018,10417,9534,1984,1284,1957,2390,1451,1841,1386,2118,490,2194,1933
2023-09-02,3728,7999,21921,40617,14382,8490,6419,3073,2093,6347,1477,2399,3566,5112,8862,4284,5677,3468,7347,2418,4822,5266,2244,15424,2951,8411,7928,10359,12950,11957,7613,22529,12575,22655,18361,3828,23812,16263,14873,13735,8994,125745,44394,15284,14387,19613,21475,19694,16285,8159,18339,5629,5579,12117,4155,2738,1473,6141,6860,7939,24230,5415,8655,5723,13853,13988,22555,30845,26583,18701,22527,60430,12493,28648,26366,17001,47616,14255,12184,9040,17768,7055,29942,11639,8687,10652,17561,11597,12729,15533,4361,6005,3259,2165,5224,6472,8035,9938,11777,15798,20297,9483,7686,8724,8471,8393,5961,5779,1354,1020,1367,1838,483,613,810,1893,448,1354,1509
2023-09-03,2057,5587,15340,27207,9110,5850,4577,2281,1442,3899,918,1479,2139,3630,6588,2913,4106,2269,4878,1863,3213,3397,1721,9221,2754,5606,5317,7255,8576,8021,5295,16066,8685,14397,14075,2474,16439,10940,9804,9424,5945,103565,31434,9375,11102,12893,15197,13251,10877,4797,11661,3528,3406,7924,3120,1808,920,4016,4439,5526,16286,3926,6349,3690,9661,8983,16493,23955,17970,12291,16694,45676,8870,19131,16995,12325,34427,9399,8005,4869,12959,4678,23305,7296,4926,7944,11860,7809,8697,10372,3216,3962,2145,1506,3657,4061,5504,6981,8659,10334,13796,6193,4946,6043,5784,5865,4200,4083,927,749,1110,1286,358,457,560,1858,297,923,979
2023-09-04,3908,12905,41149,37389,24939,13375,10282,3909,3272,10837,2371,3947,3316,7314,9750,15723,18889,5876,8852,2955,7488,8351,7416,26854,3246,10367,11164,13701,20313,13415,9108,27208,15204,30402,24118,10384,32015,22457,21978,18408,23545,118251,39254,19964,21155,20990,21376,22434,20597,12458,27481,6598,8446,15332,4302,3510,3154,11848,8284,10678,26584,9063,12627,7826,20929,23857,26594,32707,35498,24907,24787,56243,20324,30527,29201,18880,54510,19501,15123,13110,19568,12593,30856,17904,7482,13583,37750,21750,23874,23871,6942,10163,5039,4788,7196,9963,9533,12202,16881,26805,22687,14363,11395,11556,12462,11364,9953,8959,1870,1373,1928,2157,1254,1825,1330,1861,464,2139,1838
2023-09-05,5158,13498,42811,40744,26483,14021,10865,4019,3412,11233,2582,4250,4610,8423,10857,16285,19688,6168,9564,3336,8159,8598,7261,31269,3201,11613,11685,14663,21250,14816,9802,28716,15826,32070,27096,9977,33441,23721,22568,19369,24206,125428,41843,21113,22664,23912,24342,25681,22684,13234,28992,6923,9046,16934,4917,3667,3296,12526,9029,11366,29635,9562,13599,8251,22038,25340,28428,34604,37892,26423,26098,56671,21991,32281,32060,20152,57553,20700,15892,14057,21586,13594,28416,18694,8159,14426,39292,22538,24610,25453,7453,10785,5247,5020,7447,9962,9471,12768,17277,27739,24263,15108,11906,11927,12735,11529,10348,9240,1914,1255,1843,2185,1348,1876,1397,1976,498,2076,1854
2023-09-06,5093,13800,44272,42127,27093,14938,11205,4172,3491,12178,2700,4271,5089,8495,11416,17404,20617,6373,9844,3343,8686,8727,8356,43966,3456,11473,11864,14918,21941,14403,9940,29552,16320,32456,26725,10313,32975,23640,22754,19007,24708,132057,43460,21259,22570,23496,24867,25982,22345,13469,29963,7045,9371,17235,5106,3822,3295,12415,8906,11446,29354,9469,13757,8356,21746,25081,27882,36024,38329,26736,24989,57004,23331,32213,33172,21164,60495,20817,16184,14572,28309,13409,29680,19018,7972,14279,40352,22913,25281,24415,7448,10256,5118,5151,7493,10288,9292,12862,17482,28202,24492,14927,11879,11901,12816,11670,10362,9280,1915,1252,1901,2212,1386,1925,1406,2109,520,2107,1979
2023-09-07,4991,14082,43756,44398,26731,14906,11208,4198,3528,11492,2738,4364,4763,8562,11848,16529,19889,6402,9886,3426,8290,8894,7755,47679,3327,12006,11929,14870,21678,14765,9867,29643,16535,32844,26205,10057,33863,24241,23022,19671,24368,131779,44646,21136,23211,24340,26117,25942,22992,13504,29398,7188,8947,17621,5257,3807,3381,12586,9204,11963,31248,9581,13857,8345,22202,25837,28914,36280,38036,26885,26453,59463,23378,33327,33719,21253,60556,21242,16426,14740,30062,13741,31473,19171,8461,14523,39961,22638,24876,25482,8115,11206,5261,5031,7598,10188,9684,13235,17826,28477,24917,15306,12049,12128,12976,11787,10504,9503,1991,1361,1933,2294,1357,1909,1419,2210,535,2184,2000
2023-09-08,5475,14195,44144,48178,27648,15154,11737,4462,3786,13476,2627,4538,4776,9104,12336,16577,20224,6828,10350,3598,8539,9296,7469,47893,3501,12612,12417,15771,22712,15525,10686,32688,17998,33902,28146,10466,35172,25150,23492,20425,24182,150334,50610,22048,24183,27462,29805,28043,24780,13852,30357,7568,9508,19238,5681,4012,3424,13190,9601,12935,34888,10134,14697,8828,23053,26081,31125,40445,42324,27964,27971,67276,24925,35893,36788,22681,65686,22426,17381,15282,30512,14090,34179,20538,8714,15468,41042,22966,25178,26931,10054,10940,5351,5218,7926,10592,10394,14659,18583,28493,26418,15769,12596,12804,13484,12168,10843,9714,2043,1358,1953,2344,1383,1883,1505,2478,688,2244,2046
2023-09-09,4012,8977,26484,45417,15593,11276,7927,3956,2581,7959,1911,3233,7638,6667,12054,5226,6942,4036,8766,3452,5936,6646,2524,16926,3498,11865,9648,12498,14870,14176,8896,29303,15609,25579,22537,4420,28782,19717,17534,16366,10949,151840,53052,18607,17412,30158,31424,25839,19916,9207,22162,6385,6471,16142,5665,3505,1781,8265,8073,10559,38636,6782,11240,6687,17318,16923,27943,38276,30928,22224,27416,75257,15351,35594,30373,17032,59129,15919,13895,9033,18771,9640,31070,13864,10819,13520,20129,16745,14980,20802,6555,8671,3942,2497,7996,8480,9294,12196,13444,18438,23179,11433,9299,10064,10036,9706,7707,7419,1769,1203,1444,2042,579,723,1070,2792,582,1660,1143
2023-09-10,4232,7258,20098,34759,12273,8536,6517,3408,2072,5991,1691,2692,7187,5333,9540,3997,5024,3115,6885,3161,4665,5172,2201,13634,3457,10610,7759,10345,11885,11666,7372,23661,12589,18961,16851,3702,23217,15521,13982,13587,8898,148118,43428,12959,16644,26389,25321,21314,17210,6767,17286,5031,5327,13396,5157,3071,1498,7755,6643,11367,41162,5592,10034,5339,13866,12488,23368,33479,24334,17805,23450,63724,13200,28829,22066,13517,47042,12189,10957,7074,17230,8469,26082,10287,9596,11114,15387,13670,11241,16645,5702,6794,3306,2102,5753,5561,7653,10597,10694,13805,18846,8986,7158,7885,7961,7618,6299,5977,1493,990,1281,1633,475,617,755,2896,443,1336,1026
