　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2023-05-01,4590,7802,20316,36800,17420,9922,7120,3317,2462,9471,1825,3977,9172,7628,11163,5270,7616,4935,7528,3436,6142,6370,1971,17192,3093,13120,9219,11456,16262,13478,7721,22590,10960,21446,20715,7752,25564,17806,18124,15428,17880,129338,36831,16329,16275,21557,25840,23758,17694,9305,25668,5857,5923,15807,6313,2920,2113,9580,8116,9534,39264,5716,11018,6292,16528,17778,22921,32959,28189,18585,25741,55067,17469,25213,20634,13269,46904,14478,12158,8727,17571,9859,23012,10942,9098,10615,17661,9904,13366,15643,10587,8561,4351,2193,5782,7570,7796,11732,11779,16363,19769,10706,9017,8738,9023,8698,8460,6962,3795,2115,2771,3958,1022,1325,2097,10054,1813,2979,3377
2023-05-02,5284,13586,40496,39538,25263,14508,10731,4021,3492,12275,2645,4176,6248,9513,11460,16418,18405,5870,9456,3334,8370,8288,6456,28223,2867,12754,12192,15111,24164,16324,9603,25084,15209,31180,26165,11261,32630,24001,24639,19796,23183,122073,39617,19786,22655,24918,27582,27272,22847,13264,29795,7402,9069,18067,5784,3617,3129,13298,9075,11603,33825,9500,13079,8200,21702,25591,28172,33653,38037,25580,26618,55836,23461,30793,29843,18450,53686,19825,15603,13885,18940,13862,28161,18529,8695,13342,37282,21032,23942,24753,12634,10720,6233,5117,7477,10414,9640,12981,16892,27748,23891,14602,11818,11731,12293,11308,11733,9643,3603,2468,3749,4759,2703,3792,3210,8519,2322,3955,5852
2023-05-03,5507,13978,41429,40394,25650,14784,11077,4224,3455,12614,2629,4231,6010,9568,11944,17075,18929,5964,9358,3492,8611,8429,6698,29352,3025,12917,12199,15196,24588,16220,9821,26042,15788,31875,26978,11339,33314,24701,25075,20286,23619,120693,41924,20632,23022,25784,28689,27802,23271,13403,30345,7429,9262,18492,5473,3651,3198,13663,9300,11507,34274,9571,13179,8337,22316,26030,28612,34087,38936,26392,27229,58089,24287,32139,30903,19173,54902,20143,15856,13885,19118,14198,28975,19092,8891,13648,38308,21760,24334,25068,12816,10957,6045,5274,7401,10595,9681,13005,17319,28487,24755,14862,11993,11828,12555,11613,12104,9862,3742,2512,3837,4866,2764,3808,3210,8323,2388,3972,5773
2023-05-04,4831,14131,42097,41662,26272,15081,11057,4188,3533,12725,2716,4199,6136,9624,12082,16909,18723,6042,9508,3353,8542,8434,6704,31796,3089,13132,12370,15166,24657,16188,9900,26308,16270,32495,27335,11262,33610,24654,25201,20201,23791,122736,42717,20791,23404,26863,29121,27979,23161,13346,30183,7352,9127,18082,5301,3720,3300,13856,9127,12059,34479,9458,12883,8093,22348,25927,28645,34152,38507,26234,28478,58734,23787,32801,30880,19334,56374,19954,15719,14022,19896,14130,29966,19361,8755,13559,38916,21629,24343,25695,12853,10768,6178,5110,7457,10656,9602,13352,17659,29425,25063,15008,11898,11987,12534,11468,11865,9847,3656,2529,3745,4783,2701,3821,3256,8103,2351,3935,5600
2023-05-05,5203,14526,43710,46847,27271,15603,11712,4339,3690,14023,2686,4448,6575,10267,13367,17428,19417,6660,10233,3661,9494,9047,6906,36895,3245,13891,12943,16432,25976,17032,10570,30349,17644,34367,28789,11332,35214,25742,26582,20862,24076,144180,49527,22055,24179,28120,30958,31058,24679,13610,31448,7758,9662,19745,5915,3954,3358,13575,9768,12726,38699,10017,14088,8772,23272,26356,30808,39623,40580,27656,29123,67417,24453,35035,35344,21490,62765,21430,16917,14808,23009,14455,32259,20252,9390,14369,39748,22351,25199,26961,13580,11243,6571,5419,7749,10809,10613,14941,18253,29428,26955,15515,12397,12523,13034,12100,12725,10312,3577,2649,4119,5248,2788,3872,3287,9850,2466,4228,6083
2023-05-06,3769,9226,24972,45806,16373,11440,7867,3614,2529,8581,1781,3216,7660,7222,13885,5146,6978,4049,8647,3542,5847,6152,2587,28098,3295,13529,9853,12411,17088,14071,8748,27858,14431,26487,25308,5022,28127,20427,19534,16336,9778,138956,50990,17785,16447,28416,27824,25024,19581,9320,23119,6422,6724,16658,5431,3325,1785,9277,8450,11657,36910,6237,11038,6750,18400,17944,26875,35296,30319,21797,27962,69361,18325,31561,28279,19027,53680,17230,14236,8324,18841,9564,27171,13366,12607,11699,20216,16146,14220,18676,7372,8571,4677,2360,6496,7203,9089,12304,13016,18309,23830,11001,9203,10094,9534,9474,7997,7546,3123,2239,3108,4809,1397,1584,1960,8311,1947,3384,3589
2023-05-07,3734,6952,19249,34652,11672,8724,5948,2901,1891,6795,1258,2092,4203,4659,10801,3657,5300,3039,6499,2194,4241,5336,2224,22896,3250,11200,7451,9656,13521,11679,7081,20619,11059,19349,15384,3034,21867,14994,14847,12757,6732,132118,38674,11615,13912,21683,17384,17548,14862,6300,15981,4863,4999,11511,4490,2315,1305,5984,5658,7308,24705,4978,8322,4792,12550,12380,20437,30446,23167,15918,20680,53551,11952,23564,20272,13668,42387,13175,10611,6491,16410,6313,21091,9471,9115,8451,14898,13681,10802,13069,4915,6090,3441,1839,4959,5795,6975,9394,10341,14189,18024,8093,6558,7527,7205,7289,6473,5601,2294,1827,2530,3558,926,1169,1616,9716,1507,2557,2901
2023-05-08,4788,13348,40620,39005,24968,14473,10757,4140,3437,12106,2521,4037,3961,9276,11019,16642,18292,5749,9194,3111,8618,8082,6986,27763,3043,11777,12091,15112,24163,15537,9704,23160,15024,30476,23932,11259,33107,24182,25252,19580,23244,121520,37994,19545,21781,22813,24505,24520,21686,12795,28993,7020,8857,15977,4781,3670,3192,12935,8624,10942,29633,9277,12238,8188,20626,24816,27207,33829,37325,25501,24913,55425,20617,30728,29090,18033,53802,17789,15422,13579,18993,12672,27846,18355,7786,12605,37355,20965,23794,23581,12301,10507,6175,5136,7248,10661,10113,12787,16982,27765,22031,14531,11619,11951,12800,11618,11531,9635,3838,2611,3974,5028,2748,3953,3339,9068,2414,4074,5667
2023-05-09,4738,13761,40878,39253,25738,14761,10948,3979,3614,12251,2731,4169,5833,9693,11255,16855,18801,5990,9578,3488,8557,8591,6737,32881,2971,12918,12234,15404,24386,16567,9763,25424,16068,31755,25598,11266,33312,24738,25082,20171,23566,116117,39651,19725,22766,25633,26780,27112,23215,13413,30365,7227,9191,18382,5536,3669,3318,13830,9297,11481,33288,9425,12763,8267,22061,26161,28722,33543,38794,26226,26249,54971,22871,30781,30104,19166,54230,19490,15914,13725,19542,13601,26936,18493,8524,12831,37551,21111,23891,24752,12768,11703,6240,5248,7296,10286,9572,12945,16976,28155,23297,14732,12017,11860,12449,11539,11922,9802,3748,2524,3912,4865,2770,3846,3243,8340,2350,4005,5762
2023-05-10,5000,14126,40736,40611,25634,14925,11114,4247,3704,12555,2700,4166,5867,9508,11531,16999,19053,5949,9625,3690,8746,8480,6732,33757,3031,13231,12612,15279,25076,16227,10117,26249,15987,32272,25945,11018,33878,24655,25487,20777,23811,117925,41520,20040,23079,25447,28154,27161,23499,13512,30963,7405,9215,18781,5230,3750,3427,13896,9504,11954,35129,9672,12962,8489,22379,26275,29227,34052,39408,26746,26833,57478,23800,32377,30993,19200,55750,19797,16080,14052,20039,14092,27795,18841,9016,12784,37803,21109,23803,24540,12601,11448,6307,5166,7399,10364,9703,12833,16858,29089,23889,14761,11954,12021,12631,11718,12097,9861,3865,2567,3942,5035,2753,3857,3250,8330,2388,4095,5716
