　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,G大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,O景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,O頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2023-06-11,3852,7065,19501,32321,14313,7643,6084,3067,2020,7020,1213,2328,4704,5403,9885,3954,6179,3405,6607,2530,4535,4958,2176,11865,3328,8677,7852,9984,11100,11644,7103,22037,11941,19125,15136,4265,22550,15690,12285,12437,7666,126578,40914,12043,14606,20268,20299,18900,16237,6789,16800,4828,4134,12647,4090,2504,1282,6573,6409,8727,24749,5217,8058,5036,13489,10899,18860,30636,22635,16848,20287,61039,12158,27025,21403,15584,43216,12397,11145,6835,14802,6272,23695,9975,12462,9296,15091,15183,11731,13641,5593,5713,2538,2150,6179,5617,7530,8049,10570,14037,18387,7783,7064,7846,7206,7572,6130,5070,,,,,,,,,,,
2023-06-12,5146,13025,41545,36778,23754,12441,10280,3692,3230,11865,1920,4146,3843,7693,10732,16286,16760,5183,8815,2989,8287,7826,6276,26005,3131,10049,12215,14870,18343,14777,9090,22378,14845,29435,22652,9900,32409,23644,20039,18574,23488,118304,39649,20849,21046,23298,24077,23435,21315,12320,28876,6415,7635,17056,4171,3536,3195,13520,9060,12386,29193,8574,12105,7945,21655,22654,24033,36393,35577,25853,24767,58861,22267,30476,30415,19444,56397,18562,15252,13798,18650,12013,28921,18910,7257,12478,37234,21531,23836,23010,12739,12150,4401,5137,6938,9495,9674,11173,16043,27846,22298,12853,11452,12085,11587,11239,10648,8076,,,,,,,,,,,
2023-06-13,4852,13606,43433,39178,24607,12940,10641,3727,3299,11822,2061,4116,4412,8138,12080,17060,17683,5296,9365,3088,8482,8278,6426,28625,3264,10498,12356,15196,18765,15058,9226,22953,15289,30310,25030,10019,33640,24852,20602,18928,24064,118644,41244,21169,21780,25201,26291,25182,22380,12594,29434,6726,7813,18446,4559,3681,3296,13569,9531,12490,30212,8859,12532,7955,21888,23428,25023,37185,36943,26545,25087,59785,23262,31240,32224,19914,57831,19156,15720,13711,19642,12397,27702,19206,7656,12869,38746,21827,25204,23384,13008,11192,4537,5074,6996,9873,9739,11582,16489,28192,23641,13187,11938,12165,11695,11418,10716,8590,,,,,,,,,,,
2023-06-14,5471,13844,43882,39761,24949,14631,10854,3960,3335,12085,1977,4131,4224,8322,12234,16866,18089,5570,9861,3354,8981,8643,6399,38375,3450,10620,12782,15562,19285,15390,9585,23531,16484,31015,24854,9989,33689,25140,21037,18987,23692,122084,42974,21884,21826,25324,25266,24840,22597,12754,30584,6672,7922,18771,4601,3656,3369,13667,9551,12760,30467,8718,12767,8179,22194,23737,25242,38320,37133,27012,25640,61867,24503,32216,33730,20328,59118,19836,15798,14172,22775,12404,27795,19634,7709,13062,39187,22496,25069,23805,12681,11380,4632,5010,7246,9751,10363,11809,17239,28839,23878,13538,12040,12531,11896,11629,10765,8647,,,,,,,,,,,
2023-06-15,5214,13737,44123,40172,24872,13043,10813,3833,3301,11865,2044,4290,4025,8054,11733,16881,17802,5577,9375,3195,8629,8469,6537,39528,3352,10307,12344,15278,19136,15114,9454,22962,16298,31237,24088,9908,33928,25145,21108,18810,24094,124571,43129,21738,22030,26172,25705,24985,22599,12485,29944,6580,7914,18058,4717,3734,3241,13954,9169,12596,29382,8823,12542,8169,22229,23399,25156,38297,37225,26726,25381,61275,24756,32118,34517,20572,60783,19357,15571,14437,23418,12617,29065,19957,7607,13025,39698,22705,25151,23915,13228,10598,4599,5061,7267,9882,10340,11535,17198,28450,23917,13437,12163,12558,12066,11643,10623,8506,,,,,,,,,,,
2023-06-16,5133,14157,45297,44308,25593,13934,11117,4007,3332,12086,1996,4023,3640,8284,12660,16514,17543,5669,9911,3085,8892,8759,6538,39038,3524,10727,12705,15395,19845,15245,10010,24271,16652,32432,26111,9593,34962,25414,21209,19001,23369,138959,47588,22319,22566,27567,25063,25169,23033,12436,29119,6754,7977,18297,4720,3875,3287,13084,9546,12937,30287,8885,13177,8135,22336,22957,26070,41547,37577,27322,25573,65743,24485,33591,36589,22767,64842,20513,16417,14155,25435,12007,30522,20989,7824,13309,41300,22968,25180,23806,13521,11133,4627,4980,7459,10142,10807,12062,18138,29345,25286,13640,12128,12889,12151,11991,10929,8657,,,,,,,,,,,
2023-06-17,4854,11891,37747,45515,22372,11262,9225,3634,2829,9691,1732,3660,3113,7171,13539,11417,13140,5135,8864,3025,6721,7721,5454,33458,3481,10844,11474,13638,15854,14505,8896,24345,14972,26867,24108,7760,31709,22889,18486,17115,13701,135368,52659,20107,19822,26856,25224,24080,21503,10204,23811,6307,6332,17092,5102,3496,1738,8884,8381,11470,28631,8035,11470,7316,20368,19051,25953,40604,33023,24768,26038,74409,20508,33652,36649,20601,64203,18873,14830,13128,23366,10528,29581,17968,9431,13730,33898,23505,21595,21950,12295,10878,4633,3926,7242,9102,10688,12140,16481,26479,25026,12257,11006,11558,11204,10723,9105,7972,,,,,,,,,,,
2023-06-18,4099,7484,19231,32081,13310,7457,6056,3059,1938,6216,1275,2432,3062,5409,10699,4293,5495,3386,6801,2974,4289,5009,1938,12142,3290,11151,7955,10048,11563,11339,7137,21311,11138,19135,16698,3721,22686,16123,12284,12566,7728,123108,40620,12860,13920,19930,22061,19631,16262,6618,17505,4852,4250,12775,4295,2547,1382,6854,6622,9231,28464,5299,8473,5251,13237,11273,19428,31071,23671,17213,22230,61399,12147,24490,22710,14138,43330,12282,10862,6843,13958,7162,22702,10148,8896,9414,14972,14146,11572,14792,6150,8243,3442,2053,5773,5652,7507,8629,10286,15382,18318,7852,7139,7787,7310,7660,6029,5446,,,,,,,,,,,
2023-06-19,5444,12899,41297,37513,23733,12252,10088,3790,3234,11530,1988,4232,3091,7323,10909,16294,17396,5236,8780,3065,7977,7974,6063,25347,3116,10292,12023,14520,18229,13860,9027,21632,14459,28992,22528,9336,32310,23826,20151,17875,22925,122813,40560,20843,20523,23796,22053,22585,21180,12142,28994,6299,7604,17635,4099,3688,3063,12049,9063,12572,27547,8635,12046,7897,21580,22529,24072,37729,34586,25962,24256,57681,20131,30165,30704,19174,56795,18893,14924,13488,19090,12199,29004,18738,7302,12414,37283,21375,24284,22896,9299,10296,4293,4821,6926,9315,9624,11129,15701,27354,22060,12732,11498,11926,11413,11102,9585,8375,,,,,,,,,,,
2023-06-20,5138,13263,43336,39052,23940,12558,10302,3750,3239,11591,2065,4113,3416,7554,11026,16578,17447,5369,9196,3124,7855,8053,6316,25914,3247,10615,12469,14951,18832,14744,9161,22400,15087,30652,24510,9615,33082,24838,20468,18289,23934,128478,42715,21233,21300,24882,23463,24351,22232,12337,28836,6472,7653,18059,4339,3718,3089,11882,9263,12551,27537,8801,12684,7907,21925,23066,25097,38812,35106,26406,24613,59285,21390,31081,32721,20051,58859,19432,15394,13961,20049,12262,27527,19346,7576,12639,38766,22399,24754,23314,9150,10390,4395,4996,7054,9471,10122,11287,16474,28347,23813,13201,11639,12138,11464,11208,9844,8418,,,,,,,,,,,
2023-06-21,5913,13192,42525,42267,24203,13440,10520,3822,3067,11333,2019,4034,3153,7607,11568,16030,17038,5364,9415,2975,7724,8283,6352,25757,3466,10755,12488,14978,18886,15072,9328,22504,15164,29998,23827,9144,32684,24236,20178,18035,23167,155789,45472,21992,20971,24966,23538,24462,22976,12307,29240,6622,7600,18833,4469,3746,3130,11950,9227,12475,27900,9113,13356,8146,22125,22847,25255,42859,35105,26527,25324,63766,21507,32881,35187,20395,64454,20092,15619,13719,26579,12063,27941,19815,7683,12983,38291,22316,24376,24340,8864,10530,4447,4888,7115,9415,10035,11273,16639,27930,24150,13233,11821,12348,11400,11332,9769,8518,,,,,,,,,,,
2023-06-22,4358,5549,15772,29134,9279,6098,4980,2540,1617,4796,1059,2117,7026,4671,8448,3250,4042,2612,5360,2179,3612,4204,1793,9938,3068,9858,6714,8132,8838,9007,5763,14559,8336,14051,11393,2673,19306,12753,10315,10978,5505,116286,34450,11081,9901,16543,19121,15645,13079,5531,13528,4131,3729,10568,3748,2255,1215,5773,6398,11569,29505,4561,7059,4550,11772,9355,15343,28925,18305,13729,18369,55118,8933,21203,20086,10452,40169,9990,9167,5376,17312,5917,18661,9294,4698,8408,12706,7875,9510,13043,4265,5230,2137,1613,4602,4636,7032,6926,9126,11490,14453,7476,5892,6780,6099,6508,5244,4568,,,,,,,,,,,
2023-06-23,3829,6246,17650,34728,10689,6985,5418,2745,1706,6147,1101,2440,9323,4197,8973,3471,4560,2684,5891,2375,4073,4376,2162,11186,3779,9813,7543,9152,10205,9534,6019,16421,8942,15504,13879,3081,20828,14545,11511,11720,12402,123185,38997,15117,11571,19900,22428,19696,15481,7604,15550,4817,4390,12820,5010,2548,1954,6468,7599,14546,34585,4999,8121,5081,13175,12849,18330,32012,21436,15374,19718,60363,9006,20829,22880,13109,44860,10596,9991,6085,14936,6402,21949,10470,6018,8834,14840,9237,10701,13576,5059,6198,2686,1852,4999,5587,7820,8091,10093,12824,15741,8178,7223,8192,7182,7463,6126,5432,,,,,,,,,,,
2023-06-24,3489,6858,19198,36095,12294,7440,5863,3052,1914,6008,1191,2519,7966,4421,10103,3889,5087,3118,6666,2649,4257,4882,2124,11744,3941,10714,8022,9990,10835,10865,6805,18586,10163,17725,17160,3440,23274,16543,12556,13066,7600,123443,43264,15285,12611,23069,23184,20152,16916,7120,16844,5120,4562,13157,4836,2728,1386,6609,6506,10601,32348,5379,8196,5263,14216,12257,18917,31767,22925,16739,22381,66062,10368,25127,25084,14698,48405,12193,11246,9092,15218,7133,24191,11048,8714,10038,15734,17637,11687,14844,5191,6332,2624,2033,5821,5931,8345,8507,10511,14412,18020,8113,7671,8595,7660,8048,6229,5621,,,,,,,,,,,
2023-06-25,4065,5991,16048,28819,10150,6406,5518,3024,1884,5918,1079,2253,6205,4421,9235,3570,5064,3172,6221,2738,4037,4665,2265,10617,3436,10464,7491,9396,10220,10407,6778,18086,10081,16541,15145,3088,21827,15258,11278,12176,6014,109622,35997,11494,13083,20177,20023,17722,15277,6379,15156,4345,4006,12933,4031,2701,1264,5974,6171,9160,27760,5124,7193,4843,12783,10125,16833,27608,20482,15772,19527,55637,9011,20925,19027,12844,39427,11706,10589,8467,13617,6696,19285,9599,8428,8530,13511,8440,10373,12366,4808,5639,2153,1739,5121,5308,7145,7683,9408,13446,16339,7055,6650,7364,6749,7257,5466,4989,,,,,,,,,,,
2023-06-26,5443,12726,40245,35544,23122,12195,9903,3677,3188,11393,1888,3940,4128,7487,10680,14880,16613,5234,8852,2877,7537,7844,6173,24794,3187,10333,12099,14546,18354,14217,9214,21654,14374,28809,22685,9090,32191,23597,20046,17777,22727,119596,38864,21039,20300,24566,21734,22111,20906,12139,27561,6275,7484,16945,3950,3605,2872,11893,8970,12360,27215,8704,11922,7925,21269,22047,23622,36783,33643,25757,24046,56952,19828,28210,30220,18664,56220,18460,14953,13518,18633,11689,26849,18648,7226,11807,37048,21253,23623,22247,8587,10029,4293,4752,6775,9240,9621,10785,15675,26693,21709,12525,11467,11715,11327,10903,9519,8147,,,,,,,,,,,
2023-06-27,5289,13037,42348,39417,24333,12551,10358,3738,3222,11489,2081,4027,5967,7688,11338,15511,16933,5241,9186,3150,7720,8041,6294,26137,3311,10455,12255,14891,18509,14695,9346,23117,14688,30062,24086,9489,32846,24564,20276,18198,23626,120008,41285,21202,20894,23739,23242,23990,22483,12149,27933,6350,7642,17435,4474,3651,3102,11665,9065,12596,27313,8743,12461,7873,21634,22709,24844,37611,35168,26649,24569,57890,20757,29326,32218,19519,58993,19156,15154,13514,19751,12572,28614,19386,7622,12641,38548,21907,24220,23671,8625,10349,4391,5039,7074,9404,9723,11053,16324,27645,22704,13096,11772,12124,11414,11266,9991,8570,,,,,,,,,,,
2023-06-28,5527,13268,42930,40370,24085,12966,10489,3778,3263,12038,2064,3834,5358,7720,11779,15992,17109,5247,9333,3132,7808,8046,6531,27088,3262,10668,12238,15047,18713,14789,9600,22532,15114,30778,24956,9351,32606,24512,20615,18514,23408,121688,43885,21768,21054,23932,23487,23517,22560,12202,28847,6624,7683,17965,4323,3763,3125,12182,9189,12644,27418,8756,12418,8056,21700,23011,24919,38011,35114,26866,25237,59167,21853,30601,32816,20393,60076,19651,15336,13879,19887,12649,27640,19530,7645,13327,38667,22562,24868,23820,8376,10407,4484,4982,7319,9653,10083,11725,16839,28598,23601,13040,11708,12035,11680,11353,9863,8521,,,,,,,,,,,
2023-06-29,5477,13712,43561,41109,24716,13137,10538,3800,3169,11552,2151,4026,5364,7701,12021,15859,17258,5315,9534,3154,7759,8221,6500,28310,3643,10677,12535,15096,18986,15062,9810,23472,15645,30788,25637,9810,33637,24990,20780,18303,24996,125248,44313,21602,21796,24219,24176,24174,22096,12145,28826,6538,7713,17978,4555,3758,3116,12019,9087,12513,27934,8903,12516,7778,21902,23142,25109,39023,35494,26866,25388,60439,21983,30955,33886,21158,61235,19944,15728,14132,20855,12792,29197,20069,7808,13547,39858,23270,25200,23969,8323,12136,4552,4993,7409,9916,10312,11786,16871,28430,24650,13048,12013,12229,11839,11258,9960,8521,,,,,,,,,,,
2023-06-30,5777,14386,46341,47900,26181,14115,11118,4147,3378,11881,1987,4039,5163,7928,14221,15724,17609,5779,10468,3167,8212,8787,6777,28840,4026,11013,13480,16318,19911,15722,10443,25320,16698,32543,26637,9351,35345,25624,21512,19097,24133,155485,52259,23098,22395,26193,25503,25363,23208,12515,30083,6851,8258,18707,4556,3916,3263,12397,9459,13060,29239,9343,13627,8479,23069,22960,27268,44578,36909,28150,26297,75626,23003,35183,38333,23815,71029,21475,16551,14619,25556,13094,41328,21720,8202,14269,42676,25124,26338,25842,8233,11431,4841,5207,7837,10456,11557,12460,18234,29823,26214,14088,12327,13506,12403,12082,10246,8940,,,,,,,,,,,
