　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,G大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,O景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,O頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2023-06-01,5117,14055,43923,38774,25711,14149,10691,3667,3211,12948,1893,4256,5041,9117,10925,17437,18639,5848,9765,3022,8689,8731,7066,42175,3389,9927,12182,15214,18530,15965,9333,24304,15355,31146,24224,11163,34075,25071,21136,18894,23746,115289,40971,21103,22573,25001,26669,25596,22019,12534,29245,6412,7719,17828,4253,3618,3198,13423,9293,12339,27775,8679,12221,7931,22338,23056,24407,37191,37298,26497,24816,60900,25150,32641,32391,20623,60434,20782,15749,14261,23016,12268,27518,19655,7297,12720,39654,22550,25301,23733,13251,10857,4645,5114,7153,10083,10603,11695,17120,28315,23412,13496,12390,12567,12331,11642,10735,8692,,,,,,,,,,,
2023-06-02,5219,14222,45634,45311,26527,14152,11616,3899,3319,13052,2013,4506,7610,9590,12817,16675,17949,6157,10034,3288,9060,9135,6663,42348,3407,10763,13188,16294,19517,16913,10074,26415,16528,32403,26757,11492,35009,25932,21557,19326,24133,147497,49500,22909,23281,27721,29407,28163,24142,12665,30451,6980,8352,19939,4314,3902,3230,13418,9799,13368,32836,9021,14002,8483,23274,23396,27158,42254,38604,27811,27682,70575,24684,35492,37148,23321,68668,20978,16349,14389,26118,13152,30240,21314,8525,13802,41624,22988,25703,25545,13069,11365,4819,5034,7687,10037,10930,11995,18051,29980,25650,14007,12565,12830,12299,11961,11271,8870,,,,,,,,,,,
2023-06-03,3647,9181,25877,41029,15664,9123,7183,3373,2297,8293,1460,3032,7250,6239,12062,5859,6563,3690,7726,3148,5033,5834,2306,15649,3605,10463,9066,11553,13514,14180,7879,23211,13342,23701,20624,4697,26577,19516,14844,15177,10453,135648,50327,17904,15993,33697,29131,24219,19279,8335,21885,5662,5306,15787,5158,3250,1605,8328,7742,11010,33621,5700,9648,5912,16126,14487,23224,35827,27099,20399,25302,73288,15864,29857,30011,17874,52098,14940,12890,8810,17607,8552,26282,13213,9854,11254,19411,17103,14234,18083,7185,9969,3521,2583,6633,8667,9711,10435,12782,17932,22190,9831,9130,9775,8844,9064,7467,6433,,,,,,,,,,,
2023-06-04,3783,6764,17991,30772,11434,7477,5776,3232,1831,6423,1161,2319,6400,5232,10132,3797,5429,3288,6428,2481,4402,4623,1979,12045,3389,8941,7643,9644,10824,12048,7058,19575,11066,18175,15482,3427,21469,15335,11498,12007,7319,117486,38357,11742,13333,19497,20769,20956,15557,6643,17805,4721,3969,14417,4948,2607,1230,7066,6478,9298,27742,5005,7620,4840,13006,10605,17851,29434,21615,16109,20377,56854,11555,22866,19995,15261,41144,11930,10709,6668,13790,6552,22142,9635,7979,8489,14529,9377,11447,12556,5952,6328,2560,2017,5279,5662,7290,8268,9940,13789,17373,7545,6871,7615,7233,7483,6237,5023,,,,,,,,,,,
2023-06-05,5291,13116,41377,36298,23545,12676,10247,3745,3212,12577,1925,4395,5040,9238,10398,16607,17116,5260,8900,2969,8331,7963,6106,25570,3030,10070,12113,15065,18043,15619,8869,22480,14642,29535,22661,10557,32390,23950,20181,18584,23886,114890,38702,20575,21197,23593,25436,24215,21147,12385,29756,6381,7838,18042,4096,3632,3181,13642,9221,12521,30359,8572,12057,7976,21595,22732,24178,36823,36020,26089,25628,58469,22114,30168,29575,18977,55521,18395,15329,13654,18467,12465,28988,18792,7285,12238,37555,21106,23823,23779,13243,12233,4543,4810,6833,9489,9708,11065,15933,27866,22542,12921,11612,12005,11561,11365,10870,8333,,,,,,,,,,,
2023-06-06,4798,13954,42728,38394,24993,13505,10406,3681,3275,12903,2064,4227,6572,9410,11195,16997,17818,5350,9358,3245,8544,8254,6308,26553,3193,10475,12522,15437,18815,15995,9328,23470,15084,30887,24486,10881,33612,24804,20832,18971,24100,115926,40011,21088,21830,25347,26991,26133,22465,12615,30115,6493,7988,18557,4694,3614,3276,13727,9404,12750,29957,8715,12449,8004,22062,23309,25133,36864,36814,26618,25299,58923,23401,30752,31154,19579,56582,19278,15227,13719,19279,12444,27195,19240,7531,12854,39223,21953,24709,24036,13461,10643,4567,4980,7065,9783,9893,11582,16477,28176,23158,13594,12266,12306,11793,11421,10922,8537,,,,,,,,,,,
2023-06-07,5089,13930,43026,38752,24225,13608,10574,3902,3361,13767,2006,4198,5823,9168,11580,17132,17832,5312,9654,3145,8609,8265,6431,26792,3117,10600,12722,15181,19124,15905,9459,23596,15151,30842,25072,10770,33154,24814,21061,18967,23986,117584,41217,21444,21752,24665,26103,25414,22698,12641,30084,6701,7864,18596,4508,3739,3304,13625,9439,12497,29530,8808,12517,8100,22071,23214,24420,37523,36812,26862,25199,59420,24408,31010,31915,19675,57389,19360,15467,13518,19756,12532,27701,19421,7511,12632,38556,21994,24967,24172,13067,10749,4468,5071,7018,9944,10065,11399,16838,28319,22955,13340,11955,12447,11939,11537,10837,8636,,,,,,,,,,,
2023-06-08,5228,13728,42716,39076,24492,14812,10516,3745,3235,12489,2134,4186,5205,9042,11165,16853,17495,5477,9328,3072,8396,8571,6227,28469,3330,10552,12561,15279,19025,16082,9350,24038,15402,31067,24278,10836,33449,25088,20682,19088,23834,120288,42202,21344,22035,25193,25829,25858,22619,12597,30015,6519,7753,18637,4512,3646,3370,13795,9310,12815,29911,8753,12470,7997,22141,22988,25091,37720,36925,26832,25273,61269,23745,31396,32448,19901,57981,19288,15232,14006,20405,12294,28548,19269,7592,12795,38744,22204,24685,23607,13407,11111,4595,5073,7174,9897,10080,11328,16764,28121,23624,13435,12045,12569,11909,11432,10939,8610,,,,,,,,,,,
2023-06-09,5354,13859,45598,45445,25369,14231,11000,3880,3372,12698,1993,4225,5134,8993,12790,16169,17739,5562,9722,3192,8682,8576,6370,28159,3567,10753,13021,15766,20019,16608,9705,27099,17202,32708,25914,11206,35017,25607,21193,19253,23794,150013,50104,22794,22712,30389,28138,27595,23888,12724,30759,6952,7807,19197,5110,3772,3200,13939,9548,12878,31585,9126,13656,8512,22991,23188,26944,42197,37914,27703,26272,70477,24316,35657,36375,22785,66318,20515,16028,13763,23688,12526,32186,21124,8162,13753,40428,22694,25644,25761,12971,11367,4757,5137,7353,9992,10709,12069,18166,29189,25614,13932,12361,12984,12074,11877,11262,8824,,,,,,,,,,,
2023-06-10,3971,8628,25831,42638,16124,11893,7285,3514,2234,8383,1424,2825,4944,6080,11387,4866,7477,3829,8020,2796,5513,5891,2458,15887,3570,9568,9246,11338,13776,12865,8080,26385,13942,24469,17636,4790,26762,18943,15206,15112,9522,142431,50193,17211,16155,24911,26976,23400,19776,8513,22670,5807,5234,14564,4765,3080,1626,7685,7856,10302,28724,5914,10135,6050,16003,15178,23634,37101,27683,21218,24391,73197,15707,34030,31242,18867,54898,14761,13231,8772,18362,7796,28502,13201,13827,11319,20527,17458,14407,17738,7117,7759,3393,2465,6309,7085,9535,10327,13569,18243,22182,9967,9051,10021,10086,9004,7787,6552,,,,,,,,,,,
