　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,G大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,O景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,O頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2023-08-01,5102,13807,45109,40410,23784,13112,10690,4009,3240,11694,1964,3740,5233,7682,11381,16333,17532,5176,9390,3046,8086,8043,7034,26323,3382,9927,12705,14888,18934,14565,9628,22641,15480,31734,25126,9446,33754,25145,21128,18655,24275,128655,42635,21977,21495,24337,22461,24235,21915,11815,27675,6670,7783,16865,4619,3645,3252,11742,8902,12178,25931,8800,12593,8020,21133,22880,24880,39623,35734,27210,25486,60480,21521,31531,33058,20882,62092,19465,15666,13741,20177,12293,30239,19799,7478,13517,40550,23105,24968,24448,8032,10432,4436,5236,7397,9796,10029,11276,16569,29791,24048,13356,11387,12405,11832,11350,9582,8336,,,,,,,,,,,
2023-08-02,5138,14088,46154,41466,23796,13279,10883,3980,3280,11724,1918,3660,4607,7858,11458,16428,17709,5108,9752,2994,7984,8003,7183,28325,3341,9927,12637,14849,19092,14841,9631,22579,15639,32312,24873,9461,33156,24793,20838,18527,25020,129376,44485,22951,21823,23141,22409,23703,21400,11773,28475,6492,7818,16706,4737,3712,3169,11712,9001,12044,25381,8713,12469,8084,21444,22880,24742,39965,35767,27192,25259,62824,22560,31939,33725,21163,62260,19613,15625,13766,20657,12341,29999,20156,7293,14199,41099,24410,25417,24526,7971,10745,4571,5101,7506,9448,10115,11316,16973,29151,24673,13272,11531,12382,11932,11391,9512,8531,,,,,,,,,,,
2023-08-03,1837,2535,7953,9974,4885,2435,2313,1140,716,2359,475,788,630,1644,3695,1599,1843,975,2197,584,1482,1488,610,4125,1368,3045,3135,4198,4581,4393,3084,7159,3734,7337,4964,1446,9054,6112,4826,5318,5632,51029,12801,6452,5128,4933,5537,5739,4620,2496,6446,1820,1521,3899,1598,913,601,2079,2189,2762,6711,2167,2915,1998,5138,4881,6905,12140,9039,6943,9573,27520,4430,7828,7704,4507,11318,5195,4241,2597,6031,2186,7259,4300,1900,3633,8090,3838,5030,5339,1732,2076,999,863,2134,2428,3696,3196,5242,5955,7576,2654,2572,2980,2939,3076,2126,1898,,,,,,,,,,,
2023-08-04,5338,14021,46572,46700,24230,12933,10853,3782,3218,11217,2045,3642,4392,7585,12266,15484,16942,4964,9428,3027,7561,8127,6698,26157,3429,10096,12690,15336,19552,15300,9680,24321,16249,32101,25866,9076,33595,24929,20594,18514,24891,154930,51321,24198,22414,24225,24366,26050,23346,11824,27855,6578,8155,17428,4680,3776,3177,11438,9173,12229,26844,9240,13240,8381,21874,22196,26382,43806,35878,27389,26838,69444,22458,33883,37658,23705,70564,19720,16245,13625,23672,12704,36374,21215,7978,14655,41972,24492,25384,26294,7361,10612,4475,5419,7698,9609,10625,11305,17615,30049,25579,13263,11712,12544,11920,11397,9652,8741,,,,,,,,,,,
2023-08-05,4242,8706,26507,44486,15969,8773,7512,3413,2321,7267,1413,2831,7618,5666,12333,4814,6211,3842,7696,2926,5142,5987,2630,15722,3834,10696,9238,11929,13691,13479,8176,23228,13011,23680,19397,4292,27322,19417,15466,15698,10454,145918,52725,18409,15682,24981,26278,23581,18986,8407,19999,5800,5404,14740,5015,3153,1706,7643,7621,10627,30336,6076,10330,6275,16920,14812,24129,40574,27991,21143,28676,76359,14747,31990,31078,18312,59723,15087,13734,9791,18641,8296,30416,13523,9232,12163,21671,19028,14098,19303,5487,9443,3339,2496,6866,9510,9763,10288,13672,19424,22623,9566,8847,9991,9024,9243,7399,6461,,,,,,,,,,,
2023-08-06,3901,7222,21086,35091,12368,7492,6325,3389,2104,5786,1285,2476,6796,5077,11714,4067,5630,3232,6775,2870,4454,5180,2398,12294,3725,9558,8427,10449,11407,12104,7437,20783,11157,18745,16267,3581,23993,16581,13035,13301,8195,130602,44219,13232,14403,21462,23264,20497,16520,7175,16767,5114,4518,13468,4716,2870,1394,6726,6649,9769,28872,5545,8637,5233,14650,11584,19431,34765,23133,18116,22020,63150,12562,26978,22865,14890,48669,13402,11931,7036,15925,7463,27014,10573,8423,10105,16714,16916,11873,15492,4946,6964,2665,2053,6036,5918,7631,8365,10888,15591,19262,7966,7530,8386,7703,7979,6310,5418,,,,,,,,,,,
2023-08-07,5484,13520,43736,41131,22734,12602,10345,3931,3286,11739,2020,3782,4600,7822,11423,15630,17093,5042,9381,3235,7668,7787,6563,26277,3447,10310,12620,15170,19105,14506,9464,22692,15187,30562,23004,9368,32969,24208,20663,18501,24908,135822,44361,22694,21389,23228,24392,24101,21755,12431,28936,6425,7897,16989,4112,3713,3295,11800,9182,12818,28412,9029,13033,8244,21522,22998,25197,40806,35532,27062,25444,62088,20591,32431,32701,20762,63189,18546,15709,13864,20234,12692,33302,19478,7670,13793,39610,23205,24552,24626,7725,10185,4426,5090,7375,9408,9998,10870,15926,29004,23391,13154,11512,12180,11782,11267,9622,8471,,,,,,,,,,,
2023-08-08,4964,13738,44998,41516,23287,12864,10647,4029,3174,11723,2084,3860,6060,7880,11390,15924,17449,4937,9659,3263,7743,8123,6781,26337,3500,10532,12810,15322,19485,14604,9652,22832,15423,31449,25135,9227,33118,24933,20824,18918,24938,129399,44487,22604,21530,24565,24382,25383,22862,12147,28989,6600,7918,17647,4568,3796,3270,12266,9356,12966,27877,9030,12993,8285,22032,23105,25672,41006,36267,27597,25694,61509,21254,32167,32847,21612,61718,19601,15946,13865,20476,12565,30505,19646,7791,14254,39568,23458,24845,24884,7520,10495,4515,5134,7382,9856,9914,11201,16316,28857,24888,13354,11697,12452,11879,11412,9824,8616,,,,,,,,,,,
2023-08-09,5438,14197,46450,43035,24242,13149,10965,4064,3261,11936,2001,3787,6119,8000,11710,16229,17755,4913,9863,3359,7833,7993,6851,27261,3572,10728,12816,15589,19626,14827,9817,23917,15866,32195,25201,9469,34001,25471,21446,19059,25190,137251,48596,24806,22108,24992,25424,26069,22581,12280,29722,6716,7957,17908,4731,3744,3197,12265,9503,12995,29041,9164,13438,8379,22081,23524,26207,42092,36358,28105,26382,66368,22180,34940,34751,22079,63617,19643,15909,14149,21069,13132,31104,20111,7868,22987,40954,24666,25934,25820,7725,10700,4698,5172,7816,9770,11466,13732,16746,30449,25498,13888,11932,12463,11838,11569,9955,8842,,,,,,,,,,,
2023-08-10,5634,14347,46755,44237,23983,13297,10982,4108,3284,11779,2028,3866,5434,7964,11963,16005,17682,5178,10056,3112,8202,8157,6915,28280,3773,10520,13040,15603,19649,14585,9964,22721,15940,32202,25195,9249,34115,25202,21239,18905,25917,144216,47237,22686,21879,24666,23369,25009,21997,12299,29037,6502,7872,16920,4555,3832,3361,11729,9157,12761,27537,9325,14313,8195,22119,24710,25782,44892,36414,27393,26334,63236,22198,33745,34897,21764,64761,19711,16130,14695,22359,12332,30716,20241,7676,14792,40891,24826,25569,24958,7623,10595,4605,5239,7797,10172,10366,11254,17221,36383,24797,13685,11772,12942,12213,11756,10196,8834,,,,,,,,,,,
2023-08-11,5736,14623,48840,49825,24963,13163,11418,4218,3298,11581,1962,3735,5361,7796,13334,15756,17149,5205,10115,3220,8018,8124,6958,27506,3694,10659,13150,15817,20001,15363,10207,24753,16581,33062,25837,9228,34607,25568,21292,18759,25023,168237,54183,24306,22758,26227,25476,25980,23344,11725,28395,6571,8060,17433,4966,3719,3118,11467,9127,12869,27874,9324,14011,8419,22293,22476,27356,46624,36691,28083,26331,73904,23478,36639,39506,23751,71980,20640,16576,15441,25662,12490,36961,21673,7944,15499,43129,31196,26332,26761,7846,10826,4585,5248,7881,10274,10824,11706,18518,30775,26918,13705,11809,13038,12304,11821,10106,8813,,,,,,,,,,,
2023-08-12,4415,9273,27843,46460,16514,10186,7642,3522,2241,7503,1423,2929,7687,5690,12043,4860,6570,4257,7980,3176,5379,6380,2515,19481,3968,10389,9671,12208,13873,13548,8196,32203,16829,24190,20482,4507,27995,20006,15662,16256,10496,159242,56611,19478,16042,27725,27654,24829,18129,8578,20685,5757,5460,14773,5515,3119,1728,7711,7620,11820,31936,6183,10920,6158,16812,14827,25055,42021,28862,21487,26224,81708,15650,36470,32901,19735,62303,15512,13478,8498,20570,8902,34090,14216,9322,13797,22322,20791,14944,20046,5681,8909,3453,2484,6858,7550,9911,10634,14411,19928,24084,10200,9001,10356,9257,9742,7548,6780,,,,,,,,,,,
