　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,G大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,O景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,O頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2023-07-11,4794,13390,43319,39732,22533,12920,10069,3665,3140,11545,1946,3424,5162,7461,11912,16130,17086,4561,9271,3132,7682,7541,6701,26589,3557,10208,12510,14872,18922,15206,9263,22584,15084,31585,23235,8903,32660,24233,20695,18290,24321,128943,42948,22638,20384,23952,22983,24098,21426,11128,27664,6440,7773,16266,3804,3697,3050,11698,8921,12425,26098,8919,12806,8087,21565,22815,25139,39323,35501,27159,23797,60829,20697,31462,32641,20742,60201,18266,15458,13378,19992,11986,29772,19603,7575,13666,40056,23070,23687,24602,8128,9993,4289,5002,7226,9239,9897,10649,15722,28099,23331,12999,11153,12080,11314,11063,9527,8442,,,,,,,,,,,
2023-07-12,5179,13642,44321,41349,23237,13129,10448,3895,3251,11550,2075,3600,5187,7659,12154,16195,17440,4818,9490,3136,8228,7780,6752,27199,3517,10454,12854,15189,19023,14674,9571,23859,15780,32652,24170,9156,33278,24683,20895,18689,24253,133226,45803,24222,21190,23768,23604,24220,22158,11371,27888,6546,7796,16723,4055,3768,3246,12017,9041,12567,27524,9029,12977,8140,21718,22814,25955,40154,36050,27402,24792,65933,22127,32963,33682,21270,61366,18613,15652,13655,20418,12446,29016,20345,7919,21784,40958,23814,24714,24993,8294,10080,4291,4943,7552,9679,10505,12964,16486,28613,24297,13120,11287,12272,11461,11331,9735,8484,,,,,,,,,,,
2023-07-13,5198,13741,44049,41145,23310,13217,10546,3976,3302,11396,1984,3707,5550,7470,12216,16241,17324,4917,9532,3195,7971,7722,6661,28530,3628,10596,12535,15166,18813,14588,9528,23957,15645,32168,24512,9065,33273,24522,20739,18453,23619,134745,45957,22521,21277,23989,24157,23970,21872,11125,27729,6537,7681,17021,4126,3703,3129,11756,9043,12580,27612,9011,12810,8171,21543,22201,25822,40640,36102,26997,24970,65114,21774,32477,34427,21392,63833,18729,15854,14177,21525,12817,30102,20175,7831,14369,40286,23660,24408,24893,8239,10071,4414,4913,7442,9329,10069,11400,16472,28992,24438,13059,11490,12326,11398,11305,9611,8484,,,,,,,,,,,
2023-07-14,5492,14208,46081,47734,26552,13691,10983,3882,3221,11381,2039,4040,5797,7762,14113,15811,17615,5546,10058,3261,8092,8727,6648,30025,3928,11151,13046,15975,19809,15295,10096,25475,16619,32557,27658,9348,34754,25666,21141,19242,24518,162041,53591,24406,22644,28981,27205,26396,23489,11937,28040,6770,8180,17848,4389,3848,3078,11782,9315,12896,30204,9214,14005,8491,22718,22677,28574,44965,36947,28482,26621,75225,22928,35060,38482,24388,73160,20717,16708,14606,26561,13084,38639,22008,8468,15349,43362,23893,25627,26691,8154,10719,4647,5060,7784,9627,10822,11688,17519,29776,26431,13627,12128,13044,11939,11665,10065,8712,,,,,,,,,,,
2023-07-15,4124,8442,25719,43937,15517,8955,7289,3397,2292,7116,1486,2889,7170,5730,13912,4830,7132,3763,7881,3126,5521,5949,2573,19195,4440,11214,9508,11931,13439,13041,8135,23582,12887,22865,21607,3985,27706,19438,15161,15370,10017,152288,53788,18751,16036,33365,29504,24284,19863,8292,19710,5813,5368,14524,4787,3082,1713,7462,7457,10864,30384,6090,10288,6437,16698,14597,24509,39529,28015,21380,24919,79179,14821,31956,31684,19218,60921,14928,13363,10436,21447,8590,37248,13798,9382,13650,21707,17250,14252,18910,6055,7940,3416,2450,6995,7503,10074,10330,13163,18499,21976,9885,8826,9995,9136,9412,7647,6748,,,,,,,,,,,
2023-07-16,4064,7039,20292,33866,11992,7209,6310,3055,1977,5674,1239,2463,6192,5096,11248,3985,5488,3115,6816,3241,4588,5218,2171,15765,3748,10363,8458,10547,11292,11593,7520,22082,11330,18441,18823,3569,23784,16687,12720,13139,20070,143554,43690,14262,14968,29448,24220,20866,16717,6578,16767,4835,4344,13027,4131,2642,1341,6536,6263,9600,28014,5679,8819,5393,14247,11571,19538,33172,23560,17903,22318,66741,11836,26471,22394,15519,48654,12509,11811,8041,18502,8145,31095,10646,8489,11492,16666,14148,11986,15083,5394,6580,2862,2244,8320,6231,8000,8315,10815,14945,19218,8360,7384,8434,7589,7892,6328,5630,,,,,,,,,,,
2023-07-17,5291,13036,41685,38464,21984,12378,10052,3769,3187,11240,1926,3501,4312,7515,11039,15436,16759,5183,9236,3011,7994,7517,6738,26958,3415,10235,12186,14538,18367,14171,9145,22262,14763,29914,22754,8849,32042,23633,20220,17937,23501,131736,41967,21718,20401,22336,22619,21845,20804,11658,27646,6316,7662,16128,3649,3619,3041,11738,8874,12228,26884,8770,12303,7921,20936,22025,24820,38935,34800,26336,24068,61881,20268,30877,31392,19825,59802,18215,15334,13726,20786,11953,34717,19252,7336,13448,38703,22328,24044,23937,8271,9657,4251,4842,7142,9115,9744,10403,15622,27542,22706,12730,10997,11898,11242,11092,9404,8072,,,,,,,,,,,
2023-07-18,5016,13661,44498,39842,22733,13188,10621,3776,3257,11434,1958,3602,5425,7676,11958,16167,17575,5235,9209,3175,7950,7893,6791,26511,3407,10138,12538,14916,18928,14476,9558,23264,15441,31293,23409,8860,33120,24585,20918,18414,24376,131023,43397,22144,20708,23784,23209,24066,21315,11768,27765,6533,7722,16855,4218,3517,3153,11989,9116,12339,27003,8997,13015,8159,21886,23015,25311,39079,35791,26652,25065,62734,21228,31761,33473,20874,61042,18688,15582,13713,20112,12198,29147,19721,7858,14159,40275,27039,24670,24822,8346,10678,4427,5034,7206,9267,9999,10977,16204,29073,23810,13226,11431,12319,11456,11200,9554,8226,,,,,,,,,,,
2023-07-19,5036,13976,45018,41072,23155,13350,10683,4016,3285,11890,2001,3686,5514,7723,12739,16039,17690,5224,9829,3237,8062,8019,6858,27864,3556,10518,12754,15229,19326,14916,9672,24055,16131,31906,24521,8957,33253,24913,21250,18788,24614,134310,46578,24033,21180,24320,23709,24390,21910,12142,28770,6542,7827,16925,4276,3728,3113,12133,9041,12619,27289,8949,13183,8101,21825,23186,25583,40406,36360,27649,25194,65589,22290,32585,34287,21313,62591,19031,15822,13994,20704,12720,29759,20039,8029,20790,40689,27340,25188,25878,8344,10817,4491,5075,7631,9426,10639,12663,16488,29417,24319,13348,11579,12360,11518,11446,9751,8483,,,,,,,,,,,
2023-07-20,5199,13879,44544,42177,22999,12979,10461,3963,3177,11548,1961,3699,5271,7924,12697,16171,17474,5211,9568,3113,7764,7868,6802,26445,3516,10408,12792,14914,19082,14405,9667,23105,15546,31699,24216,9174,33188,24848,20923,18495,24689,136642,45835,22337,21203,23828,23485,23906,21733,11669,27813,6592,7828,16610,4380,3648,3100,11555,9067,12673,27492,8902,12860,8057,21568,22349,25140,41091,35505,26855,24579,63850,21831,32159,34093,21355,63053,19051,15641,14133,21217,12410,30976,20420,7661,13913,40136,23332,25243,24721,8152,10194,4429,4964,7572,9295,10060,11216,16517,28263,24347,13237,11525,12492,11644,11346,9662,8277,,,,,,,,,,,
2023-07-21,5730,14271,46347,47899,23358,13064,10670,3845,3269,11329,1974,3529,5697,7655,14352,15655,17385,5525,9764,3348,7856,8048,6831,30772,3819,10824,13046,15588,19717,15385,9953,25373,15958,32536,25117,9157,33982,24918,20935,18691,24380,160855,52729,23814,21968,25370,26766,25406,23249,11879,28084,6728,8097,17325,4841,3818,3109,11561,9350,12922,28659,9215,13827,8271,21969,22322,26849,45068,36133,27660,26015,73536,22699,35371,38116,24216,72252,19872,16263,14082,25158,13234,36384,21228,8258,14812,41666,27497,25085,26801,7821,11074,4553,5179,7812,9720,10727,11774,17739,29663,25950,13543,11812,12640,11680,11550,9833,8532,,,,,,,,,,,
2023-07-22,4103,8545,25412,43880,14900,8839,7351,3373,2215,7355,1452,2819,6908,5530,14031,4656,6614,3619,7821,3248,5235,6110,2688,28192,3568,10782,9262,11263,13161,13094,8100,22405,12876,22700,17176,3956,26212,18946,15019,14930,10150,147860,50374,17913,15507,23367,25605,22598,18993,8163,19190,5380,5170,14316,4703,2863,1621,7081,7361,10464,28859,5890,9955,6248,15990,14681,23495,39268,27272,20330,24339,76617,15080,32189,30881,16857,59389,14675,13392,9463,22248,8502,30241,13579,8800,11860,21102,16597,13813,17504,5670,7739,3111,2479,6602,7134,9534,10138,13144,17725,21727,9703,8258,9695,8670,8964,7270,6306,,,,,,,,,,,
2023-07-23,4030,6938,19020,33542,11718,7446,6005,3071,2049,5745,1178,2341,6215,5157,12564,4092,5279,3132,6928,3121,4610,5054,2367,25622,3375,9452,8185,10116,10661,11816,7261,21254,11569,18121,15460,3418,23163,16090,12365,12950,8092,132442,40926,13014,14211,20222,22384,19875,16844,6567,16044,4705,4549,12737,4059,2636,1342,6858,6245,9325,27356,5295,8726,5266,13781,11041,19393,33583,22798,17279,21437,65971,11172,26084,22222,14527,48524,12801,11879,7140,19821,7271,26183,10041,8158,9902,15663,14161,11566,14702,5221,5968,2598,2168,5969,5916,7771,8456,10526,14527,18159,8015,7185,8111,7316,7814,6033,5372,,,,,,,,,,,
2023-07-24,5213,13134,42238,39124,22072,12546,10083,3726,3247,11296,1912,3677,4756,7682,11349,15498,16779,5005,9080,3124,7811,7534,6708,25739,3406,10309,12515,14817,18274,14286,9194,22402,14807,29610,22740,8798,32304,23597,20368,18026,24166,131923,41597,22161,21039,22596,22810,22822,20980,11597,28089,6274,7537,16312,4041,3498,2937,11632,8965,12343,27687,8764,12476,7870,21173,22231,24486,39626,34652,26374,24783,62341,20499,31006,31962,19657,60345,18179,15286,13384,19731,12400,30128,19082,7593,13083,37986,22030,23968,24199,8259,10240,4381,4931,7203,9189,9805,10627,15547,27464,22120,12604,11145,11973,11146,10820,9325,8195,,,,,,,,,,,
2023-07-25,4924,13985,44129,41196,23513,13262,10335,3863,3265,11457,2063,3786,6287,8015,11776,16088,17560,5174,9658,3278,7922,8141,6931,26953,3456,10585,12841,15147,19301,15279,9754,23513,15356,31487,24011,9194,33435,24721,21111,18805,24866,130780,44035,22571,21474,24801,24158,25134,22169,11986,28130,6614,8030,17050,4401,3612,3039,11788,9267,12627,28075,8995,12948,8176,21919,23005,25466,40469,36040,27087,25410,62695,21780,31889,33491,21000,62255,19673,15797,14192,20294,12597,30460,20026,8018,13913,39667,23169,24902,24445,8475,10085,4514,5279,7561,9751,10088,11075,16059,29182,24387,13219,11735,12378,11554,11216,9752,8258,,,,,,,,,,,
2023-07-26,4331,13005,42060,37341,22238,12508,10029,3763,3021,10966,1827,3444,3709,7022,10885,15563,16641,4817,8934,2680,7555,7455,6807,25698,3112,8758,11516,13761,17665,13167,8993,20715,14401,29760,22035,8534,31311,23105,19904,17498,22744,115106,38980,20551,19792,20988,18835,21184,19643,10718,25757,5941,7242,14750,4002,3308,3012,10888,8247,11023,22463,8253,11444,7457,20290,21320,22950,37608,33401,25300,22572,55278,20955,29260,30795,19341,56236,18464,14656,12864,19030,10969,28746,18579,6862,12813,38540,21687,23892,22480,7764,10028,4167,4933,6832,9643,9518,10145,15768,26782,22128,12446,10721,11697,11009,10740,9081,7989,,,,,,,,,,,
2023-07-27,3288,13059,42354,37770,22476,11843,9789,3607,3143,10427,1805,3477,3583,7061,10881,15600,16391,4779,8822,2782,7429,7593,6916,31174,3033,8737,11441,13532,17416,13486,8619,21247,14213,29201,23558,8642,31285,23056,19851,17547,22515,115653,41422,20742,19998,21555,20402,22024,20290,10660,25319,6002,7261,14915,4224,3411,2847,10815,8236,10838,23278,8533,11537,7384,20583,20889,23783,36869,33664,25645,24002,59931,20563,30248,31722,19535,58662,18180,14573,13297,19876,11274,43844,18711,7024,12816,38075,21878,23805,23171,7533,9787,4226,4873,7003,9077,9589,10210,15514,26827,23277,12516,10982,11733,11213,10711,8975,8078,,,,,,,,,,,
2023-07-28,4336,14200,46733,46548,24899,13648,10996,3832,3313,11285,1909,3751,5393,7682,13181,15648,16836,5231,9786,3183,7935,8201,6840,34759,3663,10389,12944,15366,19755,15379,9817,24864,16363,32342,26378,9456,33959,25868,21193,18829,24928,159190,52340,23662,21812,25226,25519,25226,23293,11988,27559,6625,7960,17006,5091,3892,3184,11787,9295,12518,27579,9135,13511,8242,21960,22201,27245,44102,36317,27683,26768,74302,22480,35009,37910,23340,71208,20214,16241,14129,25908,13195,49648,21401,8193,14669,41833,24025,25226,26172,7774,10793,4574,5076,7581,9601,10941,11634,17384,29606,26088,13451,11793,12780,11955,11780,9913,8738,,,,,,,,,,,
2023-07-29,4188,8753,25554,44468,16659,9429,7271,3353,2368,7488,1463,2964,8207,5701,12841,4834,6586,3904,7843,3246,5309,6170,2479,21961,3855,10858,9209,11783,12946,13475,8114,24388,12779,23212,19624,4158,27363,19249,15633,15272,10442,153253,53987,18410,15677,26871,27100,23517,18886,8585,20266,5680,5465,15175,5158,3272,1668,8192,7875,11211,32318,5957,10494,6296,16496,14948,24090,38793,27874,21702,25676,78001,14573,32727,31708,18138,60230,15349,13419,7934,20682,9331,55796,14186,9842,12538,21296,18147,14127,18905,5919,7917,3411,2454,6778,7460,9766,10340,13489,18775,22679,9964,8754,9937,8842,9650,7429,6590,,,,,,,,,,,
2023-07-30,3843,7175,19647,33575,11944,8274,5949,2955,1975,5876,1166,2419,6637,4916,10304,4180,5253,3255,6867,2969,4451,5286,2281,17023,3709,9586,8067,10065,10798,11898,7145,20315,10798,18085,16767,3441,23080,16288,12720,12952,7874,137302,42431,13299,13875,21940,22493,19856,15489,6615,16331,4725,4212,12972,4611,2716,1569,6572,6680,9760,27709,5260,8387,4997,13544,11153,18805,32764,22923,17974,21602,63138,11969,24760,22001,14240,47862,12948,11466,7110,17721,7320,47943,10604,9006,10186,15791,15183,11328,14787,4817,6301,2862,2020,5772,6022,7714,8097,10424,14484,18880,8181,7311,8124,7425,7834,6140,5595,,,,,,,,,,,
2023-07-31,5053,13277,43257,39286,22416,12395,10177,3818,3366,11450,1965,3792,4938,7420,11912,15570,16590,5170,9079,3350,7774,7835,6643,26154,3464,10442,12512,14756,18622,14431,9338,22987,15220,30229,23628,9403,32796,24369,20736,18192,23965,134165,43220,22059,21307,23033,23479,23566,21484,12213,28799,6420,7832,17280,4337,3602,3062,11883,9304,12720,29486,8749,12698,8166,21220,22379,25113,39175,34932,26599,25679,62020,20138,31241,32162,20001,62510,18871,15568,13756,20345,12740,41745,18981,8076,13773,38611,22140,23986,24358,8147,10315,4401,5033,7408,9371,10032,10890,15752,28190,22984,13063,11347,12053,11513,11165,9437,8246,,,,,,,,,,,
