　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,G大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,O景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,O頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2023-12-11,5081,13884,44398,39072,26082,14193,10915,4032,3291,13277,2117,4816,6374,9901,11537,16748,18901,5931,9611,3638,8858,8869,6848,27288,3258,11205,13095,16030,20672,17584,9813,26552,15552,31478,26588,11778,34856,25513,21547,20330,25503,136619,43323,22563,23778,24129,28597,28249,23145,13051,31601,6574,8138,19434,5384,4013,3390,14324,9729,14086,33367,9416,13805,8668,23636,24394,27192,45832,38612,27958,27810,63328,24236,32831,32661,20818,66646,20067,16325,14226,22190,13773,31957,19489,7994,15367,39781,22239,25129,25516,9861,11313,4794,5199,8068,10398,10130,12405,17253,28752,24459,13949,12616,12813,12677,11940,11512,9415,,,,,,,,,,,
2023-12-12,4801,14680,46758,41188,27384,14924,11306,4088,3394,13464,2232,4803,6659,10145,12143,17455,19500,6191,10164,3410,9240,9185,7091,27959,3286,11072,13331,16282,21080,17683,10096,27125,16336,33158,30324,12920,36239,26648,22164,20511,26777,132571,45374,22775,24677,26762,28063,29508,23717,13379,31987,6896,8429,20463,6061,3982,3482,14437,9832,14188,30857,9799,13996,8745,23705,25069,27909,44157,40184,28752,27155,65315,26134,33797,34337,22135,66925,21880,16848,14839,22813,13551,31601,20642,8007,15458,42048,23671,26055,26100,14941,11646,4999,5364,8010,11233,10473,12866,18327,30318,26172,14470,13110,13303,12968,12313,11928,9628,,,,,,,,,,,
2023-12-13,4783,14767,47443,41483,27307,14900,11446,4126,3402,13573,2214,4693,6905,10257,11757,17379,19453,6219,10393,3674,9344,9166,7102,28346,3338,11501,13607,16411,21142,17737,10293,26766,16611,33662,30103,12161,36164,26804,22126,20527,25964,133181,46429,23586,24620,27224,29373,29919,24747,13457,32591,7003,8587,20707,6140,4176,3510,14767,10056,14233,32381,9694,14120,8855,24008,25175,28846,45168,40146,29420,28711,64591,27397,34654,34612,22497,67972,21526,16937,14881,23135,13764,31807,20832,8373,15667,42299,23339,26224,26849,14325,11715,5068,5379,8285,10994,10540,12812,18082,31110,26138,14448,13146,13225,12927,12467,12064,9723,,,,,,,,,,,
2023-12-14,4907,14564,47386,43075,27777,14904,11383,4084,3459,13603,2200,4841,7599,10195,12199,17693,19186,6234,10358,3981,9148,9222,7185,32096,3478,11426,13508,16537,21073,17309,10321,27202,16304,33674,30271,12365,36308,26730,22106,20660,25595,140217,47491,23200,25117,30929,30460,30700,24246,13505,32596,7047,8391,20831,6220,4039,3477,14514,10214,14535,34083,9820,14207,8852,24421,25501,28650,46750,39843,29382,28558,65300,26815,35640,35357,22834,69343,21861,16974,15243,24118,14521,33233,21019,8640,15694,42758,23656,26194,26897,14408,11964,5075,5420,8386,10990,10542,13061,18113,30770,26645,14508,13153,13379,13133,12487,11949,9662,,,,,,,,,,,
2023-12-15,5217,15481,50636,50155,29372,15483,12052,4299,3630,13698,2223,5178,7495,10028,14228,16845,19448,6459,11082,4065,9647,9807,7172,31755,3615,12127,13994,17621,22997,18393,10993,29063,17613,35060,31102,12403,38046,27783,22646,21111,26274,175931,57503,25694,26734,35002,34163,32500,26402,14016,33561,7348,8887,21712,6823,4160,3607,14141,10752,15072,36296,10607,16004,9452,25814,25983,32287,57080,42241,30661,31003,78598,28259,39823,41001,27004,81902,23402,18001,15295,29137,15161,38437,23165,9209,16778,45014,28484,27375,29369,14650,12623,5266,5545,8771,11279,11735,14065,20111,32031,29498,15284,13607,14240,13532,13167,12316,10139,,,,,,,,,,,
2023-12-16,3416,10656,31075,50969,19104,11421,8857,4525,2843,9128,1576,3359,7192,6756,13002,6173,7842,4780,9074,3098,6368,6772,2882,21430,4110,10806,10244,14327,17774,15525,9368,28340,16231,27543,27577,5340,31187,22077,16988,17458,10972,170726,64735,23971,18781,35276,28989,28273,21558,9327,23497,6279,6162,17230,7614,3424,1871,9065,8404,11242,30632,7449,12424,7821,19824,17858,34372,72917,34306,25820,31440,94204,21461,37382,38326,25316,82931,17602,15378,11168,25118,10216,39591,16392,11766,14669,24595,20879,16693,20856,8465,9983,3707,2853,7566,8687,10942,12284,15779,22374,27312,11524,10440,11895,10696,11249,9258,7999,,,,,,,,,,,
2023-12-17,3709,8670,24185,38919,14663,9431,7237,3379,2255,7811,1427,2829,6729,6409,10972,4864,6720,3751,7427,2804,5442,5403,2540,13786,3675,9002,8777,11446,14190,13216,8017,22725,12964,22164,24161,4946,25704,18302,13469,14265,10166,155714,54367,16276,16628,22780,24948,23720,17191,7470,19123,5276,4704,15399,6946,2817,1361,7590,6870,9931,28004,5956,9981,5820,15724,13204,25395,52045,26931,20434,25690,76003,15901,31048,27448,20093,70934,14511,12846,9074,21002,8387,34565,12113,10091,12283,19388,19516,14915,17821,7052,8019,2856,2458,6319,6999,9029,9933,12843,17982,22003,9152,8189,9622,8540,8901,7348,6423,,,,,,,,,,,
2023-12-18,5195,14119,45355,41111,26811,14415,10857,4117,3433,13429,2126,4815,6429,9803,11602,16600,18616,6030,9841,3815,9065,8913,6868,27408,3330,11090,13263,16502,20718,17041,9794,25298,15687,31593,27292,12302,35153,25431,21551,20063,25467,136853,45254,24440,24122,25526,28343,27929,23043,13627,32081,6672,8298,19950,5886,3910,3321,14645,9925,14071,33277,9615,13858,8527,23580,24644,27327,46034,38977,27909,27367,64021,24720,34071,33072,20640,65966,20434,16354,14475,21950,14035,32981,20048,8163,14925,41152,21255,25351,25880,14614,11372,4882,5281,8214,10516,10173,12889,17724,29692,25412,14100,12646,13339,12723,12222,11647,9348,,,,,,,,,,,
2023-12-19,4769,14921,47216,42889,27523,14850,11278,4061,3375,13364,2156,4776,6775,10105,11909,17230,19371,6023,10089,3497,9049,9159,7166,28224,3288,10971,13452,16429,21208,17600,10137,25984,16463,32851,30422,11969,36283,26713,22179,20484,27196,132489,47424,24022,24936,26397,29510,28647,23850,13597,32222,6858,8513,20441,6443,3918,3511,14529,10006,13813,30513,9768,13608,8650,23837,25242,27898,44305,39956,28961,27053,64672,26386,34774,35508,21297,67327,21468,16596,14681,22894,13523,31828,20710,7871,15348,43025,22884,26065,26436,14543,12162,4947,5451,8281,10901,10252,12659,18415,30069,26546,14629,12898,13352,13130,12415,11841,9505,,,,,,,,,,,
2023-12-20,4766,15065,48266,44006,27789,15066,11792,4191,3377,13908,2225,4795,5844,10255,12420,17437,19649,6254,10280,3429,9332,9557,7346,28497,3409,10935,13530,16904,21593,17626,10701,26967,16750,33936,30232,12011,36984,26937,22134,20603,25874,134001,49069,24095,25346,26133,29275,29185,24123,13308,32468,7035,8499,20531,6181,4011,3496,14451,10101,13815,29824,9820,13915,8737,24314,25558,28417,45309,40267,29638,27548,67078,27015,35722,36347,22624,70569,22360,17365,15030,23884,13330,33688,21476,8177,15388,43556,23963,26561,26713,14275,11896,5014,5515,8328,11035,10618,13040,18568,31604,26704,14534,13048,13318,13239,12579,12026,9618,,,,,,,,,,,
2023-12-21,4836,15373,48708,46299,28130,15700,11790,4380,3349,13758,2095,4876,6074,10141,12630,17422,19551,6438,10249,3240,9295,9251,7481,28144,3614,10692,13553,16882,21461,17695,10560,27424,17191,34267,29857,12708,36636,26612,22495,20499,25227,139455,49963,23756,25301,26002,28494,28859,23768,13126,31226,6866,8383,19754,6566,4062,3290,13966,9778,13498,28975,9631,13756,8615,24338,25280,27980,46133,40046,29561,27417,67901,27677,35987,38463,23229,73157,22438,17188,15170,24551,13197,35329,21739,7864,15197,44560,23759,26741,26733,14306,11719,5067,5563,8476,10984,10659,12930,18956,31191,27157,14421,13033,13426,13287,12524,11804,9527,,,,,,,,,,,
2023-12-22,5069,15858,51766,51843,29225,15915,12101,4514,3571,13502,2123,4878,6615,10020,14402,16996,19314,6435,10743,3337,9838,9805,7484,28954,3540,11362,13823,17311,22583,18643,11040,31925,19180,35999,32671,12608,38225,28005,22758,21026,24782,170354,59303,25977,26337,27729,32214,29794,25788,13168,31786,7366,8673,21024,7035,4186,3670,13445,10097,13855,31348,10389,15467,9201,25383,25506,31905,54077,41344,30600,29312,80581,28718,38825,43085,25450,85272,23951,18218,16378,28528,14389,45645,24155,8928,16820,46207,24724,27792,28854,14129,12356,5125,5560,8855,11317,11612,13652,20578,35000,29579,15047,13669,14486,13752,13304,12188,10105,,,,,,,,,,,
2023-12-23,3382,11011,31644,52816,19231,11577,9239,3837,3133,9217,1710,3278,8083,7336,13565,5489,7734,4581,8892,3271,6603,6949,3101,18378,4091,11009,10703,14259,17118,15262,9501,30516,15956,28287,31702,5369,32159,22712,17174,17311,15891,170427,65713,21057,18364,28457,29247,27690,21143,9347,22952,6536,6213,17613,8102,3408,1917,8556,8239,11434,31522,7063,12672,7567,19205,17680,32998,69061,33055,25474,29747,96362,19015,36907,40896,24610,94467,18034,15688,9642,23183,10968,51606,17397,11357,14274,24875,20347,16789,19707,7972,11233,3875,2712,7895,8776,11344,11909,16054,23716,26636,11939,10390,11729,10801,10729,8753,7599,,,,,,,,,,,
2023-12-24,3424,8842,24141,41903,14075,9151,7219,3348,2442,7502,1321,2591,6682,6143,12419,4603,6004,3842,7729,2967,5743,5790,2788,14083,3584,8945,8707,11620,13476,12764,7999,25399,13405,21115,23283,4004,26682,18264,13532,14357,8316,150877,56419,15877,18270,23190,25301,23171,17806,7279,18381,5358,4975,14966,7183,3270,1554,7530,6882,9616,27823,6326,9855,5847,16169,13448,25965,58098,27263,20849,25681,80586,15019,30140,30380,20364,87373,15161,13640,9233,20191,8365,48212,13102,9729,11678,19023,16450,13040,16798,6504,8572,3018,2191,6805,6639,9076,9750,13166,18265,22557,8927,8201,9918,8884,9023,7144,6435,,,,,,,,,,,
2023-12-25,4722,14430,46837,45629,26964,14335,11245,4034,3482,13365,2085,4743,7360,10050,12561,16378,18142,6122,9776,3576,9250,9165,6836,26845,3512,11136,13368,16066,20881,17307,9900,25850,16147,31606,28760,10680,35501,25772,21558,20055,25433,144875,54626,24118,24526,25342,30515,26355,23235,13186,31994,6779,8377,19943,6700,3992,2731,13721,9844,14075,34322,9565,13705,8776,23847,24724,28993,53154,39472,28816,29165,74627,26108,36977,36816,23309,74360,21097,16878,14977,23355,13543,45429,21167,8937,16134,42075,22332,25621,26570,9228,11317,4773,5283,8119,10653,10565,12738,18228,31279,26832,14034,12484,13080,12865,12337,11736,9347,,,,,,,,,,,
2023-12-26,4667,14915,48237,43970,28119,14622,11717,4091,3309,13735,2120,4886,9439,10188,12138,17234,19306,6227,10179,4122,9316,9654,7135,28594,3355,11672,13543,16680,21821,18316,10264,25089,16319,32736,31932,12402,36675,27082,22304,20522,25498,138504,49156,24035,24978,27276,31370,30818,24244,13492,32240,6922,8591,20767,7143,4066,3567,14503,10063,14428,33636,9644,14327,8950,24408,25220,28357,45927,40091,28924,28801,70676,26752,36139,36094,22762,65420,21744,16977,14878,23127,14293,33931,21461,8788,16270,43764,23185,26170,27674,14343,11698,5097,5431,8669,10959,10621,13226,18887,31959,27799,14569,12955,13434,13012,12339,12021,9772,,,,,,,,,,,
2023-12-27,4724,15016,48485,44979,28469,15089,11818,4350,3435,13809,2235,4915,8669,10192,12365,17277,19216,6267,10446,4144,9512,9383,7295,29545,3483,11889,13756,16892,21951,18506,10726,25541,16691,33278,31167,12159,37324,27154,22563,20593,25298,139714,50422,24262,25443,27877,31073,30483,24056,13592,32468,7238,9081,21208,7064,4173,3514,14886,10066,14689,34067,9778,14468,9157,24538,25258,28790,45536,40357,29539,29715,70230,27472,37798,36737,23129,65318,22240,17512,14954,24303,14345,34090,21784,8914,16527,43834,23759,26798,28064,13764,11912,5148,5453,8489,11080,10752,13207,18875,33065,28158,14512,13011,13653,13200,12655,12117,9740,,,,,,,,,,,
2023-12-28,4942,15393,50012,45831,28755,15236,11854,4119,3426,13765,2020,4860,6422,10028,13023,17355,19454,6263,10457,3342,9483,9108,7633,32089,3623,11029,13398,16811,21456,17579,10428,25162,16753,33281,31360,12380,36939,26848,22346,20427,25550,145388,52152,23884,25759,26662,30178,29836,23937,13291,31657,6927,8542,20327,6689,4072,3354,14280,9760,13933,30570,9700,14100,8562,24188,25155,28309,45824,40157,29212,28833,71279,27847,38448,37492,23844,67212,22604,17144,15015,25298,13664,35131,21829,8129,16149,45015,24283,27366,28124,14288,11632,5146,5477,8373,11168,10912,13464,19374,33121,28126,14425,13048,13521,13230,12685,11808,9515,,,,,,,,,,,
2023-12-29,5499,15422,50344,52638,29346,15164,11939,4290,3484,13627,2181,4979,8392,9966,13988,16291,18505,6501,10848,3544,9480,9821,7506,33931,3665,11919,13774,17428,22596,18131,10697,26874,17800,33550,33235,11866,37621,27331,22282,20545,25260,177262,60646,26179,26586,29381,33488,31806,25644,13530,32133,7440,8677,21848,7897,4198,3353,14087,10361,14445,35223,10472,15870,9248,25075,25219,31256,52645,40905,29973,31467,84330,24822,40481,41791,26594,75826,23599,18135,15205,31606,14081,38656,23308,9003,17674,45543,24248,27817,30097,14599,12324,5177,5566,8885,11058,11794,14247,20216,33348,30034,15118,13492,14082,13327,13090,12387,9987,,,,,,,,,,,
2023-12-30,3865,9344,27322,47974,16818,9671,8288,3660,2623,7846,1536,3260,11157,6056,11622,4938,7030,4230,8558,4191,5926,6142,2876,27465,3304,10914,9459,12714,16100,13748,8304,23791,13679,23513,27193,4680,28916,20237,15601,16562,10012,162056,61481,21208,17122,27601,32418,27088,20255,8931,21057,6173,5616,17483,8053,3499,1936,9983,8116,12262,37839,6760,11502,6817,18130,15895,28913,54237,29714,22602,30381,93878,16135,34902,34742,21944,64605,16163,14761,10119,24975,11032,34848,15444,10899,14933,21743,15579,14928,22649,7283,9976,3457,2436,7653,7463,10589,12100,14350,20526,25000,10154,9516,10788,9386,9873,8030,7322,,,,,,,,,,,
2023-12-31,3328,10309,27800,50537,20353,10181,10575,4434,3511,8580,1975,4809,15675,6770,15801,5337,6879,4645,9518,5064,6300,7278,3310,26663,3569,12843,10067,14128,16478,14679,8895,26259,13238,22030,34846,5145,31742,21664,17113,17650,11404,190126,64498,19277,19671,30685,36335,29708,22193,8367,21512,6648,7410,18492,8469,3885,2062,10497,9673,21008,68376,9394,12414,7418,19209,16084,30436,56023,30431,23934,33809,116569,16076,37055,40441,59396,140334,18853,16407,9776,26424,31194,119279,31721,15386,16489,22096,15518,16699,27030,8310,12184,4174,2957,10147,8871,12745,13088,15836,20085,27286,11680,10225,11937,11226,11527,11114,9064,,,,,,,,,,,
