　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,G大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,O景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,O頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2023-10-11,5391,13983,43362,39182,26241,14832,10923,3839,3397,14000,2104,4734,5720,9903,11201,16944,19289,5912,9618,3238,9185,8802,6761,27283,3235,10962,13101,16689,21162,17896,10013,28443,16039,32825,29935,11928,35543,26129,21739,20261,25506,121574,42869,22062,23314,25806,27680,27822,23102,13430,32143,6773,7924,19561,4895,3814,3343,14336,9979,13746,31288,9523,13671,8535,23469,24932,25702,39682,38559,28173,26354,57647,25452,32725,31843,20481,58992,20891,16108,14009,21534,13254,27754,19659,7667,14166,39843,22387,25115,24919,14917,11573,4718,5124,7849,10558,10013,12468,17206,28707,23937,14191,12735,13132,12774,12263,11703,9262,,,,,,,,,,,
2023-10-12,5141,14335,44426,41239,26299,14693,11163,3948,3443,13659,2166,4771,6047,9955,11444,17032,18943,6095,9901,3402,9155,9050,6853,31997,3360,11244,12951,16615,21676,16950,10033,27018,15913,32555,31919,12308,35296,26465,21644,20367,25103,127586,45117,22712,23747,26291,28694,27911,23493,13336,31885,6824,8173,19484,5009,3989,3326,14146,9883,14109,31841,9534,14087,8580,23627,24686,26083,40093,39076,28226,27205,59422,25260,33837,33023,21345,63134,20850,16360,14743,23003,12769,30844,20001,7847,14876,40430,22692,25504,25788,14675,11564,4775,5195,8055,10540,10161,12389,17549,29823,24866,14449,12738,13180,12854,12399,11700,9190,,,,,,,,,,,
2023-10-13,5514,14867,47527,47678,28280,15064,11702,4148,3405,13525,2163,4887,7285,9929,12713,16970,18931,6130,10331,3471,9265,9367,6899,32641,3545,11833,13212,17352,22327,17930,10544,29364,17502,33701,32606,12533,36847,27083,22241,20572,25799,156528,54863,24511,24623,28730,31426,29404,24512,13524,32418,7110,8374,20713,5487,4104,3310,13773,10064,14153,33612,9937,14951,9077,24536,24879,28961,44868,39927,29209,28453,71639,26294,36087,37040,23996,70432,21973,16843,14739,25885,13714,35132,21883,8735,16106,42614,23471,26318,27963,14293,12322,5041,5359,8458,10808,11072,12914,18861,30767,26752,14993,13257,13605,13098,12745,11978,9743,,,,,,,,,,,
2023-10-14,3924,9426,27385,45669,17773,10774,7773,4118,2530,8712,1638,3428,9213,6788,13055,5479,7166,4567,9099,3588,5707,6317,2456,28903,3433,11242,9785,13746,17306,14977,8492,25923,14152,25926,27958,5141,29027,20629,15930,16992,13518,152817,58704,19608,17428,28562,31532,26069,18981,9058,22768,6271,5749,16301,5832,3350,1786,9417,8472,12431,36913,6585,11437,6756,17877,16183,26085,41820,29760,22198,27527,79629,16406,33037,32091,21323,63576,15884,14302,11367,25481,9806,34096,14255,12357,12992,20911,17820,15317,20151,8321,10689,3571,2695,7544,7774,10343,11258,13553,19668,24013,10658,9508,10628,9395,10079,8397,7342,,,,,,,,,,,
2023-10-15,3978,7492,20000,35260,13101,7991,6688,3500,2136,7984,1431,3008,9031,6262,10803,4641,6039,3636,7027,3736,5219,5478,2291,22819,3276,10651,8200,12099,14873,13211,7782,24897,12140,20351,26054,4082,25278,17452,13120,14263,10991,138385,47426,13538,16090,26370,26213,22328,16428,7230,19250,5229,4849,15181,5552,2993,1648,8469,6973,10977,34761,6066,9442,5350,14858,12097,20922,33631,24349,19095,25190,66038,13040,26717,22540,15750,46433,13142,12942,8523,17797,9082,24740,10666,12032,10917,15413,11383,12104,15965,6697,7532,2846,1987,6690,6275,7928,9414,10877,16896,20119,8657,7520,8410,7650,8308,6724,5851,,,,,,,,,,,
2023-10-16,5255,13731,42676,38021,25649,13814,10692,3886,3346,13412,2107,4742,5404,9685,10568,16662,18706,5874,9446,3406,9037,8836,6767,27903,3181,10967,12877,16165,20924,16856,9486,25322,15272,30716,26668,11959,34555,24988,21192,19540,24843,123706,41833,21993,23115,24787,27410,26369,22186,12944,31562,6634,7992,19261,4681,3852,3489,14318,9587,13562,31847,9297,13377,8523,23014,24319,25427,38893,37882,27308,26163,57808,24262,32292,30654,19731,59110,19734,15874,14183,21017,12906,27815,19152,7674,14512,39116,21344,24816,25118,14482,11369,4835,5095,8025,10297,9816,12134,16842,28541,23653,13939,12397,12723,12371,12024,11681,9139,,,,,,,,,,,
2023-10-17,5169,14423,45221,40425,27003,14560,10907,3891,3408,13557,2140,4862,6487,9974,11596,17315,19335,6250,9980,3436,9253,9143,6983,32201,3296,11248,13008,16627,21525,17533,10118,26620,15816,32971,30795,12190,35687,26487,21942,20201,26337,126342,43528,22727,23976,26971,29347,28546,23186,13430,32096,6785,8388,19752,5127,4026,3496,14470,10069,13798,31780,9532,13945,8765,23887,24882,26579,39639,39388,28204,26904,58805,25487,33508,32264,20421,59871,21068,16592,14140,22676,13447,29400,19680,7785,14820,40597,22783,25475,26395,14726,11752,4888,5290,8165,10782,10142,12484,17748,29777,25417,14430,12870,13381,12827,12407,11809,9542,,,,,,,,,,,
2023-10-18,5248,14407,45820,41585,27234,14804,11343,3996,3397,13709,2229,4781,6434,9977,12091,17501,19475,6204,9989,3551,9494,9176,6980,38867,3209,11473,13191,16627,21765,17130,10211,27404,16083,33093,31274,12512,35941,26355,22093,20373,25723,129240,45057,23120,23995,26730,29784,28343,23916,13598,32258,6916,8550,20333,5208,4072,3502,14692,9910,14192,32254,9471,13949,8724,24168,25120,27010,40365,39538,28882,27668,61563,26535,34651,33378,21361,61881,21233,16355,14512,25209,13525,29859,20361,7977,15019,41146,25202,26092,26339,14443,11811,4988,5278,8075,10979,10276,12636,17909,29926,25214,14504,12926,13188,12833,12433,11888,9484,,,,,,,,,,,
2023-10-19,5191,14542,45697,41692,27187,15091,11233,3928,3395,13712,2109,4663,6427,10266,11565,17389,19271,6171,9968,3457,9443,9274,6928,38639,3495,11281,13220,16675,21226,17243,9981,27299,16145,33117,31493,12484,36044,26510,22010,20264,25912,131821,44946,22915,24127,27030,30315,28213,23482,13281,31753,6908,8350,19933,5399,4095,3401,14310,9735,13929,32255,9486,14012,8618,23733,24754,26988,41652,39552,28714,27083,61541,26616,34196,33205,21168,67409,21265,16162,14916,25396,13690,32049,20078,8310,15090,41014,26328,26016,26678,14412,12500,4915,5387,8140,10642,10125,12636,17980,29450,25593,14366,13011,13315,13074,12460,11807,9488,,,,,,,,,,,
2023-10-20,5763,15384,48622,48273,28910,15406,11717,4112,3437,13622,2152,4823,6647,9915,12725,17138,19133,6363,10751,3500,9694,9567,7183,35280,3647,11794,13926,17897,22851,18093,10720,29294,17445,35054,32377,12304,38011,27865,22549,20867,26040,168495,54626,24373,24925,31401,30676,29420,24754,13483,32457,7151,8553,20805,5717,4077,3462,13915,10209,13997,32051,9948,15145,9141,24667,24897,29000,47262,41047,29814,28822,73043,27671,37779,38634,25117,75214,22675,17434,14877,28677,13724,36235,22053,8700,15856,43429,33280,26971,28760,14300,13133,5022,5404,8516,11044,11288,13317,19433,31036,28050,15006,13662,14047,13526,12971,12189,9720,,,,,,,,,,,
2023-10-21,3801,9484,28521,45902,18367,10258,8107,3516,2426,10314,1557,3146,7602,6743,12396,5095,7217,4863,8427,3128,5980,6375,2545,18399,3410,10383,9932,13542,17062,14208,8678,25228,14685,26652,30544,5128,29735,20933,16622,16973,13553,154597,60112,19894,18533,34557,32071,26371,19498,9661,22971,5997,6121,17245,6366,3286,1711,11940,8421,11376,32088,6332,10873,7298,17741,15960,27754,41319,30837,23017,28771,82933,17539,32974,33541,20529,64221,15678,14397,10395,20607,9682,33784,14592,11847,13660,22956,26872,15863,21311,7816,9056,3666,2662,9364,8070,10439,11559,14251,20410,24290,10979,9903,10839,10055,10125,8087,7379,,,,,,,,,,,
2023-10-22,3859,7440,21195,34709,13511,8233,6537,3478,2127,7731,1327,2887,8146,5986,10053,4460,5979,3638,7137,3179,5052,5344,2252,13366,3210,10073,8582,11726,14561,13381,7850,24407,13428,21339,29789,4348,25494,17883,13481,14629,11264,142272,49251,14561,16243,32262,27106,22654,16801,7432,19434,5325,5076,15250,6095,2959,1585,10709,7260,11650,33188,6063,9607,5904,15469,12544,21980,35043,25418,19563,24622,68607,12918,27482,22607,16069,50464,13285,12664,7199,15662,8948,32372,10789,10466,11232,16460,21744,12296,17625,6733,7232,2957,2301,6502,6262,8137,9400,11529,15756,20548,9002,8054,8945,8295,8554,7224,6306,,,,,,,,,,,
2023-10-23,5184,13814,43307,38666,25852,14109,10749,4072,3413,13264,2129,4763,8073,9666,10906,16597,18461,6055,9289,3448,9153,8802,6632,28812,3294,11142,12998,16282,20514,16629,9649,25130,15059,31269,26218,11965,34886,25220,21318,19852,24897,127478,40435,21756,22687,27256,27640,26522,21990,13084,31229,6585,7975,19017,5052,3932,3438,13968,9698,13973,33617,9477,13539,8637,23260,24747,25703,39975,37827,27589,27244,59545,24606,32384,30376,19383,60752,19859,15948,14182,21220,13362,31732,19245,7628,14551,39394,27682,24863,25470,14471,11245,4782,5127,7778,10476,9927,12146,16821,28465,24240,13960,12425,12746,12592,12065,11726,9374,,,,,,,,,,,
2023-10-24,5068,14422,45581,39807,26689,14864,10966,3927,3304,13479,2156,4844,6813,9894,11235,17386,19008,5973,9859,3541,9096,9022,6785,28971,3263,11370,12973,16411,21064,17254,9967,26186,15554,32425,30415,12230,35463,26258,21652,20118,25951,126906,42562,22524,23793,26327,29248,27621,22825,13330,31928,6818,8174,20049,5468,3938,3480,14367,9736,13948,32483,9444,13791,8439,23536,25279,26267,39477,39073,28045,26672,61550,25648,32804,32404,20680,61232,20964,16264,14350,22099,13587,29625,19797,8093,15116,40718,22494,25555,25712,14391,11459,4781,5244,8154,10724,10090,12514,17665,29222,25707,14220,12807,13019,12721,12092,11701,9403,,,,,,,,,,,
2023-10-25,5217,14580,45600,41939,26866,14626,10968,3903,3432,13684,2170,4790,6799,10117,11910,17435,19485,6021,9919,3547,9253,9061,6939,34167,3337,11445,13093,16631,21873,17278,9974,26757,16182,32880,31099,12129,35471,26522,21929,20425,25757,128959,44420,23176,23908,26511,29945,28466,23213,13418,31710,6759,8274,20243,5483,4082,3456,14436,10062,14244,32758,9610,13717,8642,23843,25131,26578,40438,39384,28510,27447,63384,27014,33577,33198,21367,62965,21135,16655,14488,24305,13866,30072,20221,8138,15355,41434,22520,25879,25732,14237,11497,4953,5366,8187,10895,10411,12703,17918,29652,25669,14463,13001,13225,12883,12156,11796,9423,,,,,,,,,,,
2023-10-26,5375,14560,46293,42192,26882,14945,11300,3991,3434,13562,2178,4842,6811,10053,11607,17451,19210,6098,9985,3675,9244,9054,6926,34371,3417,11517,13185,16387,21442,17076,10105,26824,16695,32743,31332,12192,35508,26681,21896,20059,25691,133181,44979,22634,24385,26987,30034,28182,23548,13013,31389,6866,8479,20167,5963,3978,3395,14166,9874,14392,32629,9553,13696,8454,23718,25058,26408,40706,39167,28414,27455,64653,26445,33999,33626,21736,64246,21175,16375,14898,24822,13928,31032,20451,8312,15135,41482,22733,25738,26274,14315,11486,5068,5320,8114,10606,10162,12637,18137,30103,25961,14225,12918,13015,12908,12176,11840,9304,,,,,,,,,,,
2023-10-27,5667,15003,48901,49632,28480,15348,11680,4160,3540,13508,2226,4907,6308,10009,13188,17103,19139,6399,10389,3450,9422,9270,7023,33364,3655,11605,13524,17399,22146,17875,10426,29401,17421,34417,32840,12190,37000,27149,22256,20421,25374,165524,54481,24379,24843,29165,31618,29595,25408,13629,32737,7077,8563,20703,6350,4203,3456,14028,10164,14532,33382,9905,14876,8977,24523,24768,29122,45964,40448,29333,29447,81446,27781,38038,38887,25461,73551,22355,17337,14928,28571,14256,34633,22476,8771,16098,43467,23693,26773,28266,13717,12099,4948,5328,8415,10848,11231,13409,19317,31171,27580,14887,13595,13663,13196,12856,11828,9756,,,,,,,,,,,
2023-10-28,3571,9209,28596,47760,18376,10728,7877,3418,2301,8214,1420,3033,6467,6383,11767,4869,7522,3901,8019,2964,5837,6226,2579,16327,3415,10527,9622,13711,16578,13551,8642,26244,14783,26327,25971,4885,28978,20699,16038,15953,12582,152348,59879,19882,17393,29542,30396,26968,26447,9182,24305,6155,5663,16955,6827,3200,1707,9138,8080,11321,29516,6487,10739,6578,18176,16089,31312,41599,30407,23264,28278,96238,18123,33598,36356,25586,93839,16141,14226,9692,20106,8957,35019,15313,10710,12775,21894,16432,15405,19698,7691,9176,3608,2574,6881,7770,9991,11009,14791,20378,24842,10468,9506,10485,9733,10306,8141,7287,,,,,,,,,,,
2023-10-29,3496,7299,20651,35110,12955,8164,6504,3159,2127,7290,1284,2919,7199,5510,9004,4437,5836,3469,7104,3350,4950,5290,2184,13011,3297,9706,8420,11440,14042,11864,7888,23825,11688,20590,24925,4316,25084,17563,13021,13985,9429,134225,47398,13709,15459,25070,24877,21815,16673,7341,18868,5206,4904,15056,6248,2851,1541,8019,6988,12178,31869,5899,9083,5390,14940,12534,23775,33314,24667,18411,24632,69681,13026,25289,22512,19862,49230,13228,11765,7301,15875,8046,24315,10864,10067,11024,16129,12518,12630,16189,6147,7186,2814,2063,7825,6258,7965,9439,11351,16585,19770,8491,7498,8485,7991,8161,6918,5720,,,,,,,,,,,
2023-10-30,5020,13696,43467,39359,25879,14004,10715,3913,3413,13268,2191,4884,5673,9843,10753,16856,18268,5893,9384,3449,9096,8744,6701,31700,3283,10999,12725,16232,20758,15412,9824,26349,15133,31140,26161,11740,34446,25187,21091,19883,24803,124861,40757,21891,22872,25252,27308,26750,22386,13216,30964,6599,7922,19244,5108,3796,3437,14165,9549,13747,32027,9373,13292,8561,23129,24408,25663,38753,37986,27704,26671,61114,23848,32075,30492,19472,60364,19892,15693,14175,21349,13264,29063,19231,7808,14688,39080,21150,25103,24898,14016,11303,4922,5180,7736,10611,9913,12228,16936,29318,23671,13806,12526,12715,12510,11928,11633,9171,,,,,,,,,,,
2023-10-31,4685,14311,44880,41215,27105,14711,11242,4065,3338,13474,2188,4790,6811,10088,10976,17475,19058,5926,9866,3531,9034,9050,7010,28707,3442,11348,13198,16493,21254,17176,10140,27428,16065,32820,30353,12096,35656,26408,21797,20357,25665,123615,43128,22314,23827,27062,28384,27982,23176,13413,31791,6873,8508,20036,5678,3929,3470,14640,9843,13947,32022,9570,13604,8467,23614,25050,26876,39353,39148,28052,27199,61915,25165,33029,31957,20848,62344,21369,16235,14555,21941,13657,29582,19796,8010,14951,40858,22561,25666,25411,14339,11404,4893,5292,8084,10746,10179,12621,17674,29260,25149,14306,12963,13090,12854,12371,11857,9575,,,,,,,,,,,
