　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2023-04-01,4254,7481,20899,39052,13253,8215,6547,5339,1881,6736,1304,2422,7435,5095,8957,4137,5448,3089,6859,2578,4598,5204,2075,18086,3309,10055,8375,10331,13780,10720,6902,17892,10732,19727,14139,3305,23467,17015,15781,13624,7850,146956,42886,15243,13534,22796,21743,20267,15738,7228,18334,5131,4978,13505,5766,2735,1399,6325,6700,12465,25166,5402,8722,5744,14562,12570,20417,37033,24021,17318,22268,62880,13018,25948,25754,15794,49240,12964,11169,7379,23980,6308,24283,11339,8203,9478,17243,14163,12239,14405,5393,7464,4028,2020,5434,6554,8706,9109,11425,16392,18217,8739,7953,8990,7800,8306,6463,5788,3304,2077,2771,3969,1176,1250,1737,11234,1747,3190,3980
2023-04-02,4074,7088,17783,34391,11406,7326,6296,5109,2150,6771,1649,3297,20404,4145,9031,3580,4895,3037,6801,3653,4089,5318,1848,17239,3651,15819,8180,10046,12788,11126,6626,20945,10395,16424,15897,3482,23088,15962,15043,13753,6766,135594,41557,13962,13962,27012,29871,23894,16043,6751,18320,4997,4928,14851,7652,2668,1468,7688,7175,14535,46605,5632,9016,5719,14331,11100,20249,34323,22058,16005,24278,66549,12023,25634,21696,14555,45337,11301,10581,7400,17645,9513,26203,10089,12830,10491,13853,9780,10533,16470,4895,7225,3995,1887,6575,6422,8557,9278,10491,14063,18013,8728,7519,8367,7802,7925,6583,5956,4327,2107,2870,3903,1143,1257,1643,9400,1786,2965,3517
2023-04-03,4105,6867,18121,35854,12014,6534,6398,5046,2210,7661,1661,3628,22085,4330,9197,4149,5414,3300,7103,4255,4337,5507,2009,17539,3633,17563,8493,10198,13811,11005,6632,20887,9980,16770,13817,3321,24116,16572,16324,14194,12727,132444,40846,16918,13376,23397,30862,25502,16389,8185,19717,5126,5161,15027,7007,2828,2400,8381,8103,15869,52563,5819,9325,5978,14962,13689,20706,34052,22722,16702,23740,68119,9938,26157,22807,12531,45537,11257,11386,6734,16263,10560,27081,11037,10861,10810,14491,9798,10810,16667,5245,8577,4386,1966,6693,6592,8917,9463,10388,14111,17844,8850,8259,8713,7937,8036,6966,6122,4963,2211,2832,4163,1157,1373,1709,8457,1728,3330,3361
2023-04-04,3186,6683,18144,34070,11095,6504,6115,4327,2151,6206,1490,3045,16467,4564,8945,4046,4852,3154,7160,3977,4280,5518,2032,21796,3452,15664,8368,10132,12854,11325,7131,21672,9793,16599,13669,3366,24208,16655,15504,13600,6917,116854,40692,13635,12751,24795,28019,23590,16060,6773,18894,5337,4798,15156,6992,2834,2250,7820,7093,13877,45321,5301,8772,5478,14640,12926,19563,31935,22079,16656,22709,64762,10712,25032,22450,12742,42880,11510,11076,6467,16313,9375,21765,10350,9385,9968,14152,9635,10837,15733,4941,7873,4010,1890,6571,6361,8362,9354,10084,13374,17880,8452,7820,8484,7686,8013,6512,5865,4356,2338,2912,4049,1170,1282,1661,7854,1847,3326,3297
2023-04-05,3036,6361,15401,29245,10266,6604,5796,4226,2085,7178,1111,2205,8760,4878,7893,4033,4908,3118,6429,2978,4009,4548,1818,19165,2840,10303,7551,9098,11950,10354,7036,20365,10142,16167,11303,2932,21636,14885,13993,12289,5931,95807,32943,10859,11103,17935,18152,17923,14086,6484,17068,4452,4175,12803,4683,2329,1333,6590,6241,9921,28447,4541,6759,4752,12309,9650,15590,26580,19628,15213,18932,51539,9973,20783,19322,11115,35609,11228,10200,6448,14092,7031,17117,9637,6652,7690,13187,8370,10443,11408,4379,5711,3255,1584,4771,5454,6890,7309,9393,12494,15269,7226,6472,7066,6666,7204,5256,4810,3229,2017,2903,3650,1052,1207,1577,7232,1578,2794,2924
2023-04-06,4360,13128,41706,37950,25071,13786,10806,3831,3114,13388,2103,4417,5499,9315,10072,16705,17199,5749,9178,3000,7726,8454,5970,25261,3129,10846,12551,15071,23288,16171,9368,26921,15631,31024,24519,10690,33881,24684,24407,18959,24299,116354,40471,21258,22473,25670,24665,26982,21773,13119,30858,6663,8054,19019,5142,3631,3167,13691,9488,12938,27869,8864,12316,8051,22192,22116,24479,36644,34564,26090,24950,57754,21482,31544,30738,18841,57386,19704,15263,13831,18971,12504,27694,19175,7735,12364,37740,21979,24055,23633,7718,10764,5690,4812,6909,9773,9788,11538,16599,27999,23016,13282,12107,12306,11934,11578,10322,8705,3805,2586,4218,4813,2624,3733,3085,8213,2407,4159,5683
2023-04-07,4716,14263,45559,45289,27190,14344,11286,3896,3336,13870,1921,4544,5638,9484,11656,16724,17705,5841,9672,3127,7918,8836,6396,25834,3343,11131,12888,15773,24563,16911,9741,26805,16900,32537,26336,10958,35622,25846,24938,19468,24621,136663,47793,22553,23431,26322,25993,27697,24608,13083,31538,6830,8331,19757,5735,3827,3198,13066,9799,12924,28319,9234,13239,8338,23087,22508,26778,41066,36479,27433,26785,67382,25099,34604,36137,22515,65118,21006,16089,14263,21096,12998,35506,20728,8106,13384,41529,23793,25685,25406,8222,11676,5967,5091,7381,10060,10687,12140,18360,29398,25322,13783,12824,12827,12641,12061,11000,9039,3739,2722,4252,5171,2764,4011,3338,9517,2512,4513,6004
2023-04-08,3158,8814,24564,42143,20572,9718,7440,3790,2353,8309,1497,3092,8860,6521,10739,5499,6546,3845,8007,3175,5254,5947,2135,15355,3478,12666,9172,11256,16134,13571,8209,25159,14008,24506,18854,5017,27930,19816,17932,15320,10012,129731,48781,18719,16117,27234,27075,25316,19937,8850,22308,5903,5703,16549,6425,3195,1719,8257,8270,11908,33303,5847,9678,6019,16320,14685,23703,36325,27048,20351,24901,71881,14769,30128,30247,18523,52672,14824,12891,11549,16461,9742,31414,13657,11940,11281,19377,18331,14432,18517,7023,8183,4493,2675,6678,7181,9475,10688,13148,18528,22047,9995,9169,9802,9043,9213,7420,6778,3492,2294,3092,4281,1309,1515,2044,8555,2147,3566,3681
2023-04-09,3717,6878,18306,31151,12014,7473,6070,3440,2027,7177,1305,2695,8282,6043,10121,4208,4944,3446,6720,3484,4617,4986,1819,11981,3249,12113,8143,9770,13634,11646,7276,23164,11603,18638,16123,4077,22684,16388,15118,12939,7480,119564,39023,12506,14691,23985,23646,21544,17573,6658,18670,4934,4478,14947,5644,2635,1442,7509,6971,11684,32685,5542,8350,5145,13467,11243,19069,30926,22516,16517,21470,56690,11598,24519,20269,14926,41862,12158,10780,7805,13576,8928,26911,9979,11443,8987,14411,15345,11635,14310,6902,6492,3937,2037,5818,5822,7624,8470,10548,14920,18379,8202,7522,8131,7186,7765,6299,5663,3320,1962,2739,3625,1101,1358,1673,7623,1773,2997,3345
2023-04-10,4859,13345,42155,36176,22829,13645,10581,3906,3295,13545,2026,4401,5547,9497,10613,17047,17678,5838,9179,3211,8665,8500,6055,26797,3161,11222,12565,15280,23510,16192,9358,23778,15032,29822,23507,11146,33871,24713,24699,19193,24576,116870,38242,21509,22161,24720,26300,25089,21993,13176,31803,6705,7896,19119,4687,3703,3304,14250,9596,13380,32409,9015,12609,8224,22409,23253,25046,37565,36589,26385,25395,55432,22750,30709,29832,18561,56149,19326,15340,13846,19052,12885,32101,18752,7951,12126,37709,21512,24233,23278,13966,11077,5935,4900,7366,10174,9703,11672,16280,27871,22683,13409,12144,12418,11919,11736,11252,8851,3956,2604,4073,4947,2583,3873,3231,8559,2581,4247,5899
