　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,G大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,O景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,O頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2023-09-14,5365,14233,45016,40785,26044,14829,10967,3896,3344,13291,2053,4621,5576,10017,11445,16950,18877,6000,9878,3232,9152,8754,6821,31072,3524,10996,13042,15852,20057,17940,9950,27738,15905,32994,26149,12266,35233,25877,21542,19914,24258,127551,44022,21801,23179,25820,27990,27804,22852,12575,30913,6656,8121,19361,4851,3794,3297,14043,9560,13471,30940,9405,15376,8324,23426,24405,25946,39711,38814,28099,26323,58628,26277,34587,33254,20433,61092,21042,15858,14621,23112,13010,31011,19922,7736,14224,40127,22981,25578,25308,15089,11955,5173,5322,7879,10602,9918,12308,17329,28771,25501,14105,12578,12890,12778,12083,10837,9346,,,,,,,,,,,
2023-09-15,5866,14923,47668,47848,28164,14913,11436,4092,3349,13660,2208,4721,5973,10042,12519,16734,18933,7053,10226,3407,9237,9473,6996,32754,3778,11365,13493,16688,21165,18066,10666,29714,17700,34677,28140,12740,36768,27133,22050,20470,25014,165914,52028,24280,24425,28349,30967,29574,24696,12867,32230,6993,8442,20507,5064,3971,3442,13533,10178,13701,32258,9797,15197,8974,24334,24434,28965,44561,40221,29586,28547,69926,27621,37747,38593,24141,71699,22213,16994,15481,27908,13702,34212,21933,8294,15415,42640,24367,26844,27184,14880,12829,5081,5370,8232,11005,11018,13061,18836,31736,27438,14750,13416,13813,13138,12618,11276,9689,,,,,,,,,,,
2023-09-16,4079,9788,28428,47625,19257,10790,8212,3762,2565,9020,1576,3676,8849,6843,11868,5519,8097,4217,8426,3742,5866,6889,3073,37706,3841,12663,10340,12851,14615,14606,8740,27466,15553,26668,22283,5319,30128,21121,16184,16691,12171,159225,55950,19630,18400,29640,32116,27380,21426,9692,22791,6209,6034,16616,5668,3421,1810,8608,8385,12225,34302,6579,11548,6865,18213,16014,26760,41043,30626,23178,29776,79592,18455,35086,33498,24841,66371,17247,14407,11037,27084,9522,31607,14418,10888,13226,22874,17704,15735,20263,8177,9215,3615,2625,7564,8019,10089,11215,14887,21289,25346,10745,9827,10788,9890,10144,8287,7391,,,,,,,,,,,
2023-09-17,4053,7533,20714,35106,12287,8496,6661,3182,2075,7724,1369,2758,7670,5836,10221,4267,6039,3381,7092,3178,4904,5129,2283,23868,3637,10448,8493,10701,12050,12500,7755,23646,12736,21114,19393,3754,24422,16895,12839,14002,9417,144004,44093,14403,15237,23099,26480,22888,16998,6923,19018,5029,4556,14358,4707,2752,1528,7584,6982,10891,33830,5961,9528,5334,14734,11912,20638,33569,24325,18417,23589,64842,13017,28953,23720,17183,50485,13130,11950,9099,20589,8276,27099,10732,9390,11251,16242,11584,12264,15007,6661,7454,2888,2196,6327,6153,7796,9287,10796,15817,20328,8413,7773,8486,7836,8043,6684,5925,,,,,,,,,,,
2023-09-18,5343,13726,43555,38425,25210,14174,10554,3860,3296,13513,2019,4710,4959,9990,10996,16507,18260,5812,9373,3169,8985,8601,6657,26525,3163,10547,12792,15755,19500,16879,9580,26531,15154,31094,25022,12150,34188,25257,21052,19465,24463,125935,40317,21907,22645,23986,26712,25932,21810,12639,30576,6411,7846,18889,4278,3634,3244,14023,9479,13105,30426,9029,13385,8512,22892,23724,25234,38947,37412,27263,26091,56103,24320,32533,30641,19156,58451,19637,15604,13969,21294,12472,28611,18859,7169,13930,38979,21777,24783,23899,14979,11208,4784,5092,7791,10268,9931,12062,16572,28545,23962,13775,12228,12573,12356,11935,10944,9203,,,,,,,,,,,
2023-09-19,5162,14168,45343,40018,26341,14748,11029,4088,3358,13477,2045,4674,5599,10039,11219,17120,18884,5846,9723,3279,9011,9020,6925,27240,3354,10875,13053,16059,20199,17573,9886,27202,16038,32538,26333,12468,35393,26065,21718,19959,25719,124061,41849,22037,23551,25833,27961,27645,23133,13178,30823,6834,7972,19557,4558,3827,3277,14270,9722,13669,30812,9230,13738,8613,23505,24681,26408,39330,39063,28105,26235,57598,25697,32767,32565,20294,59671,20782,15800,14004,21565,12755,28004,19534,7718,14525,40313,23068,25645,24646,15136,11698,4878,5305,7706,10469,10136,12004,17326,29465,24552,14148,12503,13087,12568,11975,11053,9448,,,,,,,,,,,
2023-09-20,5200,14134,45630,41466,26450,14937,11271,3967,3378,13617,2122,4724,5697,10073,11282,17126,19289,6061,10051,3460,9196,9028,6928,37341,3476,11020,12935,16694,20977,17347,10237,27412,16219,33057,27492,12709,35682,25880,22014,20198,25461,126878,44709,22454,23623,25782,28283,28040,23452,13139,31557,6885,8360,19688,4751,3952,3283,14523,9893,13622,30884,9330,13868,8595,23678,24823,26569,39882,39075,28768,26594,59984,26657,33807,33856,21315,61932,21124,16287,14542,24017,13011,29486,20219,7899,14708,40936,23214,26216,25025,14843,11595,4802,5168,7832,10620,10012,12241,17611,29505,25390,14283,12823,13248,12799,12436,10969,9376,,,,,,,,,,,
2023-09-21,5320,14317,45559,40734,26221,14927,11068,4007,3393,13494,2089,4653,5423,10134,11033,17267,18968,5991,9744,3242,9029,8892,6865,27550,3511,10880,12979,16603,20936,16995,9827,27196,16086,33099,26956,12125,35255,26063,21650,19870,24990,128366,44337,22173,23845,26026,28362,27501,23812,13111,30908,6774,8311,19452,4996,3892,3213,14205,9682,13574,30280,9283,13757,8428,23469,24455,26157,39700,38782,28217,26094,58814,26138,34102,33302,20686,63371,20936,15999,14730,22118,13207,29834,20142,7803,14566,40558,23264,25838,25075,14904,11493,4875,5177,7784,10548,10120,12297,17624,29478,25802,14204,12655,12860,12839,12161,11741,9406,,,,,,,,,,,
2023-09-22,5439,14834,48118,46791,27678,15255,11559,4042,3468,13557,2115,4791,5987,10046,12701,16797,18869,6197,10168,3342,9520,9268,6892,29133,3567,11334,13168,17317,21932,17455,10399,29592,17173,33989,28607,12570,36422,26930,22087,20280,25960,147419,50704,23817,24585,27758,29930,29117,25008,13407,32058,6952,8342,20092,5098,4053,3278,14062,10084,13646,32256,9550,14565,8728,24124,24487,28361,43115,40080,28913,28120,66607,26947,36609,36735,22945,69725,22539,16882,14581,24314,14056,34113,21165,8165,15394,42356,24078,27081,26518,14653,12320,5021,5381,8423,10744,10552,12894,18650,30391,27102,14548,13006,13351,12958,12566,11860,9475,,,,,,,,,,,
2023-09-23,4755,12091,39889,49747,24057,11915,10069,3863,3078,11619,1906,4432,6721,8252,12508,11437,13769,5525,9164,3789,8017,8446,5817,22576,3668,11593,11536,16164,19559,15658,9651,26610,16476,28310,29508,8685,33773,23926,19154,18513,14607,146069,57817,21764,21719,28523,29551,27140,22995,10965,25561,6649,6931,19098,5752,3774,1848,9411,8975,13095,33439,8618,13097,7881,22187,19117,27752,43260,34507,26587,28370,75628,22617,36233,36830,22472,72758,20399,15590,15118,24061,13242,35423,18846,10337,15197,35732,24796,22991,24455,8915,11771,4490,4248,7929,9467,10810,12869,17324,27289,27354,13235,11813,12293,11838,11819,10756,8850,,,,,,,,,,,
2023-09-24,3534,7393,20391,35448,13212,8270,6171,3272,2103,7664,1379,2783,7203,5701,9602,4495,5470,3392,6916,3111,5090,5248,2269,12831,3408,10259,8278,12338,14207,12577,7770,24410,12316,20431,20666,3841,24136,17102,12975,13690,8998,133252,45404,13974,15189,22867,26000,21666,16688,6917,18828,5148,4558,14376,4802,2651,1792,7787,6929,10456,31906,5774,9259,5510,14375,11954,20688,33546,24411,18241,23330,63875,14003,27719,22991,15474,50061,13315,11766,8341,16275,8698,25918,10840,9766,10725,15898,16194,12895,15871,6612,7161,2948,1968,6028,6645,7727,9469,11221,15971,19612,8306,7394,8188,7619,8029,6799,5945,,,,,,,,,,,
2023-09-25,4977,13787,43615,38950,26170,14145,10495,3912,3297,13370,2090,4701,4872,9634,10450,16623,18493,5884,9493,3149,9071,8739,6766,27132,3368,10673,12893,16474,21073,16493,9622,26510,15158,31422,25940,12437,34546,25254,21226,19580,24601,126155,41416,22167,22994,24992,27102,26101,22274,13341,31066,6512,8021,19206,4318,3847,3316,14082,9646,13359,30644,9081,13545,8517,23146,24179,25808,39432,37745,27324,26084,56630,24743,33360,31340,20319,59994,20245,15922,14214,21345,13173,28981,19154,7438,14172,39512,22199,25636,24453,14888,11247,4720,5098,7534,10448,9847,12068,16998,28776,23815,13902,12462,12734,12429,12093,11617,9112,,,,,,,,,,,
2023-09-26,4905,14625,45324,42250,27420,15156,11301,4068,3420,13638,2080,4676,5638,10164,11092,17215,19039,6059,9951,3330,9259,8858,6879,27584,3459,11137,13154,16909,22158,17615,10205,27683,16367,33428,27322,12468,36011,26575,22064,20097,25765,129826,43497,22760,23896,33397,28351,28082,23337,13425,31810,6731,8423,19508,4849,3944,3427,14461,9785,13769,30782,9434,13840,8499,23639,25153,27112,41094,39542,28260,26210,58825,26178,34469,32912,21450,61837,21440,16361,14587,22312,13209,28942,19944,7685,14768,40986,23883,26520,25286,15142,12066,4887,5416,8097,10745,10044,12563,17589,29849,25436,14436,12752,13248,12808,12443,11921,9450,,,,,,,,,,,
2023-09-27,5116,14827,46858,43780,27541,15307,11597,4172,3438,14068,2093,4780,5464,10256,11497,17398,19369,6173,10097,3515,9450,9127,7143,27599,3532,10976,13442,17062,21843,17756,10410,28126,16524,34244,27466,12426,36364,26683,22100,20412,25708,142235,45864,23244,24325,33378,27824,28453,23655,13371,31770,6853,8349,19766,4785,4028,3374,14518,10005,13700,30860,9722,14165,8683,23961,25249,27475,42270,39952,28850,27066,61008,27451,36904,34190,22475,63270,21888,16855,14886,23650,13407,29661,20869,7805,15126,42619,24288,27149,25837,14504,12511,4886,5562,8123,10993,10355,12463,17970,30394,25932,14489,12965,13316,13018,12368,11933,9533,,,,,,,,,,,
2023-09-28,5883,14665,46309,47265,27296,14997,11206,4173,3319,13541,2182,4745,5895,10178,11660,16836,18648,6272,10321,3425,9271,9028,6841,27441,3658,11536,13410,17677,23302,17898,10122,26299,15995,33017,27546,10526,36196,26591,21411,20042,24631,179356,50080,23040,23819,35566,29207,26852,24514,13296,31128,7078,8501,20046,5293,3985,3275,14310,10229,13671,31997,10022,15313,9007,24470,24540,27324,46138,39390,28815,27590,64161,26286,37193,35852,22817,70174,21927,16688,15822,33080,13574,31782,21056,7855,15344,41882,23475,26704,26970,8401,12096,4992,5308,8148,10674,10680,12887,18419,29500,26209,14804,13137,13652,12918,12510,12203,9634,,,,,,,,,,,
2023-09-29,3870,6392,18378,34995,10699,6345,5723,3135,1926,5321,1260,2443,6602,4096,8075,3528,4620,2822,6162,2719,4176,4836,2186,11819,3049,10317,7682,12010,14900,10227,6890,16347,8950,16317,13210,2956,22281,15134,12365,13031,6491,134834,40524,12439,11633,37879,21840,18860,15463,6713,15855,4759,5440,12840,4807,2730,1331,6833,6627,10872,31661,5527,9327,5193,13927,11136,18943,33370,21283,16381,22722,59840,9778,26085,21694,13844,47155,11842,10741,7759,20761,7151,27456,10235,6538,10212,15228,10028,11423,15791,4734,6769,2708,1905,5480,5652,7673,8468,10328,13273,17235,8286,7158,8203,7746,8010,6620,5681,,,,,,,,,,,
2023-09-30,3220,7125,20963,38284,12321,6861,6297,3308,2049,6372,1294,2854,8295,4841,9771,3909,5299,3228,7111,3253,4803,5105,2343,14605,3347,10533,8556,13049,17030,11095,7457,19435,10357,18100,16475,3544,24409,17351,13347,14448,8138,122981,44930,14548,13016,38490,27461,21879,16466,7457,17481,5139,4794,14060,5760,2997,1485,7325,6953,11801,35952,5912,9488,5623,14991,12981,20903,32609,23730,18021,23852,66810,11729,31457,25044,15609,48732,12403,11793,8308,17522,8205,30449,11135,9085,10583,15867,14761,12492,17254,5683,8895,2865,2050,7875,6240,8955,9015,11027,14825,18586,9109,8119,9326,8194,8577,7042,6055,,,,,,,,,,,
