　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2022-09-01,3765,12094,36398,36130,22137,11400,9571,3567,2979,10152,2190,3552,2927,7198,9144,14322,16290,5262,8133,2627,6678,7362,6365,24548,3026,10565,10752,13019,21085,12790,8814,21856,14246,27217,21026,8197,29510,21645,22050,17508,19420,102793,35938,16901,19766,21113,19057,21378,19113,11321,24421,6437,7921,15455,4013,3189,2808,10497,7877,9750,25319,8010,10951,7033,19017,22270,24228,29417,32279,22736,20804,45165,18033,26776,27762,16688,51478,17888,13426,13129,16767,11697,23452,16396,6569,10092,33409,19086,21454,19707,7625,9561,5330,4632,5961,9059,8287,11277,14852,23387,18798,12828,10680,10536,11150,10164,9450,8591,1493,2191,3412,4079,2325,3387,2717,7057,1833,3095,4604
2022-09-02,3750,12140,37011,38632,21966,11814,9858,3845,3074,11358,2134,3436,2705,6792,9582,14248,15957,5308,8283,2537,6808,7411,6477,24870,3128,10441,10662,13278,21514,13007,9070,22607,14746,27729,20861,8045,30315,21904,22789,17327,19899,111181,38062,17479,19627,20195,19247,20587,19007,11467,24099,6597,7968,13667,4251,3066,2732,9665,7350,9890,24493,7882,10636,6945,19009,21885,24183,31283,33038,22792,20707,46521,18108,27340,29129,17819,54188,18571,13922,12746,17332,10860,26672,16968,6582,10226,34177,19392,21623,19620,9641,9487,5599,4700,6335,9557,9086,11603,15333,24129,19012,12873,10517,10841,11600,10627,9520,8586,1430,2364,3647,4363,2489,3560,2932,7770,1988,3382,4831
2022-09-03,2173,5538,15746,29807,9769,6750,5169,2373,1592,5257,1045,1566,1629,3892,7290,3329,4311,2395,5187,1734,3538,4140,1742,10283,2602,5893,6159,8176,11033,9020,6107,15922,9431,18001,10965,2532,18897,13053,12755,10689,5912,87740,31039,10597,9762,12689,13050,13720,10997,5830,12809,4045,3891,7676,2599,1834,1058,4329,4422,5179,14040,3939,5501,4001,10705,11004,16279,21175,19602,13748,15166,38132,9758,19503,18663,10875,34915,10460,8591,7190,10868,4813,19660,8285,4865,6210,12324,11709,9457,8765,4746,4670,3140,1703,3574,4929,5853,6640,8666,11429,13054,6529,5698,6243,6282,6386,4306,4605,564,1535,2208,2965,899,891,1366,5270,1141,1965,2307
2022-09-04,2175,4382,11862,24057,7514,5242,3890,1961,1265,3840,787,1303,1500,3003,5790,2450,3265,1831,4078,1162,2819,3152,1330,8522,2563,5533,5312,7142,9196,7686,5492,15483,8031,13077,8748,2032,15750,10755,10686,9237,4828,93152,28546,7386,9333,12095,11248,11035,9948,4244,10176,3237,2966,6685,2353,1657,882,3611,3820,4611,14117,3491,5133,3386,8927,8208,14347,21038,16569,11453,13094,35894,7816,17900,14819,9002,32681,8413,7178,4611,9847,4298,17939,6596,3975,4951,10048,6453,7327,7934,4639,3993,2608,1328,3040,3958,5009,6533,7054,9031,10634,5287,4590,5357,5137,5400,4033,4024,544,1324,1881,2726,686,794,1189,6708,1051,1639,2034
2022-09-05,3965,11580,34783,34106,21697,12122,9353,3525,2994,10361,2168,3639,3348,8672,9218,13941,15758,5062,7860,2730,7502,7180,5997,24833,2915,10743,10821,13336,21922,13010,8668,25163,13796,27009,19947,9540,29431,21566,22263,17426,20272,105508,35094,17135,20255,21705,20882,23131,19252,11784,25850,6338,7883,15499,3954,3371,2800,12823,8346,9840,28943,8167,11281,7009,19294,23054,24541,29302,32983,22336,21728,45970,17292,26926,26376,16051,49722,17435,13572,12692,16600,11808,25404,16053,6663,9902,32909,18378,21240,20109,13698,11067,5755,4600,6139,9044,8442,11385,14733,24202,17953,12931,10935,10500,11101,10233,10252,8715,1505,2167,3414,4157,2404,3317,2741,7316,1966,3262,4445
2022-09-06,3605,12273,36463,36549,22920,12554,9916,3898,3118,10494,2291,3670,3474,9034,9879,15123,16519,5498,8298,2774,7787,7719,6021,25586,2858,11295,11031,13625,22198,13930,9231,26073,14788,29053,22138,9800,31203,22696,23290,18059,21008,103165,36815,17477,20997,23090,22704,24496,20726,12117,26343,6756,8404,15819,4274,3281,3007,13072,8439,10198,28707,8336,11505,7286,19987,23694,25481,30042,34231,23360,22673,47142,18411,27799,27860,17094,51185,18664,14073,12938,16901,12137,22658,16555,6882,10100,34517,19550,22000,20643,13981,10089,5610,4719,6488,9751,8764,11414,15251,24187,19693,13331,11261,11032,11533,10637,10494,9115,1554,2299,3517,4356,2530,3495,2930,7151,2042,3402,4638
2022-09-07,3744,12247,35522,36682,22467,12368,9954,3673,3153,10578,2297,3754,3647,9149,9831,14949,16561,5348,8327,2884,7754,7585,5962,25486,2891,11569,11255,13923,22255,14109,9372,26403,14913,29116,21701,9755,30565,22510,23278,18194,20809,104792,37790,17480,20933,23199,22967,24554,20608,12315,27117,6800,8423,16308,4434,3401,3222,13165,8627,10320,29790,8174,11587,7438,20024,23847,25540,30611,34502,23906,22347,48024,18515,27939,28291,17200,50915,18564,14286,12965,16985,12329,23103,16855,7281,10217,34001,19526,22105,20674,13630,10119,5738,4727,6517,9692,8576,11606,15096,24413,19712,13393,11331,11157,11511,10592,11123,9085,1548,2265,3470,4331,2476,3528,2808,7261,1983,3298,4688
2022-09-08,3957,12476,35632,38979,22519,13017,10316,3864,3125,11875,2333,3714,3804,9893,10693,14582,16951,5706,8811,2960,8441,7672,5781,25980,3051,11998,11794,14693,23383,14191,9804,30123,15366,29829,21964,9571,32011,23153,23643,19025,20168,115207,39813,18248,21564,24316,23900,26586,21113,12425,26856,6972,8491,17697,4490,3566,3014,13539,8944,12115,35460,8630,12163,7723,20862,24028,26928,33463,34785,24077,23181,50951,20026,28979,29015,17795,54130,19153,14642,13881,18054,12406,23479,17239,7192,10485,33633,18889,21755,20655,15700,10338,5744,4643,6652,9834,9040,12843,15398,24109,20566,13668,11483,11490,11814,10913,11833,9227,1587,2531,3634,4681,2482,3512,2918,8186,2052,3542,4721
2022-09-09,2255,6307,14304,31212,9272,6937,5785,3326,1852,6243,1538,2382,5831,4005,8018,3475,4655,2890,6492,2578,3997,4407,1652,12706,2670,9819,7399,9526,12937,10214,7114,18338,9541,16704,12050,2676,22873,15455,15517,12877,5785,95206,34433,13490,11905,19134,19266,18495,14334,7964,15788,5218,5623,12069,3935,2553,1893,6942,7312,12037,42362,5194,7652,5269,13342,13417,19887,25196,22420,15410,18908,46499,8508,21862,20364,11667,39568,11458,10357,8070,12020,7371,18277,9671,5831,7113,12048,8241,9969,11484,5828,5944,3579,1798,4861,5512,6809,8718,9243,12169,14252,8374,7201,7550,7303,7584,6119,5815,786,1956,2504,3675,988,1148,1458,5953,1302,2576,2589
2022-09-10,2108,5308,12703,26071,7801,5967,4880,2686,1649,4416,1228,2138,6768,3414,7936,2727,3733,2504,5291,2671,3442,3879,1672,11152,2646,10056,6450,8398,10463,8934,6136,14997,7673,13486,9896,2125,18990,12628,12914,11547,4610,93982,30820,9131,9888,18081,17843,15867,12937,5490,13423,4394,4317,10547,3720,2308,1089,5765,5581,8494,33151,4627,6617,4409,11512,9848,16585,23678,18643,12983,18850,45681,7639,19692,16636,9793,36519,9464,8796,6040,11865,6694,17407,7611,6955,7420,9996,10954,8261,11015,4017,5150,3261,1677,4436,4793,6116,7902,7746,10181,12552,6975,6229,6397,6345,6615,5287,5095,632,1617,2099,3180,785,985,1353,6609,1193,2238,2250
2022-09-11,2754,4364,11865,22831,6792,6351,3992,2024,1229,3555,887,1478,2185,2910,5735,2458,3111,2029,4391,1395,3047,3189,1528,9427,2280,6712,5664,7297,9330,7744,5152,13050,7166,11696,8875,1716,15386,10281,10862,9259,4122,137146,27294,7101,9631,14305,11882,11880,10246,4703,10901,3593,3485,7649,2939,1651,964,3966,3927,6169,17959,3991,6547,3452,9117,8018,14496,26414,15828,10672,12653,37583,6726,16161,14768,9111,34575,8223,7002,4557,13992,4449,15474,6389,4593,5298,9013,11334,7099,8895,3482,3967,2627,1426,3743,3982,4928,7264,7036,8698,9868,5954,4969,5479,5370,5589,4395,4138,517,1416,1845,2806,677,796,1087,10819,983,1910,2000
2022-09-12,4155,12018,34674,31321,22009,13293,9450,3636,2887,11542,2093,3684,3271,8597,8769,15258,16192,5164,7795,2515,7573,7155,6391,24201,2860,10269,10695,13206,21607,14045,8363,23677,13248,26364,20340,10425,28979,21039,22309,17748,19994,116886,31250,16030,19510,19514,21033,21420,17541,11479,25272,6131,7694,13724,3954,3098,2071,9236,7472,9496,25951,7980,11026,6966,19309,22684,23711,30428,33717,21901,20096,41629,20471,27928,24978,15968,47991,17212,13111,12199,17409,10899,22406,15592,6210,9336,32605,18491,20621,19078,13017,9451,5393,4624,6069,9420,8433,11130,14216,23261,17282,13218,10778,10672,11395,10286,10783,8743,1460,2289,3494,4325,2372,3483,2904,8550,2058,3336,4326
2022-09-13,3430,12558,36325,33363,23336,13388,10079,3682,3132,11916,2185,3845,3513,8760,9476,15788,17112,5438,8248,2614,7959,7466,6556,26212,2920,10570,10913,13457,21904,14624,8839,24532,14103,28406,22163,10363,30299,22342,22978,18234,20242,99894,33663,16784,20418,20663,22334,23044,18923,11723,26142,6418,8140,14517,4134,3318,2967,12620,7830,9780,27032,8178,10968,7066,19734,23519,24732,29497,34977,22924,21275,43377,21468,28955,27193,16476,49207,18324,13683,12419,17467,11564,22267,16182,6775,9861,33639,19265,21398,20005,13665,9997,5574,4678,6366,9931,8645,11324,15381,24078,18605,13495,11029,10978,11624,10785,11001,8990,1530,2343,3615,4358,2435,3497,3005,6998,2100,3437,4447
