　　　　車站日期,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2020-10-01,3087,7126,14558,32823,9857,6857,6436,3658,2012,6016,1736,2547,8472,4705,8470,4196,5256,3367,6780,3333,4278,4740,1959,14317,4300,15201,7863,11707,14197,11819,8164,19957,11035,17843,12756,3007,25543,17789,17748,14861,6563,102230,37134,11478,12378,18381,21167,18413,16391,7468,17855,5593,5333,12402,4985,2574,1595,7178,6950,8627,39692,5596,8378,5254,14898,12826,21983,27714,25337,16420,24454,49561,8576,19544,20257,10359,43712,12482,11686,7206,12303,8352,17573,9450,5513,9257,12340,8414,10718,13456,6157,6564,3693,1949,5338,6105,7074,10234,9819,14061,13967,9491,7983,8257,8269,8582,6537,6456,617,2240,2757,4112,853,1038,1540,6658,1552,2648,2632
2020-10-02,2706,7144,16021,36644,11223,6784,6491,3491,1985,7353,1844,3444,13294,4669,8696,4132,4914,3186,6969,3483,4740,4905,2048,15317,4674,16619,8309,12067,14928,11680,7117,18959,11391,18090,14017,3144,25728,17827,18351,15140,13901,121645,40234,14957,13617,20418,25370,22065,16576,8793,18129,5724,6210,13597,6889,2623,2220,7820,7629,9675,47111,5840,9606,5458,15104,15728,24447,30892,25345,16667,24145,56238,8816,21196,23445,10988,47988,11703,11393,7378,13859,9799,22362,10464,7143,9116,13106,9244,11070,15774,5459,7744,4143,2011,5875,6212,7547,10443,9890,14587,14783,10313,8516,8776,8747,8385,6978,7002,601,2050,2525,3971,954,945,1628,7253,1689,2644,2891
2020-10-03,3469,7831,17220,38954,12228,7787,6671,3480,2290,6940,1854,3468,11078,5021,9259,4226,5318,3433,7798,3349,5070,5639,2581,17237,4581,16650,8692,12254,15398,12188,7679,19710,11671,19695,14336,3454,25975,18216,18271,15272,8689,143641,40713,13808,14247,22913,24260,21702,16748,8053,18552,5491,5728,14077,6465,2765,1653,7777,7397,9380,44829,6028,10241,5706,15984,14888,26018,34415,27088,17543,24680,59086,11059,23454,26678,13200,52483,13491,13633,23150,35701,9163,21620,10319,9347,8870,13443,9417,11453,16054,5648,7919,4189,2002,5943,6234,7717,10934,10554,14807,15490,10440,8562,8730,8714,8933,7069,7193,626,2029,2423,3907,780,1008,1569,8872,1648,2655,2829
2020-10-04,3954,6440,14347,31161,10068,6896,5890,3150,1966,5651,1528,2549,6146,4396,8675,3682,4966,2983,6318,3480,4338,4696,2103,14165,3906,13315,7527,11267,13911,11549,7223,19054,11063,17429,14817,2996,22696,16224,16176,13799,7502,166938,35137,10514,14061,21028,20173,18517,14740,6883,16166,5005,4822,12544,4533,2445,1443,6612,6278,7653,33432,5678,9429,5123,14037,12169,21960,34622,23411,15658,20815,49123,9428,19927,19807,10262,44348,11688,10475,8929,20467,8215,17933,9052,8225,7390,11990,8403,10134,13196,5826,6669,4036,1912,8084,5654,6835,10702,9491,13928,14630,8985,7120,7852,7509,7876,6150,6329,573,1975,2261,3601,838,917,1405,11458,1637,2466,2940
2020-10-05,5037,14700,39793,38251,26367,15684,12133,4253,3575,13805,2620,4474,4208,10329,9659,19073,18309,6005,9255,3147,8841,8526,6557,29190,3299,12779,11537,16912,24927,16996,10251,26967,16657,32901,24424,11771,35033,25293,26382,21142,24573,139032,36737,19698,23528,23861,26153,26070,22347,13455,30759,7230,8979,16948,4778,3678,2521,10822,8809,10009,31133,9695,12810,7783,21940,26016,29442,35950,39722,24900,25164,50177,21329,29968,30173,18541,57967,20532,16350,14889,19462,14182,26832,18046,7525,10652,36839,21816,24031,23310,14869,10756,5955,5221,6467,10527,9141,13352,16887,27511,21350,14961,12185,12101,12833,11611,11843,10333,1595,2242,3228,4109,1872,2878,2614,8114,1934,3127,3781
2020-10-06,4570,15158,40406,40276,26677,15796,12260,4174,3455,14239,2729,4608,4876,10678,10281,19048,18532,6027,9399,3378,9038,8970,5979,30279,3228,13548,11792,17137,25276,17848,10459,28203,17753,34485,26830,11903,36097,26707,27029,21995,25424,120456,38952,20253,24470,25757,28293,28009,23764,13855,31781,7371,9346,18095,4992,3782,3498,13945,9373,10223,33202,9707,12853,7881,22489,26677,30886,35359,41393,25851,26811,53720,23437,33412,31393,19161,57911,21045,16342,14883,18427,14837,25034,18339,8198,11248,37911,22815,24053,23425,14976,11477,6137,5306,6586,10617,9430,13314,17449,28123,22715,15224,12564,12407,13203,11903,12199,10509,1386,2243,3180,4179,1955,2934,2615,6847,2047,3060,3781
2020-10-07,4369,15087,41448,41733,27075,15676,12271,4239,3635,14412,2810,4722,5262,11230,10709,19098,18495,6241,9528,3434,8980,8597,6040,30428,3311,13814,11914,17208,25528,17607,10501,28770,18084,35244,26668,11972,36053,26674,27214,22537,25406,120605,40162,20835,24671,25661,28546,28514,24269,13883,32783,7419,9193,18849,5145,3737,3550,14420,9403,10541,34010,9683,12942,7962,22535,26832,31150,35343,41925,26039,27185,54993,23496,31223,32553,19713,58756,20707,16655,15040,18742,15001,25765,18829,8605,11026,38334,23240,24521,23909,15337,11884,6338,5422,6721,10816,9475,13731,17805,28899,23268,15670,12625,12444,13189,12122,12306,10692,1348,2240,3189,4092,1918,2943,2667,6932,2096,3170,3852
2020-10-08,5095,15565,42207,46008,27876,17023,12863,4436,3597,15739,2844,4885,5827,11660,12543,19987,19584,6849,10290,3622,9955,9104,6168,34776,3818,14321,12818,18871,26877,19308,11094,32912,18826,36234,28293,12327,37999,28067,28473,23008,27245,141600,44010,21364,25745,27339,31496,32303,25430,14605,34405,7911,9567,19841,5240,3924,3499,15511,9991,12424,40156,10273,14228,8280,23863,27792,33004,39730,43719,27651,28283,61032,24044,33595,35759,20538,66267,21844,17677,16349,21171,15555,30180,19876,8821,11954,39071,23409,25059,24461,16917,12068,6657,5452,7122,11065,9957,15378,18047,29124,24325,16087,13173,13128,13651,12629,13145,11605,1395,2447,3396,4497,1995,3099,2746,8407,2198,3415,4342
2020-10-09,3259,8376,19827,43144,13667,8698,7568,3644,2186,8759,1841,2934,7806,5651,10861,5045,6247,3801,7893,2767,5295,5539,3006,22966,4498,12695,8859,13191,16309,13569,8735,25354,14481,22986,16848,3942,29624,20663,20668,16686,10682,138481,46327,14485,15836,21898,25232,23357,17956,9816,21126,6089,5880,14183,6528,2603,2325,8416,7057,9038,36352,6436,10066,6293,17423,18025,30333,39864,30514,20258,25867,65590,11717,29088,29960,14288,56038,14555,13354,8414,16169,9615,26805,12736,6671,10227,16541,11988,13055,16341,7685,7591,4529,2171,5618,7299,9137,11827,12562,17353,17278,11152,8688,9558,9614,9452,7578,7799,820,2373,2967,4568,1190,1239,1836,9184,1849,3026,3020
2020-10-10,3226,8226,18867,41376,13264,8231,7160,3588,2312,6958,1774,2989,10772,5816,12191,4296,5871,3487,7880,3075,5036,5400,2898,28889,4778,13469,8830,12950,15482,13679,8546,24116,13747,21472,20847,3968,28966,19597,19280,16313,14985,141210,45889,14299,15736,25617,26783,23246,17717,7799,19352,5677,6149,14600,6881,2815,1659,8067,7337,9338,42834,6399,10162,5853,16133,14685,27789,35935,28300,18781,27002,71038,12480,28568,27384,15311,59434,14291,12648,7651,17234,9943,27663,11409,9402,9985,15602,11406,12210,16211,6874,7536,4881,3087,6319,6846,9055,11550,11297,16025,18112,10382,8680,9367,9130,9498,7485,7696,625,2275,2786,4344,1037,1155,1596,8659,1656,2895,3360
